[2339, 1534]
[headline, [625.0, 130.0, 249.0, 67.5], GbtHmso4tz, 5689248]
[folio, [642.0, 270.0, 230.0, 36.0], 4Rfsb2zkqw, 5689248]
[folio, [663.0, 385.0, 185.0, 36.0], RVQrrMGle9, 5689248]
[paragraph, [149.0, 481.0, 1204.0, 36.0], pviAedS3QE, 5689248]
[paragraph, [149.0, 517.0, 1204.0, 36.0], pviAedS3QE, 5689248]
[unordered-list, [115.0, 612.0, 1216.0, 36.0], eesHdUwQma, 5689248]
[unordered-list, [115.0, 648.0, 1216.0, 36.0], eesHdUwQma, 5689248]
[unordered-list, [115.0, 684.0, 1216.0, 36.0], eesHdUwQma, 5689248]
[unordered-list, [115.0, 720.0, 1216.0, 36.0], eesHdUwQma, 5689248]
[unordered-list, [115.0, 756.0, 1216.0, 36.0], eesHdUwQma, 5689248]
[unordered-list, [115.0, 792.0, 1216.0, 36.0], eesHdUwQma, 5689248]
[unordered-list, [115.0, 828.0, 1216.0, 36.0], eesHdUwQma, 5689248]
[unordered-list, [115.0, 864.0, 1216.0, 36.0], eesHdUwQma, 5689248]
[unordered-list, [115.0, 900.0, 1216.0, 36.0], eesHdUwQma, 5689248]
[unordered-list, [115.0, 936.0, 1216.0, 36.0], eesHdUwQma, 5689248]
[unordered-list, [115.0, 972.0, 1216.0, 36.0], eesHdUwQma, 5689248]
[unordered-list, [115.0, 1008.0, 1216.0, 36.0], eesHdUwQma, 5689248]
[unordered-list, [115.0, 1044.0, 1216.0, 36.0], eesHdUwQma, 5689248]
[unordered-list, [115.0, 1080.0, 1216.0, 36.0], eesHdUwQma, 5689248]
[unordered-list, [115.0, 1116.0, 1216.0, 36.0], eesHdUwQma, 5689248]
[unordered-list, [115.0, 1152.0, 1216.0, 36.0], eesHdUwQma, 5689248]
[unordered-list, [115.0, 1188.0, 1216.0, 36.0], eesHdUwQma, 5689248]
[unordered-list, [115.0, 1224.0, 1216.0, 36.0], eesHdUwQma, 5689248]
[unordered-list, [115.0, 1260.0, 1216.0, 36.0], eesHdUwQma, 5689248]
[unordered-list, [115.0, 1296.0, 1216.0, 36.0], eesHdUwQma, 5689248]
[unordered-list, [115.0, 1332.0, 1216.0, 36.0], eesHdUwQma, 5689248]
[sidebar, [1254.0, 941.0, 49.0, 36.0], lvXP1jUcJT, 5689248]
[reference, [242.0, 1513.0, 850.0, 36.0], shoonya_0sO3KUAJZ9N9ZW, 5689248]
[reference, [242.0, 1549.0, 850.0, 36.0], shoonya_0sO3KUAJZ9N9ZW, 5689248]
[reference, [242.0, 1585.0, 850.0, 36.0], shoonya_0sO3KUAJZ9N9ZW, 5689248]
[reference, [242.0, 1621.0, 850.0, 36.0], shoonya_0sO3KUAJZ9N9ZW, 5689248]
[reference, [242.0, 1657.0, 850.0, 36.0], shoonya_0sO3KUAJZ9N9ZW, 5689248]
[reference, [242.0, 1693.0, 850.0, 36.0], shoonya_0sO3KUAJZ9N9ZW, 5689248]
[reference, [242.0, 1729.0, 850.0, 36.0], shoonya_0sO3KUAJZ9N9ZW, 5689248]
[reference, [242.0, 1765.0, 850.0, 36.0], shoonya_0sO3KUAJZ9N9ZW, 5689248]
[reference, [242.0, 1801.0, 850.0, 36.0], shoonya_0sO3KUAJZ9N9ZW, 5689248]
[reference, [242.0, 1837.0, 850.0, 36.0], shoonya_0sO3KUAJZ9N9ZW, 5689248]
[reference, [242.0, 1873.0, 850.0, 36.0], shoonya_0sO3KUAJZ9N9ZW, 5689248]
[reference, [242.0, 1909.0, 850.0, 36.0], shoonya_0sO3KUAJZ9N9ZW, 5689248]
[reference, [242.0, 1945.0, 850.0, 36.0], shoonya_0sO3KUAJZ9N9ZW, 5689248]
[reference, [242.0, 1981.0, 850.0, 36.0], shoonya_0sO3KUAJZ9N9ZW, 5689248]
[reference, [242.0, 2017.0, 850.0, 36.0], shoonya_0sO3KUAJZ9N9ZW, 5689248]
[reference, [242.0, 2053.0, 850.0, 36.0], shoonya_0sO3KUAJZ9N9ZW, 5689248]
[reference, [242.0, 2089.0, 850.0, 36.0], shoonya_0sO3KUAJZ9N9ZW, 5689248]
[reference, [242.0, 2125.0, 850.0, 36.0], shoonya_0sO3KUAJZ9N9ZW, 5689248]
[reference, [242.0, 2161.0, 850.0, 36.0], shoonya_0sO3KUAJZ9N9ZW, 5689248]
