[2334, 1650]
[paragraph, [209.0, 162.0, 1153.0, 36.0], shoonya_0sY9AKTDJ81VGI, 5653025]
[paragraph, [209.0, 198.0, 1153.0, 36.0], shoonya_0sY9AKTDJ81VGI, 5653025]
[paragraph, [209.0, 234.0, 1153.0, 36.0], shoonya_0sY9AKTDJ81VGI, 5653025]
[paragraph, [209.0, 270.0, 1153.0, 36.0], shoonya_0sY9AKTDJ81VGI, 5653025]
[paragraph, [209.0, 306.0, 1153.0, 36.0], shoonya_0sY9AKTDJ81VGI, 5653025]
[paragraph, [209.0, 342.0, 1153.0, 36.0], shoonya_0sY9AKTDJ81VGI, 5653025]
[paragraph, [209.0, 378.0, 1153.0, 36.0], shoonya_0sY9AKTDJ81VGI, 5653025]
[paragraph, [209.0, 414.0, 1153.0, 36.0], shoonya_0sY9AKTDJ81VGI, 5653025]
[paragraph, [209.0, 450.0, 1153.0, 36.0], shoonya_0sY9AKTDJ81VGI, 5653025]
[paragraph, [209.0, 486.0, 1153.0, 36.0], shoonya_0sY9AKTDJ81VGI, 5653025]
[paragraph, [209.0, 522.0, 1153.0, 36.0], shoonya_0sY9AKTDJ81VGI, 5653025]
[paragraph, [209.0, 558.0, 1153.0, 36.0], shoonya_0sY9AKTDJ81VGI, 5653025]
[paragraph, [209.0, 594.0, 1153.0, 36.0], shoonya_0sY9AKTDJ81VGI, 5653025]
[paragraph, [212.0, 673.0, 1153.0, 36.0], shoonya_1sF75V6V8S3OJE, 5653025]
[paragraph, [212.0, 709.0, 1153.0, 36.0], shoonya_1sF75V6V8S3OJE, 5653025]
[paragraph, [212.0, 745.0, 1153.0, 36.0], shoonya_1sF75V6V8S3OJE, 5653025]
[paragraph, [212.0, 781.0, 1153.0, 36.0], shoonya_1sF75V6V8S3OJE, 5653025]
[paragraph, [212.0, 817.0, 1153.0, 36.0], shoonya_1sF75V6V8S3OJE, 5653025]
[paragraph, [212.0, 853.0, 1153.0, 36.0], shoonya_1sF75V6V8S3OJE, 5653025]
[paragraph, [212.0, 889.0, 1153.0, 36.0], shoonya_1sF75V6V8S3OJE, 5653025]
[paragraph, [212.0, 925.0, 1153.0, 36.0], shoonya_1sF75V6V8S3OJE, 5653025]
[paragraph, [212.0, 961.0, 1153.0, 36.0], shoonya_1sF75V6V8S3OJE, 5653025]
[paragraph, [212.0, 997.0, 1153.0, 36.0], shoonya_1sF75V6V8S3OJE, 5653025]
[paragraph, [212.0, 1033.0, 1153.0, 36.0], shoonya_1sF75V6V8S3OJE, 5653025]
[paragraph, [212.0, 1069.0, 1153.0, 36.0], shoonya_1sF75V6V8S3OJE, 5653025]
[paragraph, [212.0, 1105.0, 1153.0, 36.0], shoonya_1sF75V6V8S3OJE, 5653025]
[paragraph, [212.0, 1141.0, 1153.0, 36.0], shoonya_1sF75V6V8S3OJE, 5653025]
[paragraph, [212.0, 1177.0, 1153.0, 36.0], shoonya_1sF75V6V8S3OJE, 5653025]
[paragraph, [213.0, 1243.0, 1152.0, 36.0], shoonya_2sHL28CM6NWUFS, 5653025]
[paragraph, [213.0, 1279.0, 1152.0, 36.0], shoonya_2sHL28CM6NWUFS, 5653025]
[paragraph, [213.0, 1315.0, 1152.0, 36.0], shoonya_2sHL28CM6NWUFS, 5653025]
[paragraph, [213.0, 1351.0, 1152.0, 36.0], shoonya_2sHL28CM6NWUFS, 5653025]
[paragraph, [213.0, 1387.0, 1152.0, 36.0], shoonya_2sHL28CM6NWUFS, 5653025]
[paragraph, [213.0, 1423.0, 1152.0, 36.0], shoonya_2sHL28CM6NWUFS, 5653025]
[paragraph, [213.0, 1459.0, 1152.0, 36.0], shoonya_2sHL28CM6NWUFS, 5653025]
[paragraph, [213.0, 1495.0, 1152.0, 36.0], shoonya_2sHL28CM6NWUFS, 5653025]
[paragraph, [213.0, 1531.0, 1152.0, 36.0], shoonya_2sHL28CM6NWUFS, 5653025]
[paragraph, [213.0, 1567.0, 1152.0, 36.0], shoonya_2sHL28CM6NWUFS, 5653025]
[paragraph, [213.0, 1603.0, 1152.0, 36.0], shoonya_2sHL28CM6NWUFS, 5653025]
[paragraph, [213.0, 1639.0, 1152.0, 36.0], shoonya_2sHL28CM6NWUFS, 5653025]
[paragraph, [213.0, 1675.0, 1152.0, 36.0], shoonya_2sHL28CM6NWUFS, 5653025]
[paragraph, [213.0, 1711.0, 1152.0, 36.0], shoonya_2sHL28CM6NWUFS, 5653025]
[paragraph, [213.0, 1747.0, 1152.0, 36.0], shoonya_2sHL28CM6NWUFS, 5653025]
[paragraph, [217.0, 1816.0, 1150.0, 36.0], shoonya_3sNHB7ZRXDPHJT, 5653025]
[paragraph, [217.0, 1852.0, 1150.0, 36.0], shoonya_3sNHB7ZRXDPHJT, 5653025]
[paragraph, [217.0, 1888.0, 1150.0, 36.0], shoonya_3sNHB7ZRXDPHJT, 5653025]
[paragraph, [217.0, 1924.0, 1150.0, 36.0], shoonya_3sNHB7ZRXDPHJT, 5653025]
[paragraph, [217.0, 1960.0, 1150.0, 36.0], shoonya_3sNHB7ZRXDPHJT, 5653025]
[paragraph, [217.0, 1996.0, 1150.0, 36.0], shoonya_3sNHB7ZRXDPHJT, 5653025]
[folio, [1194.0, 2094.0, 103.0, 36.0], i7uq-Z1BGD, 5653025]
