[1755, 1240]
[folio, [633.0, 69.0, 500.0, 36.0], 75seHeGRXV, 5743957]
[paragraph, [201.0, 206.0, 923.0, 36.0], shoonya_2sERC9Y1AWMLQY, 5743957]
[paragraph, [201.0, 242.0, 923.0, 36.0], shoonya_2sERC9Y1AWMLQY, 5743957]
[paragraph, [201.0, 278.0, 923.0, 36.0], shoonya_2sERC9Y1AWMLQY, 5743957]
[paragraph, [201.0, 314.0, 923.0, 36.0], shoonya_2sERC9Y1AWMLQY, 5743957]
[paragraph, [201.0, 350.0, 923.0, 36.0], shoonya_2sERC9Y1AWMLQY, 5743957]
[paragraph, [201.0, 386.0, 923.0, 36.0], shoonya_2sERC9Y1AWMLQY, 5743957]
[paragraph, [201.0, 422.0, 923.0, 36.0], shoonya_2sERC9Y1AWMLQY, 5743957]
[paragraph, [201.0, 458.0, 923.0, 36.0], shoonya_2sERC9Y1AWMLQY, 5743957]
[paragraph, [201.0, 494.0, 923.0, 36.0], shoonya_2sERC9Y1AWMLQY, 5743957]
[paragraph, [201.0, 530.0, 923.0, 36.0], shoonya_2sERC9Y1AWMLQY, 5743957]
[paragraph, [201.0, 566.0, 923.0, 36.0], shoonya_2sERC9Y1AWMLQY, 5743957]
[paragraph, [201.0, 602.0, 923.0, 36.0], shoonya_2sERC9Y1AWMLQY, 5743957]
[paragraph, [201.0, 638.0, 923.0, 36.0], shoonya_2sERC9Y1AWMLQY, 5743957]
[paragraph, [201.0, 674.0, 923.0, 36.0], shoonya_2sERC9Y1AWMLQY, 5743957]
[paragraph, [201.0, 710.0, 923.0, 36.0], shoonya_2sERC9Y1AWMLQY, 5743957]
[paragraph, [201.0, 746.0, 923.0, 36.0], shoonya_2sERC9Y1AWMLQY, 5743957]
[paragraph, [201.0, 782.0, 923.0, 36.0], shoonya_2sERC9Y1AWMLQY, 5743957]
[paragraph, [201.0, 818.0, 923.0, 36.0], shoonya_2sERC9Y1AWMLQY, 5743957]
[paragraph, [201.0, 854.0, 923.0, 36.0], shoonya_2sERC9Y1AWMLQY, 5743957]
[paragraph, [201.0, 890.0, 923.0, 36.0], shoonya_2sERC9Y1AWMLQY, 5743957]
[paragraph, [201.0, 926.0, 923.0, 36.0], shoonya_2sERC9Y1AWMLQY, 5743957]
[paragraph, [201.0, 962.0, 923.0, 36.0], shoonya_2sERC9Y1AWMLQY, 5743957]
[paragraph, [201.0, 998.0, 923.0, 36.0], shoonya_2sERC9Y1AWMLQY, 5743957]
[paragraph, [201.0, 1034.0, 923.0, 36.0], shoonya_2sERC9Y1AWMLQY, 5743957]
[paragraph, [200.0, 1098.0, 928.0, 36.0], shoonya_0sTWI6ZQI5D838, 5743957]
[paragraph, [200.0, 1134.0, 928.0, 36.0], shoonya_0sTWI6ZQI5D838, 5743957]
[paragraph, [200.0, 1170.0, 928.0, 36.0], shoonya_0sTWI6ZQI5D838, 5743957]
[paragraph, [200.0, 1206.0, 928.0, 36.0], shoonya_0sTWI6ZQI5D838, 5743957]
[paragraph, [200.0, 1242.0, 928.0, 36.0], shoonya_0sTWI6ZQI5D838, 5743957]
[paragraph, [200.0, 1278.0, 928.0, 36.0], shoonya_0sTWI6ZQI5D838, 5743957]
[paragraph, [200.0, 1314.0, 928.0, 36.0], shoonya_0sTWI6ZQI5D838, 5743957]
[paragraph, [200.0, 1350.0, 928.0, 36.0], shoonya_0sTWI6ZQI5D838, 5743957]
[paragraph, [200.0, 1386.0, 928.0, 36.0], shoonya_0sTWI6ZQI5D838, 5743957]
[paragraph, [200.0, 1422.0, 928.0, 36.0], shoonya_0sTWI6ZQI5D838, 5743957]
[paragraph, [200.0, 1458.0, 928.0, 36.0], shoonya_0sTWI6ZQI5D838, 5743957]
[paragraph, [200.0, 1494.0, 928.0, 36.0], shoonya_0sTWI6ZQI5D838, 5743957]
[paragraph, [200.0, 1530.0, 928.0, 36.0], shoonya_0sTWI6ZQI5D838, 5743957]
[paragraph, [200.0, 1566.0, 928.0, 36.0], shoonya_0sTWI6ZQI5D838, 5743957]
