[2200, 1700]
[paragraph, [374.0, 114.0, 1131.0, 36.0], shoonya_2sH4CA2FF6RGM6, 5734161]
[paragraph, [374.0, 150.0, 1131.0, 36.0], shoonya_2sH4CA2FF6RGM6, 5734161]
[paragraph, [373.0, 239.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 275.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 311.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 347.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 383.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 419.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 455.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 491.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 527.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 563.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 599.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 635.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 671.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 707.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 743.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 779.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 815.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 851.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 887.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 923.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 959.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 995.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 1031.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 1067.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 1103.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 1139.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 1175.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 1211.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 1247.0, 1133.0, 36.0], shoonya_1s9WOU43CQXZFO, 5734161]
[paragraph, [373.0, 1323.0, 1132.0, 36.0], shoonya_0sQRIT11DNFDPX, 5734161]
[paragraph, [373.0, 1359.0, 1132.0, 36.0], shoonya_0sQRIT11DNFDPX, 5734161]
[paragraph, [373.0, 1395.0, 1132.0, 36.0], shoonya_0sQRIT11DNFDPX, 5734161]
[paragraph, [373.0, 1431.0, 1132.0, 36.0], shoonya_0sQRIT11DNFDPX, 5734161]
[paragraph, [373.0, 1467.0, 1132.0, 36.0], shoonya_0sQRIT11DNFDPX, 5734161]
[paragraph, [373.0, 1503.0, 1132.0, 36.0], shoonya_0sQRIT11DNFDPX, 5734161]
[paragraph, [373.0, 1539.0, 1132.0, 36.0], shoonya_0sQRIT11DNFDPX, 5734161]
[paragraph, [373.0, 1575.0, 1132.0, 36.0], shoonya_0sQRIT11DNFDPX, 5734161]
[paragraph, [373.0, 1611.0, 1132.0, 36.0], shoonya_0sQRIT11DNFDPX, 5734161]
[paragraph, [373.0, 1647.0, 1132.0, 36.0], shoonya_0sQRIT11DNFDPX, 5734161]
[paragraph, [373.0, 1683.0, 1132.0, 36.0], shoonya_0sQRIT11DNFDPX, 5734161]
[paragraph, [373.0, 1719.0, 1132.0, 36.0], shoonya_0sQRIT11DNFDPX, 5734161]
[paragraph, [373.0, 1755.0, 1132.0, 36.0], shoonya_0sQRIT11DNFDPX, 5734161]
[paragraph, [373.0, 1791.0, 1132.0, 36.0], shoonya_0sQRIT11DNFDPX, 5734161]
[paragraph, [373.0, 1827.0, 1132.0, 36.0], shoonya_0sQRIT11DNFDPX, 5734161]
[paragraph, [373.0, 1863.0, 1132.0, 36.0], shoonya_0sQRIT11DNFDPX, 5734161]
[paragraph, [373.0, 1899.0, 1132.0, 36.0], shoonya_0sQRIT11DNFDPX, 5734161]
[paragraph, [373.0, 1935.0, 1132.0, 36.0], shoonya_0sQRIT11DNFDPX, 5734161]
[paragraph, [373.0, 1971.0, 1132.0, 36.0], shoonya_0sQRIT11DNFDPX, 5734161]
[paragraph, [373.0, 2007.0, 1132.0, 36.0], shoonya_0sQRIT11DNFDPX, 5734161]
