[1200, 825]
[paragraph, [133.0, 101.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 119.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 137.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 155.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 173.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 191.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 209.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 227.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 245.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 263.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 281.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 299.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 317.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 335.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 353.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 371.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 389.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 407.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 425.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 443.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 461.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 479.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 497.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 515.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 533.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 551.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 569.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 587.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 605.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 623.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 641.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [133.0, 659.0, 555.0, 18.0], shoonya_0s1FUIRKVL3H50, 5691442]
[paragraph, [132.0, 691.0, 555.0, 18.0], shoonya_1sLTCAZI47C4WJ, 5691442]
[paragraph, [132.0, 709.0, 555.0, 18.0], shoonya_1sLTCAZI47C4WJ, 5691442]
[paragraph, [132.0, 727.0, 555.0, 18.0], shoonya_1sLTCAZI47C4WJ, 5691442]
[paragraph, [132.0, 745.0, 555.0, 18.0], shoonya_1sLTCAZI47C4WJ, 5691442]
[paragraph, [132.0, 763.0, 555.0, 18.0], shoonya_1sLTCAZI47C4WJ, 5691442]
[paragraph, [132.0, 781.0, 555.0, 18.0], shoonya_1sLTCAZI47C4WJ, 5691442]
[paragraph, [132.0, 799.0, 555.0, 18.0], shoonya_1sLTCAZI47C4WJ, 5691442]
[paragraph, [132.0, 817.0, 555.0, 18.0], shoonya_1sLTCAZI47C4WJ, 5691442]
[paragraph, [132.0, 835.0, 555.0, 18.0], shoonya_1sLTCAZI47C4WJ, 5691442]
[paragraph, [132.0, 853.0, 555.0, 18.0], shoonya_1sLTCAZI47C4WJ, 5691442]
[paragraph, [132.0, 871.0, 555.0, 18.0], shoonya_1sLTCAZI47C4WJ, 5691442]
[paragraph, [132.0, 889.0, 555.0, 18.0], shoonya_1sLTCAZI47C4WJ, 5691442]
[paragraph, [132.0, 907.0, 555.0, 18.0], shoonya_1sLTCAZI47C4WJ, 5691442]
[paragraph, [132.0, 925.0, 555.0, 18.0], shoonya_1sLTCAZI47C4WJ, 5691442]
[paragraph, [132.0, 943.0, 555.0, 18.0], shoonya_1sLTCAZI47C4WJ, 5691442]
[paragraph, [133.0, 969.0, 554.0, 18.0], shoonya_3s4EIOLQATGF5J, 5691442]
[paragraph, [133.0, 987.0, 554.0, 18.0], shoonya_3s4EIOLQATGF5J, 5691442]
[paragraph, [133.0, 1005.0, 554.0, 18.0], shoonya_3s4EIOLQATGF5J, 5691442]
[paragraph, [133.0, 1023.0, 554.0, 18.0], shoonya_3s4EIOLQATGF5J, 5691442]
[paragraph, [133.0, 1041.0, 554.0, 18.0], shoonya_3s4EIOLQATGF5J, 5691442]
