[1200, 825]
[section-title, [148.0, 112.0, 265.0, 30.0], shoonya_0sE9OHJ6NES80N, 5691331]
[paragraph, [138.0, 162.0, 551.0, 18.0], OFql78kM2q, 5691331]
[paragraph, [138.0, 180.0, 551.0, 18.0], OFql78kM2q, 5691331]
[paragraph, [138.0, 198.0, 551.0, 18.0], OFql78kM2q, 5691331]
[paragraph, [138.0, 216.0, 551.0, 18.0], OFql78kM2q, 5691331]
[paragraph, [138.0, 234.0, 551.0, 18.0], OFql78kM2q, 5691331]
[paragraph, [138.0, 252.0, 551.0, 18.0], OFql78kM2q, 5691331]
[paragraph, [138.0, 270.0, 551.0, 18.0], OFql78kM2q, 5691331]
[paragraph, [138.0, 288.0, 551.0, 18.0], OFql78kM2q, 5691331]
[paragraph, [138.0, 306.0, 551.0, 18.0], OFql78kM2q, 5691331]
[paragraph, [138.0, 324.0, 551.0, 18.0], OFql78kM2q, 5691331]
[paragraph, [138.0, 342.0, 551.0, 18.0], OFql78kM2q, 5691331]
[paragraph, [138.0, 360.0, 551.0, 18.0], OFql78kM2q, 5691331]
[paragraph, [138.0, 378.0, 551.0, 18.0], OFql78kM2q, 5691331]
[paragraph, [138.0, 396.0, 551.0, 18.0], OFql78kM2q, 5691331]
[paragraph, [138.0, 414.0, 551.0, 18.0], OFql78kM2q, 5691331]
[paragraph, [138.0, 432.0, 551.0, 18.0], OFql78kM2q, 5691331]
[paragraph, [138.0, 450.0, 551.0, 18.0], OFql78kM2q, 5691331]
[paragraph, [138.0, 468.0, 551.0, 18.0], OFql78kM2q, 5691331]
[paragraph, [138.0, 486.0, 551.0, 18.0], OFql78kM2q, 5691331]
[paragraph, [138.0, 504.0, 551.0, 18.0], OFql78kM2q, 5691331]
[paragraph, [138.0, 522.0, 551.0, 18.0], OFql78kM2q, 5691331]
[paragraph, [138.0, 540.0, 551.0, 18.0], OFql78kM2q, 5691331]
[paragraph, [138.0, 558.0, 551.0, 18.0], OFql78kM2q, 5691331]
[paragraph, [137.0, 585.0, 544.0, 18.0], jtKP4cryIQ, 5691331]
[paragraph, [137.0, 603.0, 544.0, 18.0], jtKP4cryIQ, 5691331]
[paragraph, [137.0, 621.0, 544.0, 18.0], jtKP4cryIQ, 5691331]
[paragraph, [137.0, 639.0, 544.0, 18.0], jtKP4cryIQ, 5691331]
[paragraph, [137.0, 657.0, 544.0, 18.0], jtKP4cryIQ, 5691331]
[paragraph, [137.0, 675.0, 544.0, 18.0], jtKP4cryIQ, 5691331]
[paragraph, [137.0, 693.0, 544.0, 18.0], jtKP4cryIQ, 5691331]
[paragraph, [137.0, 711.0, 544.0, 18.0], jtKP4cryIQ, 5691331]
[paragraph, [137.0, 729.0, 544.0, 18.0], jtKP4cryIQ, 5691331]
[paragraph, [137.0, 747.0, 544.0, 18.0], jtKP4cryIQ, 5691331]
[paragraph, [137.0, 765.0, 544.0, 18.0], jtKP4cryIQ, 5691331]
[paragraph, [137.0, 783.0, 544.0, 18.0], jtKP4cryIQ, 5691331]
[paragraph, [137.0, 801.0, 544.0, 18.0], jtKP4cryIQ, 5691331]
[paragraph, [137.0, 819.0, 544.0, 18.0], jtKP4cryIQ, 5691331]
[paragraph, [137.0, 842.0, 550.0, 18.0], YFyP04vOka, 5691331]
[paragraph, [137.0, 860.0, 550.0, 18.0], YFyP04vOka, 5691331]
[paragraph, [137.0, 878.0, 550.0, 18.0], YFyP04vOka, 5691331]
[paragraph, [137.0, 896.0, 550.0, 18.0], YFyP04vOka, 5691331]
[paragraph, [137.0, 914.0, 550.0, 18.0], YFyP04vOka, 5691331]
[paragraph, [137.0, 932.0, 550.0, 18.0], YFyP04vOka, 5691331]
[paragraph, [137.0, 950.0, 550.0, 18.0], YFyP04vOka, 5691331]
[paragraph, [137.0, 968.0, 550.0, 18.0], YFyP04vOka, 5691331]
[paragraph, [137.0, 986.0, 550.0, 18.0], YFyP04vOka, 5691331]
[paragraph, [137.0, 1004.0, 550.0, 18.0], YFyP04vOka, 5691331]
