[1565, 1152]
[headline, [132.0, 121.0, 879.0, 37.5], shoonya_4s9OAGUBQJZSF7, 5713322]
[headline, [132.0, 158.5, 879.0, 37.5], shoonya_4s9OAGUBQJZSF7, 5713322]
[headline, [132.0, 196.0, 879.0, 37.5], shoonya_4s9OAGUBQJZSF7, 5713322]
[paragraph, [102.0, 810.0, 308.0, 36.0], shoonya_2sXKC6I544Q9ZC, 5713322]
[paragraph, [102.0, 846.0, 308.0, 36.0], shoonya_2sXKC6I544Q9ZC, 5713322]
[paragraph, [102.0, 882.0, 308.0, 36.0], shoonya_2sXKC6I544Q9ZC, 5713322]
[paragraph, [102.0, 918.0, 308.0, 36.0], shoonya_2sXKC6I544Q9ZC, 5713322]
[paragraph, [733.0, 813.0, 318.0, 36.0], shoonya_9s2OSJSDFIG2YL, 5713322]
[paragraph, [733.0, 849.0, 318.0, 36.0], shoonya_9s2OSJSDFIG2YL, 5713322]
[paragraph, [412.0, 852.0, 315.0, 36.0], shoonya_1sSB09WE03AI4Y, 5713322]
[paragraph, [412.0, 888.0, 315.0, 36.0], shoonya_1sSB09WE03AI4Y, 5713322]
[paragraph, [412.0, 924.0, 315.0, 36.0], shoonya_1sSB09WE03AI4Y, 5713322]
[paragraph, [412.0, 960.0, 315.0, 36.0], shoonya_1sSB09WE03AI4Y, 5713322]
[paragraph, [412.0, 996.0, 315.0, 36.0], shoonya_1sSB09WE03AI4Y, 5713322]
[paragraph, [412.0, 1032.0, 315.0, 36.0], shoonya_1sSB09WE03AI4Y, 5713322]
[paragraph, [412.0, 1068.0, 315.0, 36.0], shoonya_1sSB09WE03AI4Y, 5713322]
[paragraph, [412.0, 1104.0, 315.0, 36.0], shoonya_1sSB09WE03AI4Y, 5713322]
[paragraph, [412.0, 1140.0, 315.0, 36.0], shoonya_1sSB09WE03AI4Y, 5713322]
[paragraph, [412.0, 1176.0, 315.0, 36.0], shoonya_1sSB09WE03AI4Y, 5713322]
[paragraph, [412.0, 1212.0, 315.0, 36.0], shoonya_1sSB09WE03AI4Y, 5713322]
[paragraph, [412.0, 1248.0, 315.0, 36.0], shoonya_1sSB09WE03AI4Y, 5713322]
[paragraph, [412.0, 1284.0, 315.0, 36.0], shoonya_1sSB09WE03AI4Y, 5713322]
[paragraph, [412.0, 1320.0, 315.0, 36.0], shoonya_1sSB09WE03AI4Y, 5713322]
[paragraph, [412.0, 1356.0, 315.0, 36.0], shoonya_1sSB09WE03AI4Y, 5713322]
[paragraph, [412.0, 1392.0, 315.0, 36.0], shoonya_1sSB09WE03AI4Y, 5713322]
[paragraph, [732.0, 904.0, 322.0, 36.0], shoonya_5s0ZKQRLCXB4PS, 5713322]
[paragraph, [732.0, 940.0, 322.0, 36.0], shoonya_5s0ZKQRLCXB4PS, 5713322]
[paragraph, [732.0, 976.0, 322.0, 36.0], shoonya_5s0ZKQRLCXB4PS, 5713322]
[paragraph, [732.0, 1012.0, 322.0, 36.0], shoonya_5s0ZKQRLCXB4PS, 5713322]
[paragraph, [732.0, 1048.0, 322.0, 36.0], shoonya_5s0ZKQRLCXB4PS, 5713322]
[paragraph, [732.0, 1084.0, 322.0, 36.0], shoonya_5s0ZKQRLCXB4PS, 5713322]
[paragraph, [732.0, 1120.0, 322.0, 36.0], shoonya_5s0ZKQRLCXB4PS, 5713322]
[paragraph, [732.0, 1156.0, 322.0, 36.0], shoonya_5s0ZKQRLCXB4PS, 5713322]
[paragraph, [732.0, 1192.0, 322.0, 36.0], shoonya_5s0ZKQRLCXB4PS, 5713322]
[paragraph, [732.0, 1228.0, 322.0, 36.0], shoonya_5s0ZKQRLCXB4PS, 5713322]
[paragraph, [732.0, 1264.0, 322.0, 36.0], shoonya_5s0ZKQRLCXB4PS, 5713322]
[paragraph, [732.0, 1300.0, 322.0, 36.0], shoonya_5s0ZKQRLCXB4PS, 5713322]
[paragraph, [107.0, 961.0, 302.0, 36.0], shoonya_10s8LZWEB439CB, 5713322]
[paragraph, [107.0, 997.0, 302.0, 36.0], shoonya_10s8LZWEB439CB, 5713322]
[paragraph, [107.0, 1033.0, 302.0, 36.0], shoonya_10s8LZWEB439CB, 5713322]
[paragraph, [107.0, 1069.0, 302.0, 36.0], shoonya_10s8LZWEB439CB, 5713322]
[paragraph, [107.0, 1105.0, 302.0, 36.0], shoonya_10s8LZWEB439CB, 5713322]
[paragraph, [107.0, 1141.0, 302.0, 36.0], shoonya_10s8LZWEB439CB, 5713322]
[paragraph, [107.0, 1177.0, 302.0, 36.0], shoonya_10s8LZWEB439CB, 5713322]
[paragraph, [107.0, 1213.0, 302.0, 36.0], shoonya_10s8LZWEB439CB, 5713322]
[paragraph, [107.0, 1249.0, 302.0, 36.0], shoonya_10s8LZWEB439CB, 5713322]
[paragraph, [107.0, 1285.0, 302.0, 36.0], shoonya_10s8LZWEB439CB, 5713322]
[paragraph, [107.0, 1321.0, 302.0, 36.0], shoonya_10s8LZWEB439CB, 5713322]
[paragraph, [107.0, 1357.0, 302.0, 36.0], shoonya_10s8LZWEB439CB, 5713322]
[paragraph, [107.0, 1393.0, 302.0, 36.0], shoonya_10s8LZWEB439CB, 5713322]
[paragraph, [732.0, 1386.0, 337.0, 36.0], r19jdQgeMw, 5713322]
[folio, [905.0, 1448.0, 124.0, 36.0], WvZZjvPfq1, 5713322]
[folio, [164.0, 1458.0, 87.0, 36.0], cLgAWB7gXo, 5713322]
