[1241, 798]
[folio, [89.0, 60.0, 131.0, 18.0], 8Egn3D9hMl, 5701980]
[folio, [89.0, 78.0, 131.0, 18.0], 8Egn3D9hMl, 5701980]
[paragraph, [88.0, 118.0, 624.0, 18.0], ADung4pC_s, 5701980]
[paragraph, [88.0, 136.0, 624.0, 18.0], ADung4pC_s, 5701980]
[paragraph, [88.0, 164.0, 621.0, 18.0], shoonya_1sKMWNY6MGQUCI, 5701980]
[paragraph, [88.0, 182.0, 621.0, 18.0], shoonya_1sKMWNY6MGQUCI, 5701980]
[paragraph, [88.0, 200.0, 621.0, 18.0], shoonya_1sKMWNY6MGQUCI, 5701980]
[paragraph, [88.0, 218.0, 621.0, 18.0], shoonya_1sKMWNY6MGQUCI, 5701980]
[paragraph, [88.0, 236.0, 621.0, 18.0], shoonya_1sKMWNY6MGQUCI, 5701980]
[paragraph, [88.0, 254.0, 621.0, 18.0], shoonya_1sKMWNY6MGQUCI, 5701980]
[paragraph, [88.0, 272.0, 621.0, 18.0], shoonya_1sKMWNY6MGQUCI, 5701980]
[paragraph, [88.0, 290.0, 621.0, 18.0], shoonya_1sKMWNY6MGQUCI, 5701980]
[paragraph, [88.0, 308.0, 621.0, 18.0], shoonya_1sKMWNY6MGQUCI, 5701980]
[paragraph, [88.0, 326.0, 621.0, 18.0], shoonya_1sKMWNY6MGQUCI, 5701980]
[paragraph, [88.0, 344.0, 621.0, 18.0], shoonya_1sKMWNY6MGQUCI, 5701980]
[paragraph, [88.0, 362.0, 621.0, 18.0], shoonya_1sKMWNY6MGQUCI, 5701980]
[paragraph, [88.0, 380.0, 621.0, 18.0], shoonya_1sKMWNY6MGQUCI, 5701980]
[paragraph, [88.0, 398.0, 621.0, 18.0], shoonya_1sKMWNY6MGQUCI, 5701980]
[paragraph, [88.0, 416.0, 621.0, 18.0], shoonya_1sKMWNY6MGQUCI, 5701980]
[paragraph, [89.0, 457.0, 618.0, 18.0], shoonya_2s98YDWL4FG9MB, 5701980]
[paragraph, [89.0, 475.0, 618.0, 18.0], shoonya_2s98YDWL4FG9MB, 5701980]
[paragraph, [89.0, 493.0, 618.0, 18.0], shoonya_2s98YDWL4FG9MB, 5701980]
[paragraph, [89.0, 511.0, 618.0, 18.0], shoonya_2s98YDWL4FG9MB, 5701980]
[paragraph, [89.0, 529.0, 618.0, 18.0], shoonya_2s98YDWL4FG9MB, 5701980]
[paragraph, [89.0, 547.0, 618.0, 18.0], shoonya_2s98YDWL4FG9MB, 5701980]
[paragraph, [89.0, 565.0, 618.0, 18.0], shoonya_2s98YDWL4FG9MB, 5701980]
[paragraph, [89.0, 583.0, 618.0, 18.0], shoonya_2s98YDWL4FG9MB, 5701980]
[paragraph, [89.0, 601.0, 618.0, 18.0], shoonya_2s98YDWL4FG9MB, 5701980]
[paragraph, [89.0, 619.0, 618.0, 18.0], shoonya_2s98YDWL4FG9MB, 5701980]
[paragraph, [89.0, 648.0, 618.0, 18.0], shoonya_0sATRMGGH9QQ7D, 5701980]
[paragraph, [89.0, 666.0, 618.0, 18.0], shoonya_0sATRMGGH9QQ7D, 5701980]
[paragraph, [89.0, 684.0, 618.0, 18.0], shoonya_0sATRMGGH9QQ7D, 5701980]
[paragraph, [89.0, 702.0, 618.0, 18.0], shoonya_0sATRMGGH9QQ7D, 5701980]
[paragraph, [89.0, 720.0, 618.0, 18.0], shoonya_0sATRMGGH9QQ7D, 5701980]
[paragraph, [89.0, 738.0, 618.0, 18.0], shoonya_0sATRMGGH9QQ7D, 5701980]
[paragraph, [89.0, 756.0, 618.0, 18.0], shoonya_0sATRMGGH9QQ7D, 5701980]
[paragraph, [89.0, 774.0, 618.0, 18.0], shoonya_0sATRMGGH9QQ7D, 5701980]
[paragraph, [89.0, 792.0, 618.0, 18.0], shoonya_0sATRMGGH9QQ7D, 5701980]
[paragraph, [89.0, 810.0, 618.0, 18.0], shoonya_0sATRMGGH9QQ7D, 5701980]
[paragraph, [89.0, 839.0, 616.0, 18.0], shoonya_4sCIUSWJ3QX8DK, 5701980]
[paragraph, [89.0, 857.0, 616.0, 18.0], shoonya_4sCIUSWJ3QX8DK, 5701980]
[paragraph, [89.0, 875.0, 616.0, 18.0], shoonya_4sCIUSWJ3QX8DK, 5701980]
[paragraph, [89.0, 893.0, 616.0, 18.0], shoonya_4sCIUSWJ3QX8DK, 5701980]
[paragraph, [89.0, 911.0, 616.0, 18.0], shoonya_4sCIUSWJ3QX8DK, 5701980]
[paragraph, [89.0, 929.0, 616.0, 18.0], shoonya_4sCIUSWJ3QX8DK, 5701980]
[paragraph, [89.0, 947.0, 616.0, 18.0], shoonya_4sCIUSWJ3QX8DK, 5701980]
[paragraph, [88.0, 994.0, 621.0, 18.0], shoonya_3sII35Y9MFLTDV, 5701980]
[paragraph, [88.0, 1012.0, 621.0, 18.0], shoonya_3sII35Y9MFLTDV, 5701980]
[paragraph, [88.0, 1030.0, 621.0, 18.0], shoonya_3sII35Y9MFLTDV, 5701980]
[paragraph, [88.0, 1048.0, 621.0, 18.0], shoonya_3sII35Y9MFLTDV, 5701980]
[paragraph, [88.0, 1066.0, 621.0, 18.0], shoonya_3sII35Y9MFLTDV, 5701980]
[paragraph, [88.0, 1084.0, 621.0, 18.0], shoonya_3sII35Y9MFLTDV, 5701980]
[paragraph, [88.0, 1102.0, 621.0, 18.0], shoonya_3sII35Y9MFLTDV, 5701980]
[paragraph, [88.0, 1120.0, 621.0, 18.0], shoonya_3sII35Y9MFLTDV, 5701980]
[paragraph, [88.0, 1138.0, 621.0, 18.0], shoonya_3sII35Y9MFLTDV, 5701980]
