[2200, 1700]
[paragraph, [297.0, 93.0, 1093.0, 36.0], wWgL5S5HVf, 5730962]
[paragraph, [297.0, 129.0, 1093.0, 36.0], wWgL5S5HVf, 5730962]
[paragraph, [297.0, 165.0, 1093.0, 36.0], wWgL5S5HVf, 5730962]
[paragraph, [297.0, 201.0, 1093.0, 36.0], wWgL5S5HVf, 5730962]
[paragraph, [297.0, 237.0, 1093.0, 36.0], wWgL5S5HVf, 5730962]
[paragraph, [297.0, 273.0, 1093.0, 36.0], wWgL5S5HVf, 5730962]
[paragraph, [297.0, 309.0, 1093.0, 36.0], wWgL5S5HVf, 5730962]
[paragraph, [297.0, 345.0, 1093.0, 36.0], wWgL5S5HVf, 5730962]
[paragraph, [297.0, 381.0, 1093.0, 36.0], wWgL5S5HVf, 5730962]
[paragraph, [297.0, 417.0, 1093.0, 36.0], wWgL5S5HVf, 5730962]
[paragraph, [297.0, 453.0, 1093.0, 36.0], wWgL5S5HVf, 5730962]
[paragraph, [297.0, 489.0, 1093.0, 36.0], wWgL5S5HVf, 5730962]
[paragraph, [318.0, 558.0, 1067.0, 36.0], -dMCQjx3v_, 5730962]
[paragraph, [318.0, 594.0, 1067.0, 36.0], -dMCQjx3v_, 5730962]
[paragraph, [318.0, 630.0, 1067.0, 36.0], -dMCQjx3v_, 5730962]
[paragraph, [298.0, 678.0, 1100.0, 36.0], shoonya_1s9C7AY1142KSR, 5730962]
[paragraph, [298.0, 714.0, 1100.0, 36.0], shoonya_1s9C7AY1142KSR, 5730962]
[paragraph, [298.0, 750.0, 1100.0, 36.0], shoonya_1s9C7AY1142KSR, 5730962]
[paragraph, [298.0, 786.0, 1100.0, 36.0], shoonya_1s9C7AY1142KSR, 5730962]
[paragraph, [298.0, 822.0, 1100.0, 36.0], shoonya_1s9C7AY1142KSR, 5730962]
[paragraph, [298.0, 858.0, 1100.0, 36.0], shoonya_1s9C7AY1142KSR, 5730962]
[paragraph, [298.0, 894.0, 1100.0, 36.0], shoonya_1s9C7AY1142KSR, 5730962]
[paragraph, [298.0, 930.0, 1100.0, 36.0], shoonya_1s9C7AY1142KSR, 5730962]
[paragraph, [298.0, 966.0, 1100.0, 36.0], shoonya_1s9C7AY1142KSR, 5730962]
[paragraph, [298.0, 1002.0, 1100.0, 36.0], shoonya_1s9C7AY1142KSR, 5730962]
[paragraph, [298.0, 1038.0, 1100.0, 36.0], shoonya_1s9C7AY1142KSR, 5730962]
[paragraph, [298.0, 1074.0, 1100.0, 36.0], shoonya_1s9C7AY1142KSR, 5730962]
[paragraph, [298.0, 1110.0, 1100.0, 36.0], shoonya_1s9C7AY1142KSR, 5730962]
[paragraph, [298.0, 1146.0, 1100.0, 36.0], shoonya_1s9C7AY1142KSR, 5730962]
[paragraph, [298.0, 1182.0, 1100.0, 36.0], shoonya_1s9C7AY1142KSR, 5730962]
[paragraph, [298.0, 1218.0, 1100.0, 36.0], shoonya_1s9C7AY1142KSR, 5730962]
[paragraph, [298.0, 1254.0, 1100.0, 36.0], shoonya_1s9C7AY1142KSR, 5730962]
[paragraph, [305.0, 1317.0, 1101.0, 36.0], shoonya_0sYJ69GVJT8XIK, 5730962]
[paragraph, [305.0, 1353.0, 1101.0, 36.0], shoonya_0sYJ69GVJT8XIK, 5730962]
[paragraph, [305.0, 1389.0, 1101.0, 36.0], shoonya_0sYJ69GVJT8XIK, 5730962]
[paragraph, [305.0, 1425.0, 1101.0, 36.0], shoonya_0sYJ69GVJT8XIK, 5730962]
[paragraph, [305.0, 1461.0, 1101.0, 36.0], shoonya_0sYJ69GVJT8XIK, 5730962]
[paragraph, [305.0, 1497.0, 1101.0, 36.0], shoonya_0sYJ69GVJT8XIK, 5730962]
[paragraph, [305.0, 1533.0, 1101.0, 36.0], shoonya_0sYJ69GVJT8XIK, 5730962]
[paragraph, [305.0, 1569.0, 1101.0, 36.0], shoonya_0sYJ69GVJT8XIK, 5730962]
[paragraph, [305.0, 1605.0, 1101.0, 36.0], shoonya_0sYJ69GVJT8XIK, 5730962]
[paragraph, [305.0, 1641.0, 1101.0, 36.0], shoonya_0sYJ69GVJT8XIK, 5730962]
[paragraph, [305.0, 1677.0, 1101.0, 36.0], shoonya_0sYJ69GVJT8XIK, 5730962]
[paragraph, [305.0, 1713.0, 1101.0, 36.0], shoonya_0sYJ69GVJT8XIK, 5730962]
[paragraph, [305.0, 1749.0, 1101.0, 36.0], shoonya_0sYJ69GVJT8XIK, 5730962]
[paragraph, [305.0, 1785.0, 1101.0, 36.0], shoonya_0sYJ69GVJT8XIK, 5730962]
[paragraph, [305.0, 1821.0, 1101.0, 36.0], shoonya_0sYJ69GVJT8XIK, 5730962]
[paragraph, [305.0, 1857.0, 1101.0, 36.0], shoonya_0sYJ69GVJT8XIK, 5730962]
[paragraph, [305.0, 1893.0, 1101.0, 36.0], shoonya_0sYJ69GVJT8XIK, 5730962]
[folio, [955.0, 2038.0, 360.0, 36.0], OsA5B9MWSA, 5730962]
