[2339, 1656]
[paragraph, [134.0, 103.0, 608.0, 36.0], Kd-VNS9Gvt, 5749815]
[paragraph, [134.0, 139.0, 608.0, 36.0], Kd-VNS9Gvt, 5749815]
[paragraph, [134.0, 175.0, 608.0, 36.0], Kd-VNS9Gvt, 5749815]
[paragraph, [822.0, 123.0, 711.0, 36.0], shoonya_4sUCFCLGIES4BA, 5749815]
[paragraph, [822.0, 159.0, 711.0, 36.0], shoonya_4sUCFCLGIES4BA, 5749815]
[paragraph, [822.0, 195.0, 711.0, 36.0], shoonya_4sUCFCLGIES4BA, 5749815]
[paragraph, [822.0, 231.0, 711.0, 36.0], shoonya_4sUCFCLGIES4BA, 5749815]
[paragraph, [822.0, 267.0, 711.0, 36.0], shoonya_4sUCFCLGIES4BA, 5749815]
[paragraph, [822.0, 303.0, 711.0, 36.0], shoonya_4sUCFCLGIES4BA, 5749815]
[paragraph, [822.0, 339.0, 711.0, 36.0], shoonya_4sUCFCLGIES4BA, 5749815]
[paragraph, [822.0, 375.0, 711.0, 36.0], shoonya_4sUCFCLGIES4BA, 5749815]
[paragraph, [822.0, 411.0, 711.0, 36.0], shoonya_4sUCFCLGIES4BA, 5749815]
[paragraph, [822.0, 447.0, 711.0, 36.0], shoonya_4sUCFCLGIES4BA, 5749815]
[paragraph, [87.0, 224.0, 705.0, 36.0], shoonya_0sQ7CD4LVF9VIX, 5749815]
[paragraph, [87.0, 260.0, 705.0, 36.0], shoonya_0sQ7CD4LVF9VIX, 5749815]
[paragraph, [87.0, 296.0, 705.0, 36.0], shoonya_0sQ7CD4LVF9VIX, 5749815]
[paragraph, [87.0, 332.0, 705.0, 36.0], shoonya_0sQ7CD4LVF9VIX, 5749815]
[paragraph, [87.0, 368.0, 705.0, 36.0], shoonya_0sQ7CD4LVF9VIX, 5749815]
[paragraph, [87.0, 404.0, 705.0, 36.0], shoonya_0sQ7CD4LVF9VIX, 5749815]
[paragraph, [87.0, 440.0, 705.0, 36.0], shoonya_0sQ7CD4LVF9VIX, 5749815]
[paragraph, [87.0, 476.0, 705.0, 36.0], shoonya_0sQ7CD4LVF9VIX, 5749815]
[paragraph, [87.0, 512.0, 705.0, 36.0], shoonya_0sQ7CD4LVF9VIX, 5749815]
[paragraph, [87.0, 548.0, 705.0, 36.0], shoonya_0sQ7CD4LVF9VIX, 5749815]
[paragraph, [818.0, 500.0, 706.0, 36.0], shoonya_5sUR1E25VTT2YH, 5749815]
[paragraph, [818.0, 536.0, 706.0, 36.0], shoonya_5sUR1E25VTT2YH, 5749815]
[paragraph, [818.0, 572.0, 706.0, 36.0], shoonya_5sUR1E25VTT2YH, 5749815]
[paragraph, [818.0, 608.0, 706.0, 36.0], shoonya_5sUR1E25VTT2YH, 5749815]
[paragraph, [818.0, 644.0, 706.0, 36.0], shoonya_5sUR1E25VTT2YH, 5749815]
[paragraph, [818.0, 680.0, 706.0, 36.0], shoonya_5sUR1E25VTT2YH, 5749815]
[paragraph, [818.0, 716.0, 706.0, 36.0], shoonya_5sUR1E25VTT2YH, 5749815]
[paragraph, [818.0, 752.0, 706.0, 36.0], shoonya_5sUR1E25VTT2YH, 5749815]
[paragraph, [78.0, 589.0, 707.0, 36.0], shoonya_7s6H64F6JLPTK7, 5749815]
[paragraph, [78.0, 625.0, 707.0, 36.0], shoonya_7s6H64F6JLPTK7, 5749815]
[paragraph, [78.0, 661.0, 707.0, 36.0], shoonya_7s6H64F6JLPTK7, 5749815]
[paragraph, [78.0, 697.0, 707.0, 36.0], shoonya_7s6H64F6JLPTK7, 5749815]
[paragraph, [78.0, 733.0, 707.0, 36.0], shoonya_7s6H64F6JLPTK7, 5749815]
[paragraph, [78.0, 769.0, 707.0, 36.0], shoonya_7s6H64F6JLPTK7, 5749815]
[paragraph, [78.0, 805.0, 707.0, 36.0], shoonya_7s6H64F6JLPTK7, 5749815]
[paragraph, [78.0, 841.0, 707.0, 36.0], shoonya_7s6H64F6JLPTK7, 5749815]
[paragraph, [813.0, 819.0, 720.0, 36.0], GelKySmZQR, 5749815]
[paragraph, [813.0, 855.0, 720.0, 36.0], GelKySmZQR, 5749815]
[paragraph, [67.0, 918.0, 709.0, 36.0], shoonya_1sTPAV7I1D7NBF, 5749815]
[paragraph, [67.0, 954.0, 709.0, 36.0], shoonya_1sTPAV7I1D7NBF, 5749815]
[paragraph, [67.0, 990.0, 709.0, 36.0], shoonya_1sTPAV7I1D7NBF, 5749815]
[paragraph, [67.0, 1026.0, 709.0, 36.0], shoonya_1sTPAV7I1D7NBF, 5749815]
[paragraph, [67.0, 1062.0, 709.0, 36.0], shoonya_1sTPAV7I1D7NBF, 5749815]
[paragraph, [67.0, 1098.0, 709.0, 36.0], shoonya_1sTPAV7I1D7NBF, 5749815]
[paragraph, [67.0, 1134.0, 709.0, 36.0], shoonya_1sTPAV7I1D7NBF, 5749815]
[paragraph, [67.0, 1170.0, 709.0, 36.0], shoonya_1sTPAV7I1D7NBF, 5749815]
[paragraph, [67.0, 1206.0, 709.0, 36.0], shoonya_1sTPAV7I1D7NBF, 5749815]
[paragraph, [67.0, 1242.0, 709.0, 36.0], shoonya_1sTPAV7I1D7NBF, 5749815]
[paragraph, [67.0, 1278.0, 709.0, 36.0], shoonya_1sTPAV7I1D7NBF, 5749815]
[paragraph, [67.0, 1314.0, 709.0, 36.0], shoonya_1sTPAV7I1D7NBF, 5749815]
[paragraph, [67.0, 1350.0, 709.0, 36.0], shoonya_1sTPAV7I1D7NBF, 5749815]
[paragraph, [67.0, 1386.0, 709.0, 36.0], shoonya_1sTPAV7I1D7NBF, 5749815]
[paragraph, [67.0, 1422.0, 709.0, 36.0], shoonya_1sTPAV7I1D7NBF, 5749815]
[paragraph, [67.0, 1458.0, 709.0, 36.0], shoonya_1sTPAV7I1D7NBF, 5749815]
[paragraph, [67.0, 1494.0, 709.0, 36.0], shoonya_1sTPAV7I1D7NBF, 5749815]
[paragraph, [67.0, 1530.0, 709.0, 36.0], shoonya_1sTPAV7I1D7NBF, 5749815]
[paragraph, [67.0, 1566.0, 709.0, 36.0], shoonya_1sTPAV7I1D7NBF, 5749815]
[paragraph, [67.0, 1602.0, 709.0, 36.0], shoonya_1sTPAV7I1D7NBF, 5749815]
[paragraph, [67.0, 1638.0, 709.0, 36.0], shoonya_1sTPAV7I1D7NBF, 5749815]
[paragraph, [67.0, 1674.0, 709.0, 36.0], shoonya_1sTPAV7I1D7NBF, 5749815]
[paragraph, [811.0, 925.0, 706.0, 36.0], shoonya_8s5VPF9N7R1EN6, 5749815]
[paragraph, [811.0, 961.0, 706.0, 36.0], shoonya_8s5VPF9N7R1EN6, 5749815]
[paragraph, [811.0, 997.0, 706.0, 36.0], shoonya_8s5VPF9N7R1EN6, 5749815]
[paragraph, [811.0, 1033.0, 706.0, 36.0], shoonya_8s5VPF9N7R1EN6, 5749815]
[paragraph, [811.0, 1069.0, 706.0, 36.0], shoonya_8s5VPF9N7R1EN6, 5749815]
[paragraph, [811.0, 1105.0, 706.0, 36.0], shoonya_8s5VPF9N7R1EN6, 5749815]
[paragraph, [811.0, 1141.0, 706.0, 36.0], shoonya_8s5VPF9N7R1EN6, 5749815]
[paragraph, [811.0, 1177.0, 706.0, 36.0], shoonya_8s5VPF9N7R1EN6, 5749815]
[paragraph, [803.0, 1247.0, 708.0, 36.0], shoonya_2sAEW773CDSBYL, 5749815]
[paragraph, [803.0, 1283.0, 708.0, 36.0], shoonya_2sAEW773CDSBYL, 5749815]
[paragraph, [803.0, 1319.0, 708.0, 36.0], shoonya_2sAEW773CDSBYL, 5749815]
[paragraph, [803.0, 1355.0, 708.0, 36.0], shoonya_2sAEW773CDSBYL, 5749815]
[paragraph, [803.0, 1391.0, 708.0, 36.0], shoonya_2sAEW773CDSBYL, 5749815]
[paragraph, [803.0, 1427.0, 708.0, 36.0], shoonya_2sAEW773CDSBYL, 5749815]
[paragraph, [803.0, 1463.0, 708.0, 36.0], shoonya_2sAEW773CDSBYL, 5749815]
[paragraph, [803.0, 1499.0, 708.0, 36.0], shoonya_2sAEW773CDSBYL, 5749815]
[paragraph, [795.0, 1569.0, 712.0, 36.0], shoonya_3s9I3HCY0ZOD42, 5749815]
[paragraph, [795.0, 1605.0, 712.0, 36.0], shoonya_3s9I3HCY0ZOD42, 5749815]
[paragraph, [795.0, 1641.0, 712.0, 36.0], shoonya_3s9I3HCY0ZOD42, 5749815]
[paragraph, [795.0, 1677.0, 712.0, 36.0], shoonya_3s9I3HCY0ZOD42, 5749815]
[paragraph, [795.0, 1713.0, 712.0, 36.0], shoonya_3s9I3HCY0ZOD42, 5749815]
[paragraph, [795.0, 1749.0, 712.0, 36.0], shoonya_3s9I3HCY0ZOD42, 5749815]
[paragraph, [795.0, 1785.0, 712.0, 36.0], shoonya_3s9I3HCY0ZOD42, 5749815]
[paragraph, [795.0, 1821.0, 712.0, 36.0], shoonya_3s9I3HCY0ZOD42, 5749815]
[paragraph, [795.0, 1857.0, 712.0, 36.0], shoonya_3s9I3HCY0ZOD42, 5749815]
[paragraph, [795.0, 1893.0, 712.0, 36.0], shoonya_3s9I3HCY0ZOD42, 5749815]
[paragraph, [795.0, 1929.0, 712.0, 36.0], shoonya_3s9I3HCY0ZOD42, 5749815]
[paragraph, [795.0, 1965.0, 712.0, 36.0], shoonya_3s9I3HCY0ZOD42, 5749815]
[paragraph, [795.0, 2001.0, 712.0, 36.0], shoonya_3s9I3HCY0ZOD42, 5749815]
[paragraph, [795.0, 2037.0, 712.0, 36.0], shoonya_3s9I3HCY0ZOD42, 5749815]
[paragraph, [59.0, 1766.0, 705.0, 36.0], shoonya_6sDSS35P7K7BVR, 5749815]
[paragraph, [59.0, 1802.0, 705.0, 36.0], shoonya_6sDSS35P7K7BVR, 5749815]
