[2640, 2040]
[section-title, [211.0, 107.0, 229.0, 79.5], vUKCaj0pwY, 5694715]
[paragraph, [189.0, 420.0, 295.0, 46.5], shoonya_12s6CEWQTOQ7EU, 5694715]
[paragraph, [181.0, 503.0, 542.0, 46.5], bjJ1e3Xj_h, 5694715]
[paragraph, [181.0, 549.5, 542.0, 46.5], bjJ1e3Xj_h, 5694715]
[paragraph, [181.0, 596.0, 542.0, 46.5], bjJ1e3Xj_h, 5694715]
[paragraph, [181.0, 642.5, 542.0, 46.5], bjJ1e3Xj_h, 5694715]
[paragraph, [181.0, 689.0, 542.0, 46.5], bjJ1e3Xj_h, 5694715]
[paragraph, [181.0, 735.5, 542.0, 46.5], bjJ1e3Xj_h, 5694715]
[paragraph, [753.0, 509.0, 526.0, 46.5], shoonya_1sW5HD2QL403TK, 5694715]
[paragraph, [753.0, 555.5, 526.0, 46.5], shoonya_1sW5HD2QL403TK, 5694715]
[paragraph, [753.0, 602.0, 526.0, 46.5], shoonya_1sW5HD2QL403TK, 5694715]
[paragraph, [753.0, 648.5, 526.0, 46.5], shoonya_1sW5HD2QL403TK, 5694715]
[paragraph, [753.0, 695.0, 526.0, 46.5], shoonya_1sW5HD2QL403TK, 5694715]
[paragraph, [753.0, 741.5, 526.0, 46.5], shoonya_1sW5HD2QL403TK, 5694715]
[paragraph, [753.0, 788.0, 526.0, 46.5], shoonya_1sW5HD2QL403TK, 5694715]
[paragraph, [753.0, 834.5, 526.0, 46.5], shoonya_1sW5HD2QL403TK, 5694715]
[paragraph, [753.0, 881.0, 526.0, 46.5], shoonya_1sW5HD2QL403TK, 5694715]
[paragraph, [753.0, 927.5, 526.0, 46.5], shoonya_1sW5HD2QL403TK, 5694715]
[paragraph, [753.0, 974.0, 526.0, 46.5], shoonya_1sW5HD2QL403TK, 5694715]
[paragraph, [753.0, 1020.5, 526.0, 46.5], shoonya_1sW5HD2QL403TK, 5694715]
[paragraph, [753.0, 1067.0, 526.0, 46.5], shoonya_1sW5HD2QL403TK, 5694715]
[paragraph, [753.0, 1113.5, 526.0, 46.5], shoonya_1sW5HD2QL403TK, 5694715]
[paragraph, [753.0, 1160.0, 526.0, 46.5], shoonya_1sW5HD2QL403TK, 5694715]
[paragraph, [753.0, 1206.5, 526.0, 46.5], shoonya_1sW5HD2QL403TK, 5694715]
[paragraph, [753.0, 1253.0, 526.0, 46.5], shoonya_1sW5HD2QL403TK, 5694715]
[paragraph, [753.0, 1299.5, 526.0, 46.5], shoonya_1sW5HD2QL403TK, 5694715]
[paragraph, [753.0, 1346.0, 526.0, 46.5], shoonya_1sW5HD2QL403TK, 5694715]
[paragraph, [753.0, 1392.5, 526.0, 46.5], shoonya_1sW5HD2QL403TK, 5694715]
[paragraph, [753.0, 1439.0, 526.0, 46.5], shoonya_1sW5HD2QL403TK, 5694715]
[section-title, [192.0, 812.0, 365.0, 79.5], shoonya_11s00EXXUG4MQ4, 5694715]
[section-title, [1319.0, 850.0, 403.0, 79.5], shoonya_6sYSCFTK5WOIPF, 5694715]
[paragraph, [190.0, 906.0, 524.0, 46.5], shoonya_4sEB1B8Q9FDKVH, 5694715]
[paragraph, [190.0, 952.5, 524.0, 46.5], shoonya_4sEB1B8Q9FDKVH, 5694715]
[paragraph, [190.0, 999.0, 524.0, 46.5], shoonya_4sEB1B8Q9FDKVH, 5694715]
[paragraph, [190.0, 1045.5, 524.0, 46.5], shoonya_4sEB1B8Q9FDKVH, 5694715]
[paragraph, [190.0, 1092.0, 524.0, 46.5], shoonya_4sEB1B8Q9FDKVH, 5694715]
[paragraph, [190.0, 1138.5, 524.0, 46.5], shoonya_4sEB1B8Q9FDKVH, 5694715]
[paragraph, [190.0, 1185.0, 524.0, 46.5], shoonya_4sEB1B8Q9FDKVH, 5694715]
[paragraph, [190.0, 1231.5, 524.0, 46.5], shoonya_4sEB1B8Q9FDKVH, 5694715]
[paragraph, [190.0, 1278.0, 524.0, 46.5], shoonya_4sEB1B8Q9FDKVH, 5694715]
[paragraph, [190.0, 1324.5, 524.0, 46.5], shoonya_4sEB1B8Q9FDKVH, 5694715]
[paragraph, [190.0, 1371.0, 524.0, 46.5], shoonya_4sEB1B8Q9FDKVH, 5694715]
[paragraph, [190.0, 1417.5, 524.0, 46.5], shoonya_4sEB1B8Q9FDKVH, 5694715]
[paragraph, [190.0, 1464.0, 524.0, 46.5], shoonya_4sEB1B8Q9FDKVH, 5694715]
[paragraph, [190.0, 1510.5, 524.0, 46.5], shoonya_4sEB1B8Q9FDKVH, 5694715]
[paragraph, [190.0, 1557.0, 524.0, 46.5], shoonya_4sEB1B8Q9FDKVH, 5694715]
[paragraph, [190.0, 1603.5, 524.0, 46.5], shoonya_4sEB1B8Q9FDKVH, 5694715]
[paragraph, [190.0, 1650.0, 524.0, 46.5], shoonya_4sEB1B8Q9FDKVH, 5694715]
[paragraph, [1318.0, 945.0, 527.0, 46.5], shoonya_2sF49AVLU3DF7W, 5694715]
[paragraph, [1318.0, 991.5, 527.0, 46.5], shoonya_2sF49AVLU3DF7W, 5694715]
[paragraph, [1318.0, 1038.0, 527.0, 46.5], shoonya_2sF49AVLU3DF7W, 5694715]
