[2176, 1463]
[folio, [144.0, 128.0, 206.0, 36.0], dvJl0kavsA, 5655084]
[paragraph, [131.0, 236.0, 1189.0, 36.0], shoonya_0sPIKHTFKKIP7U, 5655084]
[paragraph, [131.0, 272.0, 1189.0, 36.0], shoonya_0sPIKHTFKKIP7U, 5655084]
[paragraph, [131.0, 308.0, 1189.0, 36.0], shoonya_0sPIKHTFKKIP7U, 5655084]
[paragraph, [131.0, 344.0, 1189.0, 36.0], shoonya_0sPIKHTFKKIP7U, 5655084]
[paragraph, [131.0, 380.0, 1189.0, 36.0], shoonya_0sPIKHTFKKIP7U, 5655084]
[paragraph, [131.0, 416.0, 1189.0, 36.0], shoonya_0sPIKHTFKKIP7U, 5655084]
[paragraph, [131.0, 452.0, 1189.0, 36.0], shoonya_0sPIKHTFKKIP7U, 5655084]
[paragraph, [131.0, 488.0, 1189.0, 36.0], shoonya_0sPIKHTFKKIP7U, 5655084]
[paragraph, [131.0, 524.0, 1189.0, 36.0], shoonya_0sPIKHTFKKIP7U, 5655084]
[paragraph, [131.0, 560.0, 1189.0, 36.0], shoonya_0sPIKHTFKKIP7U, 5655084]
[paragraph, [131.0, 596.0, 1189.0, 36.0], shoonya_0sPIKHTFKKIP7U, 5655084]
[paragraph, [131.0, 632.0, 1189.0, 36.0], shoonya_0sPIKHTFKKIP7U, 5655084]
[paragraph, [131.0, 668.0, 1189.0, 36.0], shoonya_0sPIKHTFKKIP7U, 5655084]
[paragraph, [122.0, 718.0, 1229.0, 36.0], shoonya_1s5UAJUWHO1J0G, 5655084]
[paragraph, [122.0, 754.0, 1229.0, 36.0], shoonya_1s5UAJUWHO1J0G, 5655084]
[paragraph, [122.0, 790.0, 1229.0, 36.0], shoonya_1s5UAJUWHO1J0G, 5655084]
[paragraph, [122.0, 826.0, 1229.0, 36.0], shoonya_1s5UAJUWHO1J0G, 5655084]
[paragraph, [122.0, 862.0, 1229.0, 36.0], shoonya_1s5UAJUWHO1J0G, 5655084]
[paragraph, [122.0, 898.0, 1229.0, 36.0], shoonya_1s5UAJUWHO1J0G, 5655084]
[paragraph, [122.0, 934.0, 1229.0, 36.0], shoonya_1s5UAJUWHO1J0G, 5655084]
[paragraph, [122.0, 970.0, 1229.0, 36.0], shoonya_1s5UAJUWHO1J0G, 5655084]
[paragraph, [122.0, 1006.0, 1229.0, 36.0], shoonya_1s5UAJUWHO1J0G, 5655084]
[paragraph, [122.0, 1042.0, 1229.0, 36.0], shoonya_1s5UAJUWHO1J0G, 5655084]
[paragraph, [122.0, 1078.0, 1229.0, 36.0], shoonya_1s5UAJUWHO1J0G, 5655084]
[paragraph, [98.0, 1143.0, 1262.0, 36.0], shoonya_6s08YP1NHXNNC3, 5655084]
[paragraph, [98.0, 1179.0, 1262.0, 36.0], shoonya_6s08YP1NHXNNC3, 5655084]
[paragraph, [98.0, 1215.0, 1262.0, 36.0], shoonya_6s08YP1NHXNNC3, 5655084]
[paragraph, [98.0, 1251.0, 1262.0, 36.0], shoonya_6s08YP1NHXNNC3, 5655084]
[section-title, [139.0, 1316.0, 429.0, 52.5], shoonya_4sFFVUHSQCHBOF, 5655084]
[paragraph, [115.0, 1403.0, 1239.0, 36.0], shoonya_2sRP67Z70NESH9, 5655084]
[paragraph, [115.0, 1439.0, 1239.0, 36.0], shoonya_2sRP67Z70NESH9, 5655084]
[paragraph, [115.0, 1475.0, 1239.0, 36.0], shoonya_2sRP67Z70NESH9, 5655084]
[paragraph, [115.0, 1511.0, 1239.0, 36.0], shoonya_2sRP67Z70NESH9, 5655084]
[paragraph, [115.0, 1547.0, 1239.0, 36.0], shoonya_2sRP67Z70NESH9, 5655084]
[paragraph, [115.0, 1583.0, 1239.0, 36.0], shoonya_2sRP67Z70NESH9, 5655084]
[paragraph, [115.0, 1619.0, 1239.0, 36.0], shoonya_2sRP67Z70NESH9, 5655084]
[paragraph, [115.0, 1655.0, 1239.0, 36.0], shoonya_2sRP67Z70NESH9, 5655084]
[paragraph, [115.0, 1691.0, 1239.0, 36.0], shoonya_2sRP67Z70NESH9, 5655084]
[paragraph, [115.0, 1727.0, 1239.0, 36.0], shoonya_2sRP67Z70NESH9, 5655084]
[paragraph, [211.0, 1808.0, 820.0, 36.0], 3nO80XJYsT, 5655084]
[paragraph, [211.0, 1844.0, 820.0, 36.0], 3nO80XJYsT, 5655084]
[paragraph, [211.0, 1880.0, 820.0, 36.0], 3nO80XJYsT, 5655084]
[reference, [132.0, 1979.0, 881.0, 36.0], shoonya_5sASUQLGHRAZNO, 5655084]
[reference, [132.0, 2015.0, 881.0, 36.0], shoonya_5sASUQLGHRAZNO, 5655084]
