[5478, 3644]
[folio, [2245.0, 437.0, 888.0, 52.5], 9fSzLGELij, 5709888]
[folio, [2245.0, 489.5, 888.0, 52.5], 9fSzLGELij, 5709888]
[paragraph, [721.0, 617.0, 970.0, 52.5], hFUljd_Inn, 5709888]
[paragraph, [721.0, 669.5, 970.0, 52.5], hFUljd_Inn, 5709888]
[quote, [732.0, 753.0, 1062.0, 52.5], Y0tTs_8Fhd, 5709888]
[quote, [732.0, 805.5, 1062.0, 52.5], Y0tTs_8Fhd, 5709888]
[paragraph, [737.0, 888.0, 2234.0, 52.5], dAKdYq5TWQ, 5709888]
[paragraph, [737.0, 940.5, 2234.0, 52.5], dAKdYq5TWQ, 5709888]
[quote, [742.0, 1018.0, 2331.0, 52.5], sopSYDpt09, 5709888]
[quote, [742.0, 1070.5, 2331.0, 52.5], sopSYDpt09, 5709888]
[paragraph, [715.0, 1154.0, 1296.0, 52.5], EcgYydaTEv, 5709888]
[paragraph, [715.0, 1206.5, 1296.0, 52.5], EcgYydaTEv, 5709888]
[paragraph, [515.0, 1289.0, 2575.0, 52.5], 9aUaEv9n7Q, 5709888]
[paragraph, [515.0, 1341.5, 2575.0, 52.5], 9aUaEv9n7Q, 5709888]
[paragraph, [515.0, 1394.0, 2575.0, 52.5], 9aUaEv9n7Q, 5709888]
[paragraph, [515.0, 1446.5, 2575.0, 52.5], 9aUaEv9n7Q, 5709888]
[paragraph, [515.0, 1499.0, 2575.0, 52.5], 9aUaEv9n7Q, 5709888]
[paragraph, [515.0, 1551.5, 2575.0, 52.5], 9aUaEv9n7Q, 5709888]
[paragraph, [515.0, 1604.0, 2575.0, 52.5], 9aUaEv9n7Q, 5709888]
[paragraph, [498.0, 1663.0, 2619.0, 52.5], Mi6ywPc9DV, 5709888]
[paragraph, [498.0, 1715.5, 2619.0, 52.5], Mi6ywPc9DV, 5709888]
[paragraph, [498.0, 1768.0, 2619.0, 52.5], Mi6ywPc9DV, 5709888]
[paragraph, [498.0, 1820.5, 2619.0, 52.5], Mi6ywPc9DV, 5709888]
[paragraph, [498.0, 1873.0, 2619.0, 52.5], Mi6ywPc9DV, 5709888]
[paragraph, [498.0, 1925.5, 2619.0, 52.5], Mi6ywPc9DV, 5709888]
[paragraph, [498.0, 1978.0, 2619.0, 52.5], Mi6ywPc9DV, 5709888]
[paragraph, [498.0, 2030.5, 2619.0, 52.5], Mi6ywPc9DV, 5709888]
[paragraph, [498.0, 2083.0, 2619.0, 52.5], Mi6ywPc9DV, 5709888]
[paragraph, [498.0, 2135.5, 2619.0, 52.5], Mi6ywPc9DV, 5709888]
[paragraph, [498.0, 2188.0, 2619.0, 52.5], Mi6ywPc9DV, 5709888]
[paragraph, [498.0, 2240.5, 2619.0, 52.5], Mi6ywPc9DV, 5709888]
[paragraph, [498.0, 2293.0, 2619.0, 52.5], Mi6ywPc9DV, 5709888]
[paragraph, [498.0, 2345.5, 2619.0, 52.5], Mi6ywPc9DV, 5709888]
[paragraph, [498.0, 2398.0, 2619.0, 52.5], Mi6ywPc9DV, 5709888]
[paragraph, [498.0, 2450.5, 2619.0, 52.5], Mi6ywPc9DV, 5709888]
[paragraph, [498.0, 2503.0, 2619.0, 52.5], Mi6ywPc9DV, 5709888]
