[2339, 1656]
[headline, [701.0, 213.0, 252.0, 67.5], UUM8LUngEU, 5752486]
[paragraph, [182.0, 337.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 373.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 409.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 445.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 481.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 517.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 553.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 589.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 625.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 661.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 697.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 733.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 769.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 805.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 841.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 877.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 913.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 949.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 985.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 1021.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 1057.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 1093.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 1129.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 1165.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 1201.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 1237.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 1273.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 1309.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 1345.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 1381.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[paragraph, [182.0, 1417.0, 649.0, 36.0], JKuJlZsmyZ, 5752486]
[figure-caption, [434.0, 1676.0, 385.0, 36.0], wPd9Gj72b4, 5752486]
[figure-caption, [434.0, 1712.0, 385.0, 36.0], wPd9Gj72b4, 5752486]
[figure-caption, [434.0, 1748.0, 385.0, 36.0], wPd9Gj72b4, 5752486]
[figure-caption, [434.0, 1784.0, 385.0, 36.0], wPd9Gj72b4, 5752486]
[figure-caption, [434.0, 1820.0, 385.0, 36.0], wPd9Gj72b4, 5752486]
[figure-caption, [434.0, 1856.0, 385.0, 36.0], wPd9Gj72b4, 5752486]
[figure-caption, [434.0, 1892.0, 385.0, 36.0], wPd9Gj72b4, 5752486]
[folio, [289.0, 2254.0, 173.0, 36.0], -0IjXtzoAG, 5752486]
