[1369, 846]
[folio, [600.0, 71.0, 123.0, 18.0], d2O9w3zpk-, 5782442]
[folio, [600.0, 89.0, 123.0, 18.0], d2O9w3zpk-, 5782442]
[section-title, [90.0, 124.0, 621.0, 30.0], eQAFeG5ZSG, 5782442]
[ordered-list, [71.0, 161.0, 666.0, 18.0], QmdFcA90Nm, 5782442]
[ordered-list, [71.0, 179.0, 666.0, 18.0], QmdFcA90Nm, 5782442]
[ordered-list, [71.0, 197.0, 666.0, 18.0], QmdFcA90Nm, 5782442]
[ordered-list, [71.0, 215.0, 666.0, 18.0], QmdFcA90Nm, 5782442]
[ordered-list, [71.0, 233.0, 666.0, 18.0], QmdFcA90Nm, 5782442]
[ordered-list, [71.0, 251.0, 666.0, 18.0], QmdFcA90Nm, 5782442]
[ordered-list, [71.0, 269.0, 666.0, 18.0], QmdFcA90Nm, 5782442]
[ordered-list, [63.0, 293.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 311.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 329.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 347.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 365.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 383.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 401.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 419.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 437.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 455.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 473.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 491.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 509.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 527.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 545.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 563.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 581.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 599.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 617.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 635.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 653.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 671.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 689.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 707.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 725.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 743.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 761.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 779.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 797.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 815.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 833.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 851.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 869.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 887.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 905.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 923.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 941.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 959.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 977.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 995.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 1013.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 1031.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 1049.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 1067.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 1085.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 1103.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[ordered-list, [63.0, 1121.0, 681.0, 18.0], shoonya_0sX1BRIQZ530VB, 5782442]
[sub-ordered-list, [70.0, 316.0, 668.0, 18.0], DfArSm6psf, 5782442]
[sub-ordered-list, [70.0, 334.0, 668.0, 18.0], DfArSm6psf, 5782442]
[sub-ordered-list, [70.0, 352.0, 668.0, 18.0], DfArSm6psf, 5782442]
[sub-ordered-list, [70.0, 370.0, 668.0, 18.0], DfArSm6psf, 5782442]
[sub-ordered-list, [70.0, 388.0, 668.0, 18.0], DfArSm6psf, 5782442]
[sub-ordered-list, [70.0, 406.0, 668.0, 18.0], DfArSm6psf, 5782442]
[sub-ordered-list, [70.0, 424.0, 668.0, 18.0], DfArSm6psf, 5782442]
[sub-ordered-list, [70.0, 442.0, 668.0, 18.0], DfArSm6psf, 5782442]
[sub-ordered-list, [70.0, 460.0, 668.0, 18.0], DfArSm6psf, 5782442]
[sub-ordered-list, [70.0, 478.0, 668.0, 18.0], DfArSm6psf, 5782442]
[sub-ordered-list, [70.0, 496.0, 668.0, 18.0], DfArSm6psf, 5782442]
[sub-ordered-list, [70.0, 546.0, 668.0, 18.0], -G0UaoMG0_, 5782442]
[sub-ordered-list, [70.0, 564.0, 668.0, 18.0], -G0UaoMG0_, 5782442]
[sub-ordered-list, [70.0, 582.0, 668.0, 18.0], -G0UaoMG0_, 5782442]
[sub-ordered-list, [70.0, 600.0, 668.0, 18.0], -G0UaoMG0_, 5782442]
[sub-ordered-list, [70.0, 618.0, 668.0, 18.0], -G0UaoMG0_, 5782442]
[sub-ordered-list, [70.0, 636.0, 668.0, 18.0], -G0UaoMG0_, 5782442]
[sub-ordered-list, [70.0, 654.0, 668.0, 18.0], -G0UaoMG0_, 5782442]
[sub-ordered-list, [70.0, 672.0, 668.0, 18.0], -G0UaoMG0_, 5782442]
[sub-ordered-list, [71.0, 719.0, 666.0, 18.0], TedKmgOALH, 5782442]
[sub-ordered-list, [71.0, 737.0, 666.0, 18.0], TedKmgOALH, 5782442]
[sub-ordered-list, [71.0, 755.0, 666.0, 18.0], TedKmgOALH, 5782442]
[sub-ordered-list, [71.0, 773.0, 666.0, 18.0], TedKmgOALH, 5782442]
[sub-ordered-list, [71.0, 791.0, 666.0, 18.0], TedKmgOALH, 5782442]
[sub-ordered-list, [71.0, 809.0, 666.0, 18.0], TedKmgOALH, 5782442]
[sub-ordered-list, [71.0, 827.0, 666.0, 18.0], TedKmgOALH, 5782442]
[sub-ordered-list, [71.0, 845.0, 666.0, 18.0], TedKmgOALH, 5782442]
[sub-ordered-list, [71.0, 863.0, 666.0, 18.0], TedKmgOALH, 5782442]
[sub-ordered-list, [71.0, 881.0, 666.0, 18.0], TedKmgOALH, 5782442]
[sub-ordered-list, [72.0, 931.0, 665.0, 18.0], I2gmsKIy4D, 5782442]
[sub-ordered-list, [72.0, 949.0, 665.0, 18.0], I2gmsKIy4D, 5782442]
[sub-ordered-list, [72.0, 967.0, 665.0, 18.0], I2gmsKIy4D, 5782442]
[sub-ordered-list, [72.0, 985.0, 665.0, 18.0], I2gmsKIy4D, 5782442]
[sub-ordered-list, [72.0, 1003.0, 665.0, 18.0], I2gmsKIy4D, 5782442]
[sub-ordered-list, [72.0, 1021.0, 665.0, 18.0], I2gmsKIy4D, 5782442]
[sub-ordered-list, [72.0, 1039.0, 665.0, 18.0], I2gmsKIy4D, 5782442]
[sub-ordered-list, [72.0, 1057.0, 665.0, 18.0], I2gmsKIy4D, 5782442]
[sub-ordered-list, [72.0, 1075.0, 665.0, 18.0], I2gmsKIy4D, 5782442]
[sub-ordered-list, [72.0, 1093.0, 665.0, 18.0], I2gmsKIy4D, 5782442]
[sub-ordered-list, [72.0, 1111.0, 665.0, 18.0], I2gmsKIy4D, 5782442]
