[1275, 750]
[folio, [232.0, 86.0, 287.0, 18.0], qYk1DmA73Y, 5767117]
[folio, [232.0, 104.0, 287.0, 18.0], qYk1DmA73Y, 5767117]
[folio, [232.0, 122.0, 287.0, 18.0], qYk1DmA73Y, 5767117]
[paragraph, [59.0, 161.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 179.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 197.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 215.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 233.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 251.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 269.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 287.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 305.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 323.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 341.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 359.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 377.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 395.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 413.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 431.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 449.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 467.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 485.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 503.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 521.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 539.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 557.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 575.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 593.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 611.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 629.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 647.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 665.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 683.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 701.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 719.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 737.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 755.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 773.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 791.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 809.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 827.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [59.0, 845.0, 632.0, 18.0], 0HgWcTJx5F, 5767117]
[paragraph, [73.0, 873.0, 462.0, 18.0], KUiLMPdMWY, 5767117]
[paragraph, [73.0, 891.0, 462.0, 18.0], KUiLMPdMWY, 5767117]
[paragraph, [73.0, 909.0, 462.0, 18.0], KUiLMPdMWY, 5767117]
[paragraph, [73.0, 927.0, 462.0, 18.0], KUiLMPdMWY, 5767117]
[paragraph, [73.0, 945.0, 462.0, 18.0], KUiLMPdMWY, 5767117]
[paragraph, [329.0, 963.0, 351.0, 18.0], W8Q_Fw5WK5, 5767117]
[paragraph, [329.0, 981.0, 351.0, 18.0], W8Q_Fw5WK5, 5767117]
[paragraph, [66.0, 1004.0, 612.0, 18.0], as1J22diaH, 5767117]
[paragraph, [66.0, 1022.0, 612.0, 18.0], as1J22diaH, 5767117]
[paragraph, [66.0, 1040.0, 612.0, 18.0], as1J22diaH, 5767117]
[paragraph, [66.0, 1058.0, 612.0, 18.0], as1J22diaH, 5767117]
[paragraph, [66.0, 1076.0, 612.0, 18.0], as1J22diaH, 5767117]
[paragraph, [66.0, 1094.0, 612.0, 18.0], as1J22diaH, 5767117]
[paragraph, [66.0, 1112.0, 612.0, 18.0], as1J22diaH, 5767117]
[paragraph, [66.0, 1130.0, 612.0, 18.0], as1J22diaH, 5767117]
[paragraph, [66.0, 1148.0, 612.0, 18.0], as1J22diaH, 5767117]
[paragraph, [66.0, 1166.0, 612.0, 18.0], as1J22diaH, 5767117]
