[1298, 853]
[section-title, [359.0, 67.0, 154.0, 30.0], shoonya_1sV4Q8TREPGQZA, 5709857]
[paragraph, [61.0, 113.0, 730.0, 18.0], shoonya_0sCCY90GMBPVHA, 5709857]
[paragraph, [61.0, 131.0, 730.0, 18.0], shoonya_0sCCY90GMBPVHA, 5709857]
[paragraph, [61.0, 149.0, 730.0, 18.0], shoonya_0sCCY90GMBPVHA, 5709857]
[paragraph, [61.0, 167.0, 730.0, 18.0], shoonya_0sCCY90GMBPVHA, 5709857]
[paragraph, [61.0, 185.0, 730.0, 18.0], shoonya_0sCCY90GMBPVHA, 5709857]
[paragraph, [61.0, 203.0, 730.0, 18.0], shoonya_0sCCY90GMBPVHA, 5709857]
[paragraph, [61.0, 221.0, 730.0, 18.0], shoonya_0sCCY90GMBPVHA, 5709857]
[paragraph, [61.0, 239.0, 730.0, 18.0], shoonya_0sCCY90GMBPVHA, 5709857]
[paragraph, [61.0, 257.0, 730.0, 18.0], shoonya_0sCCY90GMBPVHA, 5709857]
[paragraph, [61.0, 275.0, 730.0, 18.0], shoonya_0sCCY90GMBPVHA, 5709857]
[paragraph, [61.0, 293.0, 730.0, 18.0], shoonya_0sCCY90GMBPVHA, 5709857]
[paragraph, [61.0, 311.0, 730.0, 18.0], shoonya_0sCCY90GMBPVHA, 5709857]
[paragraph, [60.0, 328.0, 728.0, 18.0], 9E_6v8FEUO, 5709857]
[paragraph, [60.0, 346.0, 728.0, 18.0], 9E_6v8FEUO, 5709857]
[paragraph, [60.0, 364.0, 728.0, 18.0], 9E_6v8FEUO, 5709857]
[paragraph, [60.0, 382.0, 728.0, 18.0], 9E_6v8FEUO, 5709857]
[paragraph, [60.0, 400.0, 728.0, 18.0], 9E_6v8FEUO, 5709857]
[paragraph, [60.0, 418.0, 728.0, 18.0], 9E_6v8FEUO, 5709857]
[paragraph, [60.0, 436.0, 728.0, 18.0], 9E_6v8FEUO, 5709857]
[paragraph, [60.0, 454.0, 728.0, 18.0], 9E_6v8FEUO, 5709857]
[paragraph, [67.0, 492.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 510.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 528.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 546.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 564.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 582.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 600.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 618.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 636.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 654.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 672.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 690.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 708.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 726.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 744.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 762.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 780.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 798.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 816.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 834.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 852.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 870.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 888.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 906.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 924.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 942.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 960.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 978.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 996.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 1014.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 1032.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 1050.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 1068.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 1086.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 1104.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 1122.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 1140.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 1158.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 1176.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 1194.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
[paragraph, [67.0, 1212.0, 717.0, 18.0], shoonya_2sCNDET5YKUNIL, 5709857]
