[2339, 1654]
[folio, [1325.0, 71.0, 215.0, 36.0], shoonya_3sMWFLCR36L60Y, 5750515]
[paragraph, [280.0, 124.0, 1131.0, 36.0], shoonya_1s6EHZXLBGETU0, 5750515]
[paragraph, [280.0, 160.0, 1131.0, 36.0], shoonya_1s6EHZXLBGETU0, 5750515]
[paragraph, [280.0, 196.0, 1131.0, 36.0], shoonya_1s6EHZXLBGETU0, 5750515]
[paragraph, [280.0, 232.0, 1131.0, 36.0], shoonya_1s6EHZXLBGETU0, 5750515]
[paragraph, [280.0, 268.0, 1131.0, 36.0], shoonya_1s6EHZXLBGETU0, 5750515]
[paragraph, [280.0, 304.0, 1131.0, 36.0], shoonya_1s6EHZXLBGETU0, 5750515]
[paragraph, [280.0, 340.0, 1131.0, 36.0], shoonya_1s6EHZXLBGETU0, 5750515]
[paragraph, [280.0, 376.0, 1131.0, 36.0], shoonya_1s6EHZXLBGETU0, 5750515]
[paragraph, [280.0, 412.0, 1131.0, 36.0], shoonya_1s6EHZXLBGETU0, 5750515]
[paragraph, [280.0, 448.0, 1131.0, 36.0], shoonya_1s6EHZXLBGETU0, 5750515]
[paragraph, [280.0, 484.0, 1131.0, 36.0], shoonya_1s6EHZXLBGETU0, 5750515]
[paragraph, [280.0, 520.0, 1131.0, 36.0], shoonya_1s6EHZXLBGETU0, 5750515]
[paragraph, [280.0, 556.0, 1131.0, 36.0], shoonya_1s6EHZXLBGETU0, 5750515]
[paragraph, [280.0, 592.0, 1131.0, 36.0], shoonya_1s6EHZXLBGETU0, 5750515]
[paragraph, [280.0, 628.0, 1131.0, 36.0], shoonya_1s6EHZXLBGETU0, 5750515]
[paragraph, [280.0, 664.0, 1131.0, 36.0], shoonya_1s6EHZXLBGETU0, 5750515]
[paragraph, [139.0, 779.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 815.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 851.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 887.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 923.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 959.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 995.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 1031.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 1067.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 1103.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 1139.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 1175.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 1211.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 1247.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 1283.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 1319.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 1355.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 1391.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 1427.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 1463.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 1499.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 1535.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 1571.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 1607.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 1643.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 1679.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 1715.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 1751.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 1787.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 1823.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 1859.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
[paragraph, [139.0, 1895.0, 1417.0, 36.0], shoonya_2sFB4M20SJG5WE, 5750515]
