[1752, 1240]
[section-title, [283.0, 80.0, 452.0, 49.5], b922SmHFXb, 5707835]
[section-title, [283.0, 129.5, 452.0, 49.5], b922SmHFXb, 5707835]
[placeholder-text, [781.0, 164.0, 330.0, 18.0], xl-Yn2cwyF, 5707835]
[placeholder-text, [781.0, 182.0, 330.0, 18.0], xl-Yn2cwyF, 5707835]
[folio, [478.0, 196.0, 234.0, 36.0], Udm_OsnxLu, 5707835]
[folio, [478.0, 232.0, 234.0, 36.0], Udm_OsnxLu, 5707835]
[ordered-list, [79.0, 335.0, 589.0, 36.0], shoonya_1s8LY3QKAOLMT8, 5707835]
[ordered-list, [79.0, 371.0, 589.0, 36.0], shoonya_1s8LY3QKAOLMT8, 5707835]
[ordered-list, [79.0, 407.0, 589.0, 36.0], shoonya_1s8LY3QKAOLMT8, 5707835]
[second-level-question, [170.0, 452.0, 837.0, 36.0], IPjbcNfr3e, 5707835]
[second-level-question, [170.0, 550.0, 674.0, 36.0], shoonya_2sKCY3PNKMYI9Z, 5707835]
[second-level-question, [161.0, 595.0, 883.0, 36.0], XlwZtr8Snp, 5707835]
[second-level-question, [161.0, 631.0, 883.0, 36.0], XlwZtr8Snp, 5707835]
[second-level-question, [161.0, 667.0, 883.0, 36.0], XlwZtr8Snp, 5707835]
[third-level-question, [244.0, 615.0, 592.0, 18.0], Wb1hzO-k5z, 5707835]
[third-level-question, [244.0, 633.0, 592.0, 18.0], Wb1hzO-k5z, 5707835]
[third-level-question, [234.0, 665.0, 655.0, 18.0], GYr1pbemfA, 5707835]
[third-level-question, [243.0, 697.0, 796.0, 18.0], G0xj2JALD-, 5707835]
[second-level-question, [162.0, 731.0, 903.0, 36.0], AC9i75YeX-, 5707835]
[second-level-question, [162.0, 767.0, 903.0, 36.0], AC9i75YeX-, 5707835]
[second-level-question, [162.0, 803.0, 903.0, 36.0], AC9i75YeX-, 5707835]
[second-level-question, [162.0, 839.0, 903.0, 36.0], AC9i75YeX-, 5707835]
[third-level-question, [237.0, 762.0, 457.0, 18.0], 9uTCZjIJ1l, 5707835]
[third-level-question, [241.0, 798.0, 651.0, 18.0], eh8N143ecl, 5707835]
[third-level-question, [234.0, 827.0, 821.0, 18.0], ZXPHH80HtX, 5707835]
[third-level-question, [234.0, 845.0, 821.0, 18.0], ZXPHH80HtX, 5707835]
[third-level-question, [234.0, 863.0, 821.0, 18.0], ZXPHH80HtX, 5707835]
[second-level-question, [158.0, 893.0, 895.0, 36.0], pAWzfxo5Tc, 5707835]
[second-level-question, [158.0, 929.0, 895.0, 36.0], pAWzfxo5Tc, 5707835]
[second-level-question, [150.0, 1034.0, 912.0, 36.0], 0CGsFtNQhD, 5707835]
[second-level-question, [150.0, 1070.0, 912.0, 36.0], 0CGsFtNQhD, 5707835]
[second-level-question, [150.0, 1106.0, 912.0, 36.0], 0CGsFtNQhD, 5707835]
[second-level-question, [150.0, 1142.0, 912.0, 36.0], 0CGsFtNQhD, 5707835]
[second-level-question, [150.0, 1178.0, 912.0, 36.0], 0CGsFtNQhD, 5707835]
[second-level-question, [150.0, 1214.0, 912.0, 36.0], 0CGsFtNQhD, 5707835]
[third-level-question, [223.0, 1062.0, 838.0, 18.0], PxAvzRVu2R, 5707835]
[third-level-question, [223.0, 1080.0, 838.0, 18.0], PxAvzRVu2R, 5707835]
[third-level-question, [223.0, 1098.0, 838.0, 18.0], PxAvzRVu2R, 5707835]
[third-level-question, [223.0, 1116.0, 838.0, 18.0], PxAvzRVu2R, 5707835]
[third-level-question, [223.0, 1134.0, 838.0, 18.0], PxAvzRVu2R, 5707835]
[third-level-question, [234.0, 1148.0, 595.0, 18.0], qSkKKKUNE1, 5707835]
[third-level-question, [234.0, 1166.0, 595.0, 18.0], qSkKKKUNE1, 5707835]
[third-level-question, [230.0, 1184.0, 816.0, 18.0], Sle2KqO1Kt, 5707835]
[third-level-question, [230.0, 1202.0, 816.0, 18.0], Sle2KqO1Kt, 5707835]
[third-level-question, [230.0, 1220.0, 816.0, 18.0], Sle2KqO1Kt, 5707835]
[third-level-question, [230.0, 1238.0, 816.0, 18.0], Sle2KqO1Kt, 5707835]
[third-level-question, [230.0, 1256.0, 816.0, 18.0], Sle2KqO1Kt, 5707835]
[second-level-question, [153.0, 1279.0, 892.0, 36.0], TJLOr32bQl, 5707835]
[second-level-question, [153.0, 1315.0, 892.0, 36.0], TJLOr32bQl, 5707835]
[second-level-question, [153.0, 1351.0, 892.0, 36.0], TJLOr32bQl, 5707835]
[second-level-question, [153.0, 1387.0, 892.0, 36.0], TJLOr32bQl, 5707835]
[second-level-question, [153.0, 1423.0, 892.0, 36.0], TJLOr32bQl, 5707835]
[third-level-question, [227.0, 1317.0, 821.0, 18.0], FCQX_dcWBK, 5707835]
[third-level-question, [227.0, 1335.0, 821.0, 18.0], FCQX_dcWBK, 5707835]
[third-level-question, [227.0, 1353.0, 821.0, 18.0], FCQX_dcWBK, 5707835]
[third-level-question, [227.0, 1371.0, 821.0, 18.0], FCQX_dcWBK, 5707835]
[third-level-question, [221.0, 1412.0, 643.0, 18.0], lkcKByw8rb, 5707835]
[third-level-question, [223.0, 1438.0, 565.0, 18.0], ThaEVTTg10, 5707835]
