[1795, 1184]
[chapter-title, [246.0, 361.0, 716.0, 58.5], shoonya_3sHFYUELD2W32Q, 5749910]
[paragraph, [166.0, 475.0, 875.0, 36.0], shoonya_0s8RC6F20FW8XF, 5749910]
[paragraph, [166.0, 511.0, 875.0, 36.0], shoonya_0s8RC6F20FW8XF, 5749910]
[paragraph, [166.0, 547.0, 875.0, 36.0], shoonya_0s8RC6F20FW8XF, 5749910]
[paragraph, [166.0, 583.0, 875.0, 36.0], shoonya_0s8RC6F20FW8XF, 5749910]
[paragraph, [166.0, 619.0, 875.0, 36.0], shoonya_0s8RC6F20FW8XF, 5749910]
[paragraph, [166.0, 655.0, 875.0, 36.0], shoonya_0s8RC6F20FW8XF, 5749910]
[paragraph, [166.0, 691.0, 875.0, 36.0], shoonya_0s8RC6F20FW8XF, 5749910]
[paragraph, [166.0, 727.0, 875.0, 36.0], shoonya_0s8RC6F20FW8XF, 5749910]
[paragraph, [166.0, 763.0, 875.0, 36.0], shoonya_0s8RC6F20FW8XF, 5749910]
[paragraph, [166.0, 799.0, 875.0, 36.0], shoonya_0s8RC6F20FW8XF, 5749910]
[paragraph, [166.0, 835.0, 875.0, 36.0], shoonya_0s8RC6F20FW8XF, 5749910]
[paragraph, [166.0, 871.0, 875.0, 36.0], shoonya_0s8RC6F20FW8XF, 5749910]
[paragraph, [166.0, 907.0, 875.0, 36.0], shoonya_0s8RC6F20FW8XF, 5749910]
[paragraph, [166.0, 943.0, 875.0, 36.0], shoonya_0s8RC6F20FW8XF, 5749910]
[paragraph, [166.0, 979.0, 875.0, 36.0], shoonya_0s8RC6F20FW8XF, 5749910]
[paragraph, [164.0, 1057.0, 878.0, 36.0], shoonya_1sL10GSULPLNLP, 5749910]
[paragraph, [164.0, 1093.0, 878.0, 36.0], shoonya_1sL10GSULPLNLP, 5749910]
[paragraph, [164.0, 1129.0, 878.0, 36.0], shoonya_1sL10GSULPLNLP, 5749910]
[paragraph, [164.0, 1165.0, 878.0, 36.0], shoonya_1sL10GSULPLNLP, 5749910]
[paragraph, [164.0, 1201.0, 878.0, 36.0], shoonya_1sL10GSULPLNLP, 5749910]
[paragraph, [164.0, 1237.0, 878.0, 36.0], shoonya_1sL10GSULPLNLP, 5749910]
[paragraph, [164.0, 1273.0, 878.0, 36.0], shoonya_1sL10GSULPLNLP, 5749910]
[paragraph, [164.0, 1309.0, 878.0, 36.0], shoonya_1sL10GSULPLNLP, 5749910]
[paragraph, [164.0, 1345.0, 878.0, 36.0], shoonya_1sL10GSULPLNLP, 5749910]
[paragraph, [164.0, 1381.0, 878.0, 36.0], shoonya_1sL10GSULPLNLP, 5749910]
[paragraph, [164.0, 1417.0, 878.0, 36.0], shoonya_1sL10GSULPLNLP, 5749910]
[paragraph, [164.0, 1453.0, 878.0, 36.0], shoonya_1sL10GSULPLNLP, 5749910]
[paragraph, [164.0, 1489.0, 878.0, 36.0], shoonya_1sL10GSULPLNLP, 5749910]
