[2640, 2040]
[ordered-list, [310.0, 387.0, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 433.5, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 480.0, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 526.5, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 573.0, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 619.5, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 666.0, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 712.5, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 759.0, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 805.5, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 852.0, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 898.5, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 945.0, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 991.5, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 1038.0, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 1084.5, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 1131.0, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 1177.5, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 1224.0, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 1270.5, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 1317.0, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 1363.5, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 1410.0, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 1456.5, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 1503.0, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 1549.5, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 1596.0, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 1642.5, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 1689.0, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 1735.5, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 1782.0, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 1828.5, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 1875.0, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 1921.5, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 1968.0, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 2014.5, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 2061.0, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 2107.5, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 2154.0, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
[ordered-list, [310.0, 2200.5, 1423.0, 46.5], shoonya_0s8PT02012OCDY, 5699865]
