[1754, 1241]
[folio, [912.0, 112.0, 180.0, 36.0], shoonya_0sZNAZ5EN6GZHP, 5747308]
[section-title, [138.0, 169.0, 219.0, 49.5], fhnLdACYEv, 5747308]
[sub-section-title, [141.0, 229.0, 960.0, 36.0], 1ynUkjOrZ-, 5747308]
[ordered-list, [116.0, 362.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[ordered-list, [116.0, 398.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[ordered-list, [116.0, 434.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[ordered-list, [116.0, 470.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[ordered-list, [116.0, 506.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[ordered-list, [116.0, 542.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[ordered-list, [116.0, 578.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[ordered-list, [116.0, 614.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[ordered-list, [116.0, 650.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[ordered-list, [116.0, 686.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[ordered-list, [116.0, 722.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[ordered-list, [116.0, 758.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[ordered-list, [116.0, 794.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[ordered-list, [116.0, 830.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[ordered-list, [116.0, 866.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[ordered-list, [116.0, 902.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[ordered-list, [116.0, 938.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[ordered-list, [116.0, 974.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[ordered-list, [116.0, 1010.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[ordered-list, [116.0, 1046.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[ordered-list, [116.0, 1082.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[ordered-list, [116.0, 1118.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[ordered-list, [116.0, 1154.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[ordered-list, [116.0, 1190.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[ordered-list, [116.0, 1226.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[ordered-list, [116.0, 1262.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[ordered-list, [116.0, 1298.0, 597.0, 36.0], KjybyBZBo-, 5747308]
[sub-ordered-list, [214.0, 519.0, 409.0, 36.0], AgxI8RVvXQ, 5747308]
[sub-ordered-list, [214.0, 555.0, 409.0, 36.0], AgxI8RVvXQ, 5747308]
[sub-ordered-list, [214.0, 591.0, 409.0, 36.0], AgxI8RVvXQ, 5747308]
[sub-ordered-list, [214.0, 627.0, 409.0, 36.0], AgxI8RVvXQ, 5747308]
[sub-ordered-list, [214.0, 663.0, 409.0, 36.0], AgxI8RVvXQ, 5747308]
[sub-ordered-list, [215.0, 891.0, 228.0, 36.0], Y0rF3N9A_A, 5747308]
[sub-ordered-list, [215.0, 927.0, 228.0, 36.0], Y0rF3N9A_A, 5747308]
