[1372, 849]
[section-title, [332.0, 64.0, 177.0, 30.0], o1Qxiu0gqy, 5710055]
[paragraph, [69.0, 131.0, 715.0, 18.0], shoonya_2sQKJYNNYIH70J, 5710055]
[paragraph, [69.0, 149.0, 715.0, 18.0], shoonya_2sQKJYNNYIH70J, 5710055]
[paragraph, [69.0, 167.0, 715.0, 18.0], shoonya_2sQKJYNNYIH70J, 5710055]
[paragraph, [69.0, 185.0, 715.0, 18.0], shoonya_2sQKJYNNYIH70J, 5710055]
[paragraph, [69.0, 203.0, 715.0, 18.0], shoonya_2sQKJYNNYIH70J, 5710055]
[paragraph, [69.0, 221.0, 715.0, 18.0], shoonya_2sQKJYNNYIH70J, 5710055]
[paragraph, [69.0, 239.0, 715.0, 18.0], shoonya_2sQKJYNNYIH70J, 5710055]
[paragraph, [69.0, 257.0, 715.0, 18.0], shoonya_2sQKJYNNYIH70J, 5710055]
[paragraph, [69.0, 275.0, 715.0, 18.0], shoonya_2sQKJYNNYIH70J, 5710055]
[quote, [97.0, 301.0, 650.0, 18.0], shoonya_3sY25DH8S32UJT, 5710055]
[quote, [97.0, 319.0, 650.0, 18.0], shoonya_3sY25DH8S32UJT, 5710055]
[quote, [97.0, 337.0, 650.0, 18.0], shoonya_3sY25DH8S32UJT, 5710055]
[quote, [97.0, 355.0, 650.0, 18.0], shoonya_3sY25DH8S32UJT, 5710055]
[quote, [97.0, 373.0, 650.0, 18.0], shoonya_3sY25DH8S32UJT, 5710055]
[quote, [97.0, 391.0, 650.0, 18.0], shoonya_3sY25DH8S32UJT, 5710055]
[quote, [97.0, 409.0, 650.0, 18.0], shoonya_3sY25DH8S32UJT, 5710055]
[quote, [97.0, 427.0, 650.0, 18.0], shoonya_3sY25DH8S32UJT, 5710055]
[quote, [97.0, 445.0, 650.0, 18.0], shoonya_3sY25DH8S32UJT, 5710055]
[quote, [97.0, 463.0, 650.0, 18.0], shoonya_3sY25DH8S32UJT, 5710055]
[quote, [97.0, 481.0, 650.0, 18.0], shoonya_3sY25DH8S32UJT, 5710055]
[quote, [97.0, 499.0, 650.0, 18.0], shoonya_3sY25DH8S32UJT, 5710055]
[quote, [97.0, 517.0, 650.0, 18.0], shoonya_3sY25DH8S32UJT, 5710055]
[quote, [97.0, 535.0, 650.0, 18.0], shoonya_3sY25DH8S32UJT, 5710055]
[quote, [97.0, 553.0, 650.0, 18.0], shoonya_3sY25DH8S32UJT, 5710055]
[quote, [97.0, 571.0, 650.0, 18.0], shoonya_3sY25DH8S32UJT, 5710055]
[quote, [97.0, 589.0, 650.0, 18.0], shoonya_3sY25DH8S32UJT, 5710055]
[quote, [97.0, 607.0, 650.0, 18.0], shoonya_3sY25DH8S32UJT, 5710055]
[quote, [97.0, 625.0, 650.0, 18.0], shoonya_3sY25DH8S32UJT, 5710055]
[quote, [97.0, 643.0, 650.0, 18.0], shoonya_3sY25DH8S32UJT, 5710055]
[quote, [97.0, 661.0, 650.0, 18.0], shoonya_3sY25DH8S32UJT, 5710055]
[quote, [97.0, 679.0, 650.0, 18.0], shoonya_3sY25DH8S32UJT, 5710055]
[paragraph, [65.0, 711.0, 720.0, 18.0], shoonya_1s00TSMPLRU9B9, 5710055]
[paragraph, [65.0, 729.0, 720.0, 18.0], shoonya_1s00TSMPLRU9B9, 5710055]
[paragraph, [65.0, 747.0, 720.0, 18.0], shoonya_1s00TSMPLRU9B9, 5710055]
[paragraph, [65.0, 765.0, 720.0, 18.0], shoonya_1s00TSMPLRU9B9, 5710055]
[paragraph, [65.0, 783.0, 720.0, 18.0], shoonya_1s00TSMPLRU9B9, 5710055]
[quote, [96.0, 801.0, 649.0, 18.0], shoonya_0s5GVKBLD25MTJ, 5710055]
[quote, [96.0, 819.0, 649.0, 18.0], shoonya_0s5GVKBLD25MTJ, 5710055]
