[2339, 1656]
[paragraph, [181.0, 186.0, 1286.0, 36.0], shoonya_0sBFVQRWJ1VBYW, 5730865]
[paragraph, [181.0, 222.0, 1286.0, 36.0], shoonya_0sBFVQRWJ1VBYW, 5730865]
[paragraph, [181.0, 258.0, 1286.0, 36.0], shoonya_0sBFVQRWJ1VBYW, 5730865]
[paragraph, [181.0, 294.0, 1286.0, 36.0], shoonya_0sBFVQRWJ1VBYW, 5730865]
[paragraph, [181.0, 330.0, 1286.0, 36.0], shoonya_0sBFVQRWJ1VBYW, 5730865]
[paragraph, [181.0, 366.0, 1286.0, 36.0], shoonya_0sBFVQRWJ1VBYW, 5730865]
[paragraph, [181.0, 402.0, 1286.0, 36.0], shoonya_0sBFVQRWJ1VBYW, 5730865]
[paragraph, [181.0, 438.0, 1286.0, 36.0], shoonya_0sBFVQRWJ1VBYW, 5730865]
[paragraph, [181.0, 474.0, 1286.0, 36.0], shoonya_0sBFVQRWJ1VBYW, 5730865]
[paragraph, [181.0, 510.0, 1286.0, 36.0], shoonya_0sBFVQRWJ1VBYW, 5730865]
[paragraph, [181.0, 546.0, 1286.0, 36.0], shoonya_0sBFVQRWJ1VBYW, 5730865]
[paragraph, [181.0, 582.0, 1286.0, 36.0], shoonya_0sBFVQRWJ1VBYW, 5730865]
[paragraph, [181.0, 618.0, 1286.0, 36.0], shoonya_0sBFVQRWJ1VBYW, 5730865]
[paragraph, [181.0, 654.0, 1286.0, 36.0], shoonya_0sBFVQRWJ1VBYW, 5730865]
[paragraph, [181.0, 690.0, 1286.0, 36.0], shoonya_0sBFVQRWJ1VBYW, 5730865]
[paragraph, [181.0, 726.0, 1286.0, 36.0], shoonya_0sBFVQRWJ1VBYW, 5730865]
[paragraph, [181.0, 762.0, 1286.0, 36.0], shoonya_0sBFVQRWJ1VBYW, 5730865]
[paragraph, [181.0, 798.0, 1286.0, 36.0], shoonya_0sBFVQRWJ1VBYW, 5730865]
