[1298, 853]
[section-title, [298.0, 68.0, 244.0, 30.0], shoonya_3sA17N180EHV2N, 5710127]
[paragraph, [58.0, 117.0, 736.0, 18.0], JI8HNgu3du, 5710127]
[paragraph, [58.0, 135.0, 736.0, 18.0], JI8HNgu3du, 5710127]
[paragraph, [58.0, 153.0, 736.0, 18.0], JI8HNgu3du, 5710127]
[paragraph, [58.0, 171.0, 736.0, 18.0], JI8HNgu3du, 5710127]
[paragraph, [58.0, 189.0, 736.0, 18.0], JI8HNgu3du, 5710127]
[paragraph, [58.0, 207.0, 736.0, 18.0], JI8HNgu3du, 5710127]
[paragraph, [58.0, 225.0, 736.0, 18.0], JI8HNgu3du, 5710127]
[paragraph, [58.0, 243.0, 736.0, 18.0], JI8HNgu3du, 5710127]
[paragraph, [58.0, 261.0, 736.0, 18.0], JI8HNgu3du, 5710127]
[paragraph, [58.0, 279.0, 736.0, 18.0], JI8HNgu3du, 5710127]
[paragraph, [58.0, 297.0, 736.0, 18.0], JI8HNgu3du, 5710127]
[paragraph, [58.0, 315.0, 736.0, 18.0], JI8HNgu3du, 5710127]
[paragraph, [58.0, 333.0, 736.0, 18.0], JI8HNgu3du, 5710127]
[paragraph, [62.0, 368.0, 738.0, 18.0], shoonya_1sD21D7HD516HB, 5710127]
[paragraph, [62.0, 386.0, 738.0, 18.0], shoonya_1sD21D7HD516HB, 5710127]
[paragraph, [62.0, 404.0, 738.0, 18.0], shoonya_1sD21D7HD516HB, 5710127]
[paragraph, [62.0, 422.0, 738.0, 18.0], shoonya_1sD21D7HD516HB, 5710127]
[paragraph, [62.0, 440.0, 738.0, 18.0], shoonya_1sD21D7HD516HB, 5710127]
[paragraph, [62.0, 458.0, 738.0, 18.0], shoonya_1sD21D7HD516HB, 5710127]
[paragraph, [62.0, 476.0, 738.0, 18.0], shoonya_1sD21D7HD516HB, 5710127]
[paragraph, [62.0, 494.0, 738.0, 18.0], shoonya_1sD21D7HD516HB, 5710127]
[paragraph, [62.0, 512.0, 738.0, 18.0], shoonya_1sD21D7HD516HB, 5710127]
[section-title, [198.0, 591.0, 444.0, 30.0], a0OwuTZB2F, 5710127]
[paragraph, [49.0, 650.0, 741.0, 18.0], FmeHitoLKO, 5710127]
[paragraph, [49.0, 668.0, 741.0, 18.0], FmeHitoLKO, 5710127]
[paragraph, [49.0, 686.0, 741.0, 18.0], FmeHitoLKO, 5710127]
[paragraph, [49.0, 704.0, 741.0, 18.0], FmeHitoLKO, 5710127]
[paragraph, [52.0, 734.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 752.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 770.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 788.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 806.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 824.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 842.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 860.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 878.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 896.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 914.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 932.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 950.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 968.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 986.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 1004.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 1022.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 1040.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 1058.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 1076.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 1094.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 1112.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 1130.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 1148.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 1166.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 1184.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 1202.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
[paragraph, [52.0, 1220.0, 738.0, 18.0], shoonya_0sT8J03QV0OFHB, 5710127]
