[2339, 1653]
[paragraph, [392.0, 164.0, 1004.0, 36.0], shoonya_1s9XKIY0CEQ2OG, 5733636]
[paragraph, [392.0, 200.0, 1004.0, 36.0], shoonya_1s9XKIY0CEQ2OG, 5733636]
[paragraph, [392.0, 236.0, 1004.0, 36.0], shoonya_1s9XKIY0CEQ2OG, 5733636]
[paragraph, [392.0, 272.0, 1004.0, 36.0], shoonya_1s9XKIY0CEQ2OG, 5733636]
[paragraph, [392.0, 308.0, 1004.0, 36.0], shoonya_1s9XKIY0CEQ2OG, 5733636]
[paragraph, [392.0, 344.0, 1004.0, 36.0], shoonya_1s9XKIY0CEQ2OG, 5733636]
[paragraph, [392.0, 380.0, 1004.0, 36.0], shoonya_1s9XKIY0CEQ2OG, 5733636]
[paragraph, [392.0, 416.0, 1004.0, 36.0], shoonya_1s9XKIY0CEQ2OG, 5733636]
[paragraph, [392.0, 452.0, 1004.0, 36.0], shoonya_1s9XKIY0CEQ2OG, 5733636]
[paragraph, [392.0, 488.0, 1004.0, 36.0], shoonya_1s9XKIY0CEQ2OG, 5733636]
[paragraph, [392.0, 524.0, 1004.0, 36.0], shoonya_1s9XKIY0CEQ2OG, 5733636]
[paragraph, [392.0, 560.0, 1004.0, 36.0], shoonya_1s9XKIY0CEQ2OG, 5733636]
[paragraph, [392.0, 596.0, 1004.0, 36.0], shoonya_1s9XKIY0CEQ2OG, 5733636]
[paragraph, [392.0, 632.0, 1004.0, 36.0], shoonya_1s9XKIY0CEQ2OG, 5733636]
[paragraph, [392.0, 668.0, 1004.0, 36.0], shoonya_1s9XKIY0CEQ2OG, 5733636]
[paragraph, [392.0, 704.0, 1004.0, 36.0], shoonya_1s9XKIY0CEQ2OG, 5733636]
[paragraph, [392.0, 740.0, 1004.0, 36.0], shoonya_1s9XKIY0CEQ2OG, 5733636]
[paragraph, [392.0, 776.0, 1004.0, 36.0], shoonya_1s9XKIY0CEQ2OG, 5733636]
[paragraph, [392.0, 812.0, 1004.0, 36.0], shoonya_1s9XKIY0CEQ2OG, 5733636]
[paragraph, [392.0, 848.0, 1004.0, 36.0], shoonya_1s9XKIY0CEQ2OG, 5733636]
[paragraph, [392.0, 884.0, 1004.0, 36.0], shoonya_1s9XKIY0CEQ2OG, 5733636]
[paragraph, [392.0, 920.0, 1004.0, 36.0], shoonya_1s9XKIY0CEQ2OG, 5733636]
[paragraph, [392.0, 956.0, 1004.0, 36.0], shoonya_1s9XKIY0CEQ2OG, 5733636]
[paragraph, [390.0, 1002.0, 1011.0, 36.0], shoonya_2sT4BRRS8FAMDI, 5733636]
[paragraph, [390.0, 1038.0, 1011.0, 36.0], shoonya_2sT4BRRS8FAMDI, 5733636]
[paragraph, [390.0, 1074.0, 1011.0, 36.0], shoonya_2sT4BRRS8FAMDI, 5733636]
[paragraph, [390.0, 1110.0, 1011.0, 36.0], shoonya_2sT4BRRS8FAMDI, 5733636]
[paragraph, [390.0, 1146.0, 1011.0, 36.0], shoonya_2sT4BRRS8FAMDI, 5733636]
[paragraph, [390.0, 1182.0, 1011.0, 36.0], shoonya_2sT4BRRS8FAMDI, 5733636]
[paragraph, [325.0, 1237.0, 1136.0, 36.0], shoonya_0sJDWRS5LE503D, 5733636]
[paragraph, [325.0, 1273.0, 1136.0, 36.0], shoonya_0sJDWRS5LE503D, 5733636]
[paragraph, [325.0, 1309.0, 1136.0, 36.0], shoonya_0sJDWRS5LE503D, 5733636]
[paragraph, [325.0, 1345.0, 1136.0, 36.0], shoonya_0sJDWRS5LE503D, 5733636]
[paragraph, [325.0, 1381.0, 1136.0, 36.0], shoonya_0sJDWRS5LE503D, 5733636]
[paragraph, [325.0, 1417.0, 1136.0, 36.0], shoonya_0sJDWRS5LE503D, 5733636]
[paragraph, [325.0, 1453.0, 1136.0, 36.0], shoonya_0sJDWRS5LE503D, 5733636]
[paragraph, [325.0, 1489.0, 1136.0, 36.0], shoonya_0sJDWRS5LE503D, 5733636]
[paragraph, [325.0, 1525.0, 1136.0, 36.0], shoonya_0sJDWRS5LE503D, 5733636]
[paragraph, [325.0, 1561.0, 1136.0, 36.0], shoonya_0sJDWRS5LE503D, 5733636]
[paragraph, [325.0, 1597.0, 1136.0, 36.0], shoonya_0sJDWRS5LE503D, 5733636]
[paragraph, [325.0, 1633.0, 1136.0, 36.0], shoonya_0sJDWRS5LE503D, 5733636]
[paragraph, [325.0, 1669.0, 1136.0, 36.0], shoonya_0sJDWRS5LE503D, 5733636]
[paragraph, [325.0, 1705.0, 1136.0, 36.0], shoonya_0sJDWRS5LE503D, 5733636]
[paragraph, [325.0, 1741.0, 1136.0, 36.0], shoonya_0sJDWRS5LE503D, 5733636]
[paragraph, [325.0, 1777.0, 1136.0, 36.0], shoonya_0sJDWRS5LE503D, 5733636]
[paragraph, [325.0, 1813.0, 1136.0, 36.0], shoonya_0sJDWRS5LE503D, 5733636]
