[872, 605]
[folio, [403.0, 32.0, 150.0, 18.0], oKTuhio4kq, 6456582]
[section-title, [262.0, 37.0, 80.0, 30.0], MANJSb1j9X, 6456582]
[paragraph, [49.0, 75.0, 252.0, 18.0], 2OEg-U_zcl, 6456582]
[paragraph, [49.0, 93.0, 252.0, 18.0], 2OEg-U_zcl, 6456582]
[paragraph, [49.0, 111.0, 252.0, 18.0], 2OEg-U_zcl, 6456582]
[paragraph, [300.0, 75.0, 248.0, 18.0], aSOKrNb71o, 6456582]
[paragraph, [302.0, 97.0, 248.0, 18.0], 9s_wNxdB6n, 6456582]
[paragraph, [302.0, 115.0, 248.0, 18.0], 9s_wNxdB6n, 6456582]
[paragraph, [57.0, 129.0, 246.0, 18.0], 3q_m8TcF1o, 6456582]
[paragraph, [57.0, 147.0, 246.0, 18.0], 3q_m8TcF1o, 6456582]
[paragraph, [57.0, 165.0, 246.0, 18.0], 3q_m8TcF1o, 6456582]
[paragraph, [57.0, 183.0, 246.0, 18.0], 3q_m8TcF1o, 6456582]
[paragraph, [57.0, 201.0, 246.0, 18.0], 3q_m8TcF1o, 6456582]
[paragraph, [57.0, 219.0, 246.0, 18.0], 3q_m8TcF1o, 6456582]
[paragraph, [57.0, 237.0, 246.0, 18.0], 3q_m8TcF1o, 6456582]
[paragraph, [305.0, 135.0, 243.0, 18.0], UruQ-lj29W, 6456582]
[paragraph, [305.0, 153.0, 243.0, 18.0], UruQ-lj29W, 6456582]
[paragraph, [305.0, 171.0, 243.0, 18.0], UruQ-lj29W, 6456582]
[paragraph, [305.0, 189.0, 243.0, 18.0], UruQ-lj29W, 6456582]
[paragraph, [305.0, 207.0, 243.0, 18.0], UruQ-lj29W, 6456582]
[paragraph, [305.0, 225.0, 243.0, 18.0], UruQ-lj29W, 6456582]
[paragraph, [305.0, 243.0, 243.0, 18.0], UruQ-lj29W, 6456582]
[paragraph, [305.0, 261.0, 243.0, 18.0], UruQ-lj29W, 6456582]
[paragraph, [305.0, 279.0, 243.0, 18.0], UruQ-lj29W, 6456582]
[paragraph, [305.0, 297.0, 243.0, 18.0], UruQ-lj29W, 6456582]
[paragraph, [305.0, 315.0, 243.0, 18.0], UruQ-lj29W, 6456582]
[paragraph, [305.0, 333.0, 243.0, 18.0], UruQ-lj29W, 6456582]
[paragraph, [71.0, 267.0, 60.0, 18.0], hg0wNIZSew, 6456582]
[paragraph, [53.0, 292.0, 232.0, 18.0], KHSCo8lUhQ, 6456582]
[paragraph, [53.0, 306.0, 246.0, 18.0], VFcwtFBK6_, 6456582]
[paragraph, [53.0, 324.0, 246.0, 18.0], VFcwtFBK6_, 6456582]
[paragraph, [52.0, 342.0, 205.0, 18.0], zJuliV_yGf, 6456582]
[paragraph, [300.0, 360.0, 243.0, 18.0], XHPYmgjCcy, 6456582]
[paragraph, [300.0, 378.0, 243.0, 18.0], XHPYmgjCcy, 6456582]
[paragraph, [52.0, 366.0, 248.0, 18.0], gjlfvA9EbM, 6456582]
[paragraph, [52.0, 384.0, 248.0, 18.0], gjlfvA9EbM, 6456582]
[paragraph, [52.0, 402.0, 248.0, 18.0], gjlfvA9EbM, 6456582]
[paragraph, [52.0, 420.0, 248.0, 18.0], gjlfvA9EbM, 6456582]
[paragraph, [301.0, 396.0, 238.0, 18.0], O1bHio2Wj1, 6456582]
[paragraph, [301.0, 414.0, 238.0, 18.0], O1bHio2Wj1, 6456582]
[paragraph, [300.0, 435.0, 246.0, 18.0], 2jzyI0_Rp5, 6456582]
[paragraph, [300.0, 453.0, 246.0, 18.0], 2jzyI0_Rp5, 6456582]
[paragraph, [300.0, 471.0, 246.0, 18.0], 2jzyI0_Rp5, 6456582]
[paragraph, [300.0, 489.0, 246.0, 18.0], 2jzyI0_Rp5, 6456582]
[paragraph, [55.0, 454.0, 242.0, 18.0], OvSGhuods7, 6456582]
[paragraph, [55.0, 472.0, 242.0, 18.0], OvSGhuods7, 6456582]
[paragraph, [50.0, 493.0, 249.0, 18.0], ucrwn_kqio, 6456582]
[paragraph, [300.0, 511.0, 245.0, 18.0], y26zK3RS0H, 6456582]
[paragraph, [300.0, 529.0, 245.0, 18.0], y26zK3RS0H, 6456582]
[paragraph, [52.0, 514.0, 208.0, 18.0], 2yh1eBVPxO, 6456582]
[paragraph, [48.0, 537.0, 254.0, 18.0], 8hlOki-Xfv, 6456582]
[paragraph, [48.0, 555.0, 254.0, 18.0], 8hlOki-Xfv, 6456582]
[paragraph, [48.0, 573.0, 254.0, 18.0], 8hlOki-Xfv, 6456582]
[paragraph, [302.0, 548.0, 251.0, 18.0], VXE_u1wwjY, 6456582]
[paragraph, [302.0, 566.0, 251.0, 18.0], VXE_u1wwjY, 6456582]
[paragraph, [299.0, 584.0, 247.0, 18.0], TKpi5adYn5, 6456582]
[paragraph, [299.0, 602.0, 247.0, 18.0], TKpi5adYn5, 6456582]
[paragraph, [70.0, 594.0, 203.0, 18.0], HVyhzH0GAy, 6456582]
[paragraph, [51.0, 612.0, 236.0, 18.0], ggsZKQIjI3, 6456582]
[paragraph, [312.0, 615.0, 180.0, 18.0], Q2ZU6Y0MM8, 6456582]
[paragraph, [53.0, 634.0, 221.0, 18.0], 21X6D8eH8e, 6456582]
[paragraph, [299.0, 640.0, 245.0, 18.0], NY9u5EPy3N, 6456582]
[paragraph, [299.0, 658.0, 245.0, 18.0], NY9u5EPy3N, 6456582]
[paragraph, [53.0, 655.0, 245.0, 18.0], sj5xK94Coz, 6456582]
[paragraph, [53.0, 673.0, 245.0, 18.0], sj5xK94Coz, 6456582]
[paragraph, [53.0, 691.0, 245.0, 18.0], sj5xK94Coz, 6456582]
[paragraph, [53.0, 709.0, 245.0, 18.0], sj5xK94Coz, 6456582]
[paragraph, [298.0, 678.0, 212.0, 18.0], KhoV_Nk7RS, 6456582]
[paragraph, [300.0, 698.0, 246.0, 18.0], k0VLoHuplM, 6456582]
[paragraph, [300.0, 716.0, 246.0, 18.0], k0VLoHuplM, 6456582]
[paragraph, [300.0, 734.0, 246.0, 18.0], k0VLoHuplM, 6456582]
[paragraph, [48.0, 726.0, 248.0, 18.0], TgOzU-q-h4, 6456582]
[paragraph, [48.0, 744.0, 248.0, 18.0], TgOzU-q-h4, 6456582]
[paragraph, [296.0, 749.0, 255.0, 18.0], YxaJ-1-Hnn, 6456582]
[reference, [49.0, 769.0, 249.0, 18.0], shoonya_0sMBOIGBDYK6S2, 6456582]
[reference, [49.0, 787.0, 249.0, 18.0], shoonya_0sMBOIGBDYK6S2, 6456582]
[reference, [49.0, 805.0, 249.0, 18.0], shoonya_0sMBOIGBDYK6S2, 6456582]
[reference, [295.0, 775.0, 255.0, 18.0], 3fkoc9ljf3, 6456582]
[reference, [295.0, 793.0, 255.0, 18.0], 3fkoc9ljf3, 6456582]
[reference, [295.0, 811.0, 255.0, 18.0], 3fkoc9ljf3, 6456582]
