[2806, 1984]
[section-title, [426.0, 104.0, 1130.0, 79.5], yih2bfHeyD, 5698421]
[paragraph, [298.0, 203.0, 1510.0, 46.5], shoonya_3sRUG7HFW9JUNT, 5698421]
[paragraph, [298.0, 249.5, 1510.0, 46.5], shoonya_3sRUG7HFW9JUNT, 5698421]
[paragraph, [298.0, 296.0, 1510.0, 46.5], shoonya_3sRUG7HFW9JUNT, 5698421]
[paragraph, [298.0, 342.5, 1510.0, 46.5], shoonya_3sRUG7HFW9JUNT, 5698421]
[ordered-list, [213.0, 433.0, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 479.5, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 526.0, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 572.5, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 619.0, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 665.5, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 712.0, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 758.5, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 805.0, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 851.5, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 898.0, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 944.5, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 991.0, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 1037.5, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 1084.0, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 1130.5, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 1177.0, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 1223.5, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 1270.0, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 1316.5, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 1363.0, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 1409.5, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 1456.0, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 1502.5, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 1549.0, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 1595.5, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 1642.0, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 1688.5, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 1735.0, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 1781.5, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 1828.0, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 1874.5, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 1921.0, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 1967.5, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[ordered-list, [213.0, 2014.0, 1576.0, 46.5], shoonya_7sS1D53AKI5HZ7, 5698421]
[answer, [198.0, 2205.0, 1592.0, 46.5], z_bnld4_5H, 5698421]
[answer, [198.0, 2251.5, 1592.0, 46.5], z_bnld4_5H, 5698421]
[answer, [198.0, 2298.0, 1592.0, 46.5], z_bnld4_5H, 5698421]
[answer, [198.0, 2344.5, 1592.0, 46.5], z_bnld4_5H, 5698421]
[answer, [198.0, 2391.0, 1592.0, 46.5], z_bnld4_5H, 5698421]
[answer, [198.0, 2437.5, 1592.0, 46.5], z_bnld4_5H, 5698421]
[answer, [198.0, 2484.0, 1592.0, 46.5], z_bnld4_5H, 5698421]
[answer, [198.0, 2530.5, 1592.0, 46.5], z_bnld4_5H, 5698421]
[paragraph, [323.0, 2364.0, 1439.0, 46.5], u0DmWRYM-v, 5698421]
[paragraph, [323.0, 2410.5, 1439.0, 46.5], u0DmWRYM-v, 5698421]
[paragraph, [323.0, 2457.0, 1439.0, 46.5], u0DmWRYM-v, 5698421]
[paragraph, [323.0, 2503.5, 1439.0, 46.5], u0DmWRYM-v, 5698421]
