[1806, 1262]
[folio, [326.0, 100.0, 764.0, 36.0], 6sVThZ3lKW, 5680978]
[paragraph, [89.0, 171.0, 505.0, 36.0], shoonya_7sE9JE6BI93SVJ, 5680978]
[paragraph, [89.0, 207.0, 505.0, 36.0], shoonya_7sE9JE6BI93SVJ, 5680978]
[paragraph, [89.0, 243.0, 505.0, 36.0], shoonya_7sE9JE6BI93SVJ, 5680978]
[paragraph, [89.0, 279.0, 505.0, 36.0], shoonya_7sE9JE6BI93SVJ, 5680978]
[paragraph, [89.0, 315.0, 505.0, 36.0], shoonya_7sE9JE6BI93SVJ, 5680978]
[paragraph, [89.0, 351.0, 505.0, 36.0], shoonya_7sE9JE6BI93SVJ, 5680978]
[paragraph, [89.0, 387.0, 505.0, 36.0], shoonya_7sE9JE6BI93SVJ, 5680978]
[paragraph, [647.0, 183.0, 512.0, 36.0], shoonya_5sYHLNN0LX8J43, 5680978]
[paragraph, [647.0, 219.0, 512.0, 36.0], shoonya_5sYHLNN0LX8J43, 5680978]
[paragraph, [647.0, 255.0, 512.0, 36.0], shoonya_5sYHLNN0LX8J43, 5680978]
[paragraph, [647.0, 291.0, 512.0, 36.0], shoonya_5sYHLNN0LX8J43, 5680978]
[paragraph, [647.0, 327.0, 512.0, 36.0], shoonya_5sYHLNN0LX8J43, 5680978]
[paragraph, [647.0, 363.0, 512.0, 36.0], shoonya_5sYHLNN0LX8J43, 5680978]
[paragraph, [647.0, 399.0, 512.0, 36.0], shoonya_5sYHLNN0LX8J43, 5680978]
[paragraph, [647.0, 435.0, 512.0, 36.0], shoonya_5sYHLNN0LX8J43, 5680978]
[paragraph, [647.0, 471.0, 512.0, 36.0], shoonya_5sYHLNN0LX8J43, 5680978]
[paragraph, [647.0, 507.0, 512.0, 36.0], shoonya_5sYHLNN0LX8J43, 5680978]
[paragraph, [98.0, 432.0, 499.0, 36.0], shoonya_2sRGYJKZTJC43X, 5680978]
[paragraph, [98.0, 468.0, 499.0, 36.0], shoonya_2sRGYJKZTJC43X, 5680978]
[paragraph, [98.0, 504.0, 499.0, 36.0], shoonya_2sRGYJKZTJC43X, 5680978]
[paragraph, [98.0, 540.0, 499.0, 36.0], shoonya_2sRGYJKZTJC43X, 5680978]
[paragraph, [98.0, 576.0, 499.0, 36.0], shoonya_2sRGYJKZTJC43X, 5680978]
[paragraph, [98.0, 612.0, 499.0, 36.0], shoonya_2sRGYJKZTJC43X, 5680978]
[paragraph, [98.0, 648.0, 499.0, 36.0], shoonya_2sRGYJKZTJC43X, 5680978]
[paragraph, [98.0, 684.0, 499.0, 36.0], shoonya_2sRGYJKZTJC43X, 5680978]
[paragraph, [658.0, 554.0, 496.0, 36.0], shoonya_6sSII2JZ5HM8FU, 5680978]
[paragraph, [658.0, 590.0, 496.0, 36.0], shoonya_6sSII2JZ5HM8FU, 5680978]
[paragraph, [658.0, 626.0, 496.0, 36.0], shoonya_6sSII2JZ5HM8FU, 5680978]
[paragraph, [658.0, 662.0, 496.0, 36.0], shoonya_6sSII2JZ5HM8FU, 5680978]
[paragraph, [89.0, 757.0, 512.0, 36.0], shoonya_0s44BSDWIQ83VB, 5680978]
[paragraph, [89.0, 793.0, 512.0, 36.0], shoonya_0s44BSDWIQ83VB, 5680978]
[paragraph, [89.0, 829.0, 512.0, 36.0], shoonya_0s44BSDWIQ83VB, 5680978]
[paragraph, [89.0, 865.0, 512.0, 36.0], shoonya_0s44BSDWIQ83VB, 5680978]
[paragraph, [89.0, 901.0, 512.0, 36.0], shoonya_0s44BSDWIQ83VB, 5680978]
[paragraph, [89.0, 937.0, 512.0, 36.0], shoonya_0s44BSDWIQ83VB, 5680978]
[paragraph, [89.0, 973.0, 512.0, 36.0], shoonya_0s44BSDWIQ83VB, 5680978]
[paragraph, [89.0, 1009.0, 512.0, 36.0], shoonya_0s44BSDWIQ83VB, 5680978]
[paragraph, [89.0, 1045.0, 512.0, 36.0], shoonya_0s44BSDWIQ83VB, 5680978]
[paragraph, [89.0, 1081.0, 512.0, 36.0], shoonya_0s44BSDWIQ83VB, 5680978]
[paragraph, [89.0, 1117.0, 512.0, 36.0], shoonya_0s44BSDWIQ83VB, 5680978]
[paragraph, [89.0, 1153.0, 512.0, 36.0], shoonya_0s44BSDWIQ83VB, 5680978]
[paragraph, [89.0, 1189.0, 512.0, 36.0], shoonya_0s44BSDWIQ83VB, 5680978]
[paragraph, [89.0, 1225.0, 512.0, 36.0], shoonya_0s44BSDWIQ83VB, 5680978]
[paragraph, [89.0, 1261.0, 512.0, 36.0], shoonya_0s44BSDWIQ83VB, 5680978]
[paragraph, [89.0, 1297.0, 512.0, 36.0], shoonya_0s44BSDWIQ83VB, 5680978]
[paragraph, [89.0, 1333.0, 512.0, 36.0], shoonya_0s44BSDWIQ83VB, 5680978]
[paragraph, [89.0, 1369.0, 512.0, 36.0], shoonya_0s44BSDWIQ83VB, 5680978]
[paragraph, [654.0, 773.0, 511.0, 36.0], shoonya_1sP9FFZE4ZSLX0, 5680978]
[paragraph, [654.0, 809.0, 511.0, 36.0], shoonya_1sP9FFZE4ZSLX0, 5680978]
[paragraph, [654.0, 845.0, 511.0, 36.0], shoonya_1sP9FFZE4ZSLX0, 5680978]
[paragraph, [654.0, 881.0, 511.0, 36.0], shoonya_1sP9FFZE4ZSLX0, 5680978]
[paragraph, [654.0, 917.0, 511.0, 36.0], shoonya_1sP9FFZE4ZSLX0, 5680978]
[paragraph, [654.0, 953.0, 511.0, 36.0], shoonya_1sP9FFZE4ZSLX0, 5680978]
[paragraph, [654.0, 989.0, 511.0, 36.0], shoonya_1sP9FFZE4ZSLX0, 5680978]
[paragraph, [654.0, 1025.0, 511.0, 36.0], shoonya_1sP9FFZE4ZSLX0, 5680978]
[paragraph, [654.0, 1061.0, 511.0, 36.0], shoonya_1sP9FFZE4ZSLX0, 5680978]
[paragraph, [654.0, 1097.0, 511.0, 36.0], shoonya_1sP9FFZE4ZSLX0, 5680978]
[paragraph, [654.0, 1133.0, 511.0, 36.0], shoonya_1sP9FFZE4ZSLX0, 5680978]
[paragraph, [654.0, 1169.0, 511.0, 36.0], shoonya_1sP9FFZE4ZSLX0, 5680978]
[paragraph, [654.0, 1205.0, 511.0, 36.0], shoonya_1sP9FFZE4ZSLX0, 5680978]
[paragraph, [654.0, 1241.0, 511.0, 36.0], shoonya_1sP9FFZE4ZSLX0, 5680978]
[paragraph, [654.0, 1277.0, 511.0, 36.0], shoonya_1sP9FFZE4ZSLX0, 5680978]
[paragraph, [654.0, 1313.0, 511.0, 36.0], shoonya_1sP9FFZE4ZSLX0, 5680978]
[paragraph, [654.0, 1349.0, 511.0, 36.0], shoonya_1sP9FFZE4ZSLX0, 5680978]
