[2338, 1654]
[paragraph, [390.0, 191.0, 687.0, 36.0], shoonya_4sVHC1Q8ZG7S97, 5753546]
[paragraph, [390.0, 227.0, 687.0, 36.0], shoonya_4sVHC1Q8ZG7S97, 5753546]
[paragraph, [390.0, 263.0, 687.0, 36.0], shoonya_4sVHC1Q8ZG7S97, 5753546]
[paragraph, [390.0, 299.0, 687.0, 36.0], shoonya_4sVHC1Q8ZG7S97, 5753546]
[paragraph, [390.0, 335.0, 687.0, 36.0], shoonya_4sVHC1Q8ZG7S97, 5753546]
[author, [1097.0, 322.0, 345.0, 36.0], PKnnUQkSaM, 5753546]
[paragraph, [183.0, 384.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 420.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 456.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 492.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 528.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 564.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 600.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 636.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 672.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 708.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 744.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 780.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 816.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 852.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 888.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 924.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 960.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 996.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 1032.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 1068.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 1104.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 1140.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 1176.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 1212.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 1248.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 1284.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 1320.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 1356.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 1392.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 1428.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 1464.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 1500.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 1536.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 1572.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 1608.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 1644.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 1680.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [183.0, 1716.0, 1281.0, 36.0], shoonya_0s5TGAS0R2ETQ9, 5753546]
[paragraph, [372.0, 1769.0, 583.0, 36.0], zsKqHFV5KQ, 5753546]
[paragraph, [372.0, 1805.0, 583.0, 36.0], zsKqHFV5KQ, 5753546]
[paragraph, [372.0, 1841.0, 583.0, 36.0], zsKqHFV5KQ, 5753546]
[paragraph, [372.0, 1877.0, 583.0, 36.0], zsKqHFV5KQ, 5753546]
[paragraph, [372.0, 1913.0, 583.0, 36.0], zsKqHFV5KQ, 5753546]
[paragraph, [372.0, 1949.0, 583.0, 36.0], zsKqHFV5KQ, 5753546]
[paragraph, [372.0, 1985.0, 583.0, 36.0], zsKqHFV5KQ, 5753546]
[paragraph, [372.0, 2021.0, 583.0, 36.0], zsKqHFV5KQ, 5753546]
[paragraph, [372.0, 2057.0, 583.0, 36.0], zsKqHFV5KQ, 5753546]
[author, [1122.0, 2029.0, 295.0, 36.0], pnutNgXlHZ, 5753546]
