[1275, 750]
[section-title, [303.0, 89.0, 132.0, 30.0], shoonya_2sXJVNO5XPIHZL, 5767331]
[paragraph, [78.0, 157.0, 596.0, 18.0], shoonya_1sZJKWSSBFC4US, 5767331]
[paragraph, [78.0, 175.0, 596.0, 18.0], shoonya_1sZJKWSSBFC4US, 5767331]
[paragraph, [78.0, 193.0, 596.0, 18.0], shoonya_1sZJKWSSBFC4US, 5767331]
[paragraph, [78.0, 211.0, 596.0, 18.0], shoonya_1sZJKWSSBFC4US, 5767331]
[paragraph, [78.0, 229.0, 596.0, 18.0], shoonya_1sZJKWSSBFC4US, 5767331]
[paragraph, [78.0, 247.0, 596.0, 18.0], shoonya_1sZJKWSSBFC4US, 5767331]
[paragraph, [78.0, 265.0, 596.0, 18.0], shoonya_1sZJKWSSBFC4US, 5767331]
[paragraph, [78.0, 283.0, 596.0, 18.0], shoonya_1sZJKWSSBFC4US, 5767331]
[paragraph, [78.0, 301.0, 596.0, 18.0], shoonya_1sZJKWSSBFC4US, 5767331]
[paragraph, [78.0, 319.0, 596.0, 18.0], shoonya_1sZJKWSSBFC4US, 5767331]
[section-title, [140.0, 364.0, 460.0, 30.0], Xe-LBw2CvO, 5767331]
[section-title, [140.0, 394.0, 460.0, 30.0], Xe-LBw2CvO, 5767331]
[paragraph, [66.0, 433.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 451.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 469.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 487.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 505.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 523.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 541.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 559.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 577.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 595.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 613.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 631.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 649.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 667.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 685.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 703.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 721.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 739.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 757.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 775.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 793.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 811.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 829.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 847.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 865.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 883.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 901.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 919.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 937.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 955.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 973.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 991.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 1009.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 1027.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 1045.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 1063.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 1081.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 1099.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 1117.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 1135.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 1153.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
[paragraph, [66.0, 1171.0, 616.0, 18.0], shoonya_4sMS846WU09CQL, 5767331]
