[2481, 1654]
[folio, [335.0, 93.0, 137.0, 36.0], 7O_CWr8XRt, 5721870]
[paragraph, [216.0, 215.0, 1274.0, 36.0], shoonya_2sH6TW58CN2DVS, 5721870]
[paragraph, [216.0, 251.0, 1274.0, 36.0], shoonya_2sH6TW58CN2DVS, 5721870]
[paragraph, [216.0, 287.0, 1274.0, 36.0], shoonya_2sH6TW58CN2DVS, 5721870]
[paragraph, [217.0, 324.0, 1269.0, 36.0], WoZ5JbM47Q, 5721870]
[paragraph, [217.0, 360.0, 1269.0, 36.0], WoZ5JbM47Q, 5721870]
[paragraph, [217.0, 396.0, 1269.0, 36.0], WoZ5JbM47Q, 5721870]
[paragraph, [217.0, 432.0, 1269.0, 36.0], WoZ5JbM47Q, 5721870]
[paragraph, [217.0, 468.0, 1269.0, 36.0], WoZ5JbM47Q, 5721870]
[paragraph, [217.0, 504.0, 1269.0, 36.0], WoZ5JbM47Q, 5721870]
[paragraph, [217.0, 540.0, 1269.0, 36.0], WoZ5JbM47Q, 5721870]
[paragraph, [217.0, 576.0, 1269.0, 36.0], WoZ5JbM47Q, 5721870]
[paragraph, [217.0, 612.0, 1269.0, 36.0], WoZ5JbM47Q, 5721870]
[paragraph, [217.0, 648.0, 1269.0, 36.0], WoZ5JbM47Q, 5721870]
[paragraph, [217.0, 684.0, 1269.0, 36.0], WoZ5JbM47Q, 5721870]
[paragraph, [217.0, 720.0, 1269.0, 36.0], WoZ5JbM47Q, 5721870]
[paragraph, [217.0, 756.0, 1269.0, 36.0], WoZ5JbM47Q, 5721870]
[paragraph, [217.0, 792.0, 1269.0, 36.0], WoZ5JbM47Q, 5721870]
[paragraph, [219.0, 841.0, 1267.0, 36.0], WWV2d6bZ-e, 5721870]
[paragraph, [219.0, 877.0, 1267.0, 36.0], WWV2d6bZ-e, 5721870]
[paragraph, [217.0, 948.0, 1267.0, 36.0], aTNEogGpnm, 5721870]
[paragraph, [217.0, 984.0, 1267.0, 36.0], aTNEogGpnm, 5721870]
[paragraph, [217.0, 1020.0, 1267.0, 36.0], aTNEogGpnm, 5721870]
[paragraph, [217.0, 1056.0, 1267.0, 36.0], aTNEogGpnm, 5721870]
[paragraph, [287.0, 1106.0, 710.0, 36.0], heuHczSUEH, 5721870]
[paragraph, [223.0, 1159.0, 1275.0, 36.0], bBh5bC1vXT, 5721870]
[paragraph, [223.0, 1195.0, 1275.0, 36.0], bBh5bC1vXT, 5721870]
[paragraph, [223.0, 1231.0, 1275.0, 36.0], bBh5bC1vXT, 5721870]
[paragraph, [223.0, 1267.0, 1275.0, 36.0], bBh5bC1vXT, 5721870]
[paragraph, [223.0, 1303.0, 1275.0, 36.0], bBh5bC1vXT, 5721870]
[paragraph, [223.0, 1339.0, 1275.0, 36.0], bBh5bC1vXT, 5721870]
[paragraph, [223.0, 1375.0, 1275.0, 36.0], bBh5bC1vXT, 5721870]
[paragraph, [217.0, 1418.0, 1281.0, 36.0], RB5VDyEXdm, 5721870]
[paragraph, [217.0, 1454.0, 1281.0, 36.0], RB5VDyEXdm, 5721870]
[paragraph, [217.0, 1490.0, 1281.0, 36.0], RB5VDyEXdm, 5721870]
[paragraph, [217.0, 1526.0, 1281.0, 36.0], RB5VDyEXdm, 5721870]
[paragraph, [217.0, 1562.0, 1281.0, 36.0], RB5VDyEXdm, 5721870]
[paragraph, [217.0, 1598.0, 1281.0, 36.0], RB5VDyEXdm, 5721870]
[paragraph, [217.0, 1634.0, 1281.0, 36.0], RB5VDyEXdm, 5721870]
[paragraph, [217.0, 1670.0, 1281.0, 36.0], RB5VDyEXdm, 5721870]
[paragraph, [217.0, 1706.0, 1281.0, 36.0], RB5VDyEXdm, 5721870]
[paragraph, [217.0, 1742.0, 1281.0, 36.0], RB5VDyEXdm, 5721870]
[paragraph, [217.0, 1778.0, 1281.0, 36.0], RB5VDyEXdm, 5721870]
[paragraph, [212.0, 1837.0, 1287.0, 36.0], shoonya_1sNMUEMZ8LBI8S, 5721870]
[paragraph, [212.0, 1873.0, 1287.0, 36.0], shoonya_1sNMUEMZ8LBI8S, 5721870]
[paragraph, [212.0, 1909.0, 1287.0, 36.0], shoonya_1sNMUEMZ8LBI8S, 5721870]
[paragraph, [212.0, 1945.0, 1287.0, 36.0], shoonya_1sNMUEMZ8LBI8S, 5721870]
[paragraph, [212.0, 1981.0, 1287.0, 36.0], shoonya_1sNMUEMZ8LBI8S, 5721870]
[paragraph, [212.0, 2017.0, 1287.0, 36.0], shoonya_1sNMUEMZ8LBI8S, 5721870]
[paragraph, [212.0, 2053.0, 1287.0, 36.0], shoonya_1sNMUEMZ8LBI8S, 5721870]
[paragraph, [212.0, 2089.0, 1287.0, 36.0], shoonya_1sNMUEMZ8LBI8S, 5721870]
[paragraph, [212.0, 2125.0, 1287.0, 36.0], shoonya_1sNMUEMZ8LBI8S, 5721870]
[paragraph, [212.0, 2161.0, 1287.0, 36.0], shoonya_1sNMUEMZ8LBI8S, 5721870]
