[2339, 1653]
[paragraph, [322.0, 162.0, 1138.0, 36.0], shoonya_1sZZOE1CG2XJTF, 5734370]
[paragraph, [322.0, 198.0, 1138.0, 36.0], shoonya_1sZZOE1CG2XJTF, 5734370]
[paragraph, [322.0, 234.0, 1138.0, 36.0], shoonya_1sZZOE1CG2XJTF, 5734370]
[paragraph, [322.0, 270.0, 1138.0, 36.0], shoonya_1sZZOE1CG2XJTF, 5734370]
[paragraph, [322.0, 306.0, 1138.0, 36.0], shoonya_1sZZOE1CG2XJTF, 5734370]
[paragraph, [322.0, 342.0, 1138.0, 36.0], shoonya_1sZZOE1CG2XJTF, 5734370]
[paragraph, [322.0, 378.0, 1138.0, 36.0], shoonya_1sZZOE1CG2XJTF, 5734370]
[paragraph, [322.0, 414.0, 1138.0, 36.0], shoonya_1sZZOE1CG2XJTF, 5734370]
[paragraph, [322.0, 450.0, 1138.0, 36.0], shoonya_1sZZOE1CG2XJTF, 5734370]
[paragraph, [322.0, 486.0, 1138.0, 36.0], shoonya_1sZZOE1CG2XJTF, 5734370]
[paragraph, [326.0, 557.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 593.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 629.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 665.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 701.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 737.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 773.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 809.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 845.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 881.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 917.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 953.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 989.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 1025.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 1061.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 1097.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 1133.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 1169.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 1205.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 1241.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 1277.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 1313.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 1349.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 1385.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 1421.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 1457.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 1493.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 1529.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 1565.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 1601.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 1637.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [326.0, 1673.0, 1145.0, 36.0], shoonya_2s1AYPCBI4S4ZG, 5734370]
[paragraph, [325.0, 1723.0, 1137.0, 36.0], shoonya_0sMUUM1V143TCF, 5734370]
[paragraph, [325.0, 1759.0, 1137.0, 36.0], shoonya_0sMUUM1V143TCF, 5734370]
[paragraph, [325.0, 1795.0, 1137.0, 36.0], shoonya_0sMUUM1V143TCF, 5734370]
[paragraph, [325.0, 1831.0, 1137.0, 36.0], shoonya_0sMUUM1V143TCF, 5734370]
[paragraph, [325.0, 1867.0, 1137.0, 36.0], shoonya_0sMUUM1V143TCF, 5734370]
[paragraph, [325.0, 1903.0, 1137.0, 36.0], shoonya_0sMUUM1V143TCF, 5734370]
[paragraph, [325.0, 1939.0, 1137.0, 36.0], shoonya_0sMUUM1V143TCF, 5734370]
[paragraph, [325.0, 1975.0, 1137.0, 36.0], shoonya_0sMUUM1V143TCF, 5734370]
[paragraph, [325.0, 2011.0, 1137.0, 36.0], shoonya_0sMUUM1V143TCF, 5734370]
[paragraph, [325.0, 2047.0, 1137.0, 36.0], shoonya_0sMUUM1V143TCF, 5734370]
[folio, [1124.0, 2155.0, 276.0, 36.0], GcFEL9bGrp, 5734370]
