[576, 360]
[section-title, [57.0, 66.0, 245.0, 30.0], 5KDHaUPVLR, 6517421]
[author, [119.0, 109.0, 122.0, 18.0], 2wZ8XOC9b6, 6517421]
[paragraph, [32.0, 152.0, 301.0, 18.0], shoonya_0s61SC0GHQIQ33, 6517421]
[paragraph, [32.0, 170.0, 301.0, 18.0], shoonya_0s61SC0GHQIQ33, 6517421]
[paragraph, [32.0, 188.0, 301.0, 18.0], shoonya_0s61SC0GHQIQ33, 6517421]
[paragraph, [32.0, 206.0, 301.0, 18.0], shoonya_0s61SC0GHQIQ33, 6517421]
[paragraph, [32.0, 224.0, 301.0, 18.0], shoonya_0s61SC0GHQIQ33, 6517421]
[paragraph, [32.0, 242.0, 301.0, 18.0], shoonya_0s61SC0GHQIQ33, 6517421]
[paragraph, [32.0, 260.0, 301.0, 18.0], shoonya_0s61SC0GHQIQ33, 6517421]
[paragraph, [32.0, 278.0, 301.0, 18.0], shoonya_0s61SC0GHQIQ33, 6517421]
[paragraph, [32.0, 296.0, 301.0, 18.0], shoonya_0s61SC0GHQIQ33, 6517421]
[paragraph, [32.0, 314.0, 301.0, 18.0], shoonya_0s61SC0GHQIQ33, 6517421]
[paragraph, [32.0, 332.0, 301.0, 18.0], shoonya_0s61SC0GHQIQ33, 6517421]
[paragraph, [32.0, 350.0, 301.0, 18.0], shoonya_0s61SC0GHQIQ33, 6517421]
[paragraph, [32.0, 368.0, 301.0, 18.0], shoonya_0s61SC0GHQIQ33, 6517421]
[paragraph, [32.0, 386.0, 301.0, 18.0], shoonya_0s61SC0GHQIQ33, 6517421]
[paragraph, [32.0, 404.0, 301.0, 18.0], shoonya_0s61SC0GHQIQ33, 6517421]
[paragraph, [32.0, 422.0, 301.0, 18.0], shoonya_0s61SC0GHQIQ33, 6517421]
[paragraph, [32.0, 440.0, 301.0, 18.0], shoonya_0s61SC0GHQIQ33, 6517421]
[paragraph, [32.0, 458.0, 301.0, 18.0], shoonya_0s61SC0GHQIQ33, 6517421]
[paragraph, [32.0, 476.0, 301.0, 18.0], shoonya_0s61SC0GHQIQ33, 6517421]
[paragraph, [32.0, 494.0, 301.0, 18.0], shoonya_0s61SC0GHQIQ33, 6517421]
