[889, 615]
[section-title, [94.0, 55.0, 432.0, 30.0], shoonya_1sEZTP28C60JUP, 5705009]
[paragraph, [14.0, 180.0, 587.0, 18.0], shoonya_0sFQL10WUK7FYH, 5705009]
[paragraph, [14.0, 198.0, 587.0, 18.0], shoonya_0sFQL10WUK7FYH, 5705009]
[paragraph, [14.0, 216.0, 587.0, 18.0], shoonya_0sFQL10WUK7FYH, 5705009]
[paragraph, [14.0, 234.0, 587.0, 18.0], shoonya_0sFQL10WUK7FYH, 5705009]
[paragraph, [14.0, 252.0, 587.0, 18.0], shoonya_0sFQL10WUK7FYH, 5705009]
[paragraph, [14.0, 270.0, 587.0, 18.0], shoonya_0sFQL10WUK7FYH, 5705009]
[paragraph, [14.0, 288.0, 587.0, 18.0], shoonya_0sFQL10WUK7FYH, 5705009]
[paragraph, [14.0, 306.0, 587.0, 18.0], shoonya_0sFQL10WUK7FYH, 5705009]
[paragraph, [14.0, 324.0, 587.0, 18.0], shoonya_0sFQL10WUK7FYH, 5705009]
[paragraph, [14.0, 342.0, 587.0, 18.0], shoonya_0sFQL10WUK7FYH, 5705009]
[paragraph, [5.0, 429.0, 598.0, 18.0], LlcjtBORQU, 5705009]
[paragraph, [5.0, 447.0, 598.0, 18.0], LlcjtBORQU, 5705009]
[paragraph, [5.0, 465.0, 598.0, 18.0], LlcjtBORQU, 5705009]
[paragraph, [5.0, 483.0, 598.0, 18.0], LlcjtBORQU, 5705009]
[paragraph, [5.0, 501.0, 598.0, 18.0], LlcjtBORQU, 5705009]
[paragraph, [5.0, 519.0, 598.0, 18.0], LlcjtBORQU, 5705009]
[paragraph, [5.0, 537.0, 598.0, 18.0], LlcjtBORQU, 5705009]
[paragraph, [5.0, 555.0, 598.0, 18.0], LlcjtBORQU, 5705009]
[paragraph, [5.0, 573.0, 598.0, 18.0], LlcjtBORQU, 5705009]
[paragraph, [5.0, 591.0, 598.0, 18.0], LlcjtBORQU, 5705009]
[paragraph, [5.0, 609.0, 598.0, 18.0], LlcjtBORQU, 5705009]
[author, [279.0, 678.0, 313.0, 18.0], 7EiB6U_vcA, 5705009]
[author, [279.0, 696.0, 313.0, 18.0], 7EiB6U_vcA, 5705009]
[author, [279.0, 714.0, 313.0, 18.0], 7EiB6U_vcA, 5705009]
[author, [279.0, 732.0, 313.0, 18.0], 7EiB6U_vcA, 5705009]
[author, [279.0, 750.0, 313.0, 18.0], 7EiB6U_vcA, 5705009]
[author, [279.0, 768.0, 313.0, 18.0], 7EiB6U_vcA, 5705009]
[author, [279.0, 786.0, 313.0, 18.0], 7EiB6U_vcA, 5705009]
[contact-info, [49.0, 746.0, 127.0, 18.0], W6k_xm3NuZ, 5705009]
[contact-info, [49.0, 764.0, 127.0, 18.0], W6k_xm3NuZ, 5705009]
