[975, 571]
[chapter-title, [206.0, 98.0, 145.0, 30.0], shoonya_0sICM3ADDM6WWG, 5776682]
[paragraph, [8.0, 145.0, 542.0, 18.0], iPju7tnuqa, 5776682]
[paragraph, [8.0, 163.0, 542.0, 18.0], iPju7tnuqa, 5776682]
[paragraph, [6.0, 188.0, 543.0, 18.0], 5KmHTXW3rL, 5776682]
[paragraph, [6.0, 206.0, 543.0, 18.0], 5KmHTXW3rL, 5776682]
[paragraph, [6.0, 224.0, 543.0, 18.0], 5KmHTXW3rL, 5776682]
[paragraph, [6.0, 242.0, 543.0, 18.0], 5KmHTXW3rL, 5776682]
[paragraph, [8.0, 269.0, 541.0, 18.0], esckg2JIE6, 5776682]
[paragraph, [8.0, 287.0, 541.0, 18.0], esckg2JIE6, 5776682]
[paragraph, [8.0, 305.0, 541.0, 18.0], esckg2JIE6, 5776682]
[paragraph, [7.0, 330.0, 545.0, 18.0], VBpP4IRHB_, 5776682]
[paragraph, [7.0, 348.0, 545.0, 18.0], VBpP4IRHB_, 5776682]
[paragraph, [7.0, 366.0, 545.0, 18.0], VBpP4IRHB_, 5776682]
[paragraph, [7.0, 384.0, 545.0, 18.0], VBpP4IRHB_, 5776682]
[paragraph, [8.0, 407.0, 541.0, 18.0], anIDc8E9HX, 5776682]
[paragraph, [8.0, 425.0, 541.0, 18.0], anIDc8E9HX, 5776682]
[paragraph, [8.0, 443.0, 541.0, 18.0], anIDc8E9HX, 5776682]
[paragraph, [8.0, 461.0, 541.0, 18.0], anIDc8E9HX, 5776682]
[paragraph, [8.0, 479.0, 541.0, 18.0], anIDc8E9HX, 5776682]
[paragraph, [8.0, 497.0, 541.0, 18.0], anIDc8E9HX, 5776682]
[paragraph, [8.0, 515.0, 541.0, 18.0], anIDc8E9HX, 5776682]
[paragraph, [8.0, 533.0, 541.0, 18.0], anIDc8E9HX, 5776682]
[paragraph, [3.0, 558.0, 550.0, 18.0], 0QOcYzG9N6, 5776682]
[paragraph, [3.0, 576.0, 550.0, 18.0], 0QOcYzG9N6, 5776682]
[paragraph, [3.0, 594.0, 550.0, 18.0], 0QOcYzG9N6, 5776682]
[paragraph, [3.0, 612.0, 550.0, 18.0], 0QOcYzG9N6, 5776682]
[paragraph, [3.0, 630.0, 550.0, 18.0], 0QOcYzG9N6, 5776682]
[paragraph, [3.0, 648.0, 550.0, 18.0], 0QOcYzG9N6, 5776682]
[paragraph, [6.0, 673.0, 550.0, 18.0], jF6Hrp55zF, 5776682]
[paragraph, [6.0, 691.0, 550.0, 18.0], jF6Hrp55zF, 5776682]
[paragraph, [6.0, 709.0, 550.0, 18.0], jF6Hrp55zF, 5776682]
[paragraph, [6.0, 727.0, 550.0, 18.0], jF6Hrp55zF, 5776682]
[paragraph, [6.0, 745.0, 550.0, 18.0], jF6Hrp55zF, 5776682]
[paragraph, [6.0, 763.0, 550.0, 18.0], jF6Hrp55zF, 5776682]
[paragraph, [1.0, 783.0, 553.0, 18.0], tOH60gLWzY, 5776682]
[paragraph, [1.0, 801.0, 553.0, 18.0], tOH60gLWzY, 5776682]
[paragraph, [1.0, 819.0, 553.0, 18.0], tOH60gLWzY, 5776682]
[paragraph, [1.0, 837.0, 553.0, 18.0], tOH60gLWzY, 5776682]
