[1300, 900]
[folio, [335.0, 42.0, 256.0, 18.0], shoonya_2sPJKPXXMTSMCC, 5730600]
[paragraph, [103.0, 101.0, 709.0, 18.0], shoonya_1sZA0X36UPFTMK, 5730600]
[paragraph, [103.0, 119.0, 709.0, 18.0], shoonya_1sZA0X36UPFTMK, 5730600]
[paragraph, [103.0, 137.0, 709.0, 18.0], shoonya_1sZA0X36UPFTMK, 5730600]
[paragraph, [103.0, 155.0, 709.0, 18.0], shoonya_1sZA0X36UPFTMK, 5730600]
[paragraph, [103.0, 173.0, 709.0, 18.0], shoonya_1sZA0X36UPFTMK, 5730600]
[paragraph, [103.0, 191.0, 709.0, 18.0], shoonya_1sZA0X36UPFTMK, 5730600]
[paragraph, [103.0, 209.0, 709.0, 18.0], shoonya_1sZA0X36UPFTMK, 5730600]
[paragraph, [103.0, 227.0, 709.0, 18.0], shoonya_1sZA0X36UPFTMK, 5730600]
[paragraph, [103.0, 245.0, 709.0, 18.0], shoonya_1sZA0X36UPFTMK, 5730600]
[paragraph, [103.0, 263.0, 709.0, 18.0], shoonya_1sZA0X36UPFTMK, 5730600]
[paragraph, [103.0, 281.0, 709.0, 18.0], shoonya_1sZA0X36UPFTMK, 5730600]
[paragraph, [103.0, 299.0, 709.0, 18.0], shoonya_1sZA0X36UPFTMK, 5730600]
[paragraph, [103.0, 317.0, 709.0, 18.0], shoonya_1sZA0X36UPFTMK, 5730600]
[paragraph, [103.0, 335.0, 709.0, 18.0], shoonya_1sZA0X36UPFTMK, 5730600]
[paragraph, [103.0, 353.0, 709.0, 18.0], shoonya_1sZA0X36UPFTMK, 5730600]
[paragraph, [103.0, 371.0, 709.0, 18.0], shoonya_1sZA0X36UPFTMK, 5730600]
[paragraph, [97.0, 404.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 422.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 440.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 458.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 476.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 494.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 512.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 530.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 548.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 566.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 584.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 602.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 620.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 638.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 656.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 674.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 692.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 710.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 728.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 746.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 764.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 782.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 800.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 818.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 836.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 854.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 872.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 890.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 908.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 926.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 944.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 962.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 980.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 998.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 1016.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 1034.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 1052.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 1070.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 1088.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 1106.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 1124.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 1142.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 1160.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 1178.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 1196.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 1214.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
[paragraph, [97.0, 1232.0, 715.0, 18.0], shoonya_0sECCTTSJDGFXV, 5730600]
