[882, 655]
[section-title, [94.0, 107.0, 187.0, 30.0], shoonya_4sV2TWS5TOXJH6, 5759612]
[paragraph, [74.0, 163.0, 247.0, 18.0], shoonya_2sN1QH2YF5YPBX, 5759612]
[paragraph, [74.0, 181.0, 247.0, 18.0], shoonya_2sN1QH2YF5YPBX, 5759612]
[paragraph, [74.0, 199.0, 247.0, 18.0], shoonya_2sN1QH2YF5YPBX, 5759612]
[paragraph, [74.0, 217.0, 247.0, 18.0], shoonya_2sN1QH2YF5YPBX, 5759612]
[paragraph, [74.0, 235.0, 247.0, 18.0], shoonya_2sN1QH2YF5YPBX, 5759612]
[paragraph, [74.0, 253.0, 247.0, 18.0], shoonya_2sN1QH2YF5YPBX, 5759612]
[paragraph, [74.0, 271.0, 247.0, 18.0], shoonya_2sN1QH2YF5YPBX, 5759612]
[paragraph, [74.0, 289.0, 247.0, 18.0], shoonya_2sN1QH2YF5YPBX, 5759612]
[paragraph, [74.0, 307.0, 247.0, 18.0], shoonya_2sN1QH2YF5YPBX, 5759612]
[paragraph, [74.0, 325.0, 247.0, 18.0], shoonya_2sN1QH2YF5YPBX, 5759612]
[paragraph, [74.0, 343.0, 247.0, 18.0], shoonya_2sN1QH2YF5YPBX, 5759612]
[paragraph, [334.0, 222.0, 241.0, 18.0], _5y_Xe9ugR, 5759612]
[paragraph, [334.0, 240.0, 241.0, 18.0], _5y_Xe9ugR, 5759612]
[paragraph, [334.0, 258.0, 241.0, 18.0], _5y_Xe9ugR, 5759612]
[paragraph, [334.0, 276.0, 241.0, 18.0], _5y_Xe9ugR, 5759612]
[paragraph, [334.0, 294.0, 241.0, 18.0], _5y_Xe9ugR, 5759612]
[paragraph, [334.0, 312.0, 241.0, 18.0], _5y_Xe9ugR, 5759612]
[paragraph, [334.0, 330.0, 241.0, 18.0], _5y_Xe9ugR, 5759612]
[paragraph, [334.0, 348.0, 241.0, 18.0], _5y_Xe9ugR, 5759612]
[paragraph, [334.0, 366.0, 241.0, 18.0], _5y_Xe9ugR, 5759612]
[paragraph, [334.0, 384.0, 241.0, 18.0], _5y_Xe9ugR, 5759612]
[paragraph, [334.0, 402.0, 241.0, 18.0], _5y_Xe9ugR, 5759612]
[paragraph, [334.0, 420.0, 241.0, 18.0], _5y_Xe9ugR, 5759612]
[paragraph, [334.0, 438.0, 241.0, 18.0], _5y_Xe9ugR, 5759612]
[paragraph, [334.0, 456.0, 241.0, 18.0], _5y_Xe9ugR, 5759612]
[paragraph, [334.0, 474.0, 241.0, 18.0], _5y_Xe9ugR, 5759612]
[paragraph, [76.0, 368.0, 246.0, 18.0], shoonya_9sNNI1NSN40N95, 5759612]
[paragraph, [76.0, 386.0, 246.0, 18.0], shoonya_9sNNI1NSN40N95, 5759612]
[paragraph, [76.0, 404.0, 246.0, 18.0], shoonya_9sNNI1NSN40N95, 5759612]
[paragraph, [76.0, 422.0, 246.0, 18.0], shoonya_9sNNI1NSN40N95, 5759612]
[paragraph, [76.0, 440.0, 246.0, 18.0], shoonya_9sNNI1NSN40N95, 5759612]
[paragraph, [76.0, 458.0, 246.0, 18.0], shoonya_9sNNI1NSN40N95, 5759612]
[paragraph, [76.0, 476.0, 246.0, 18.0], shoonya_9sNNI1NSN40N95, 5759612]
[paragraph, [76.0, 494.0, 246.0, 18.0], shoonya_9sNNI1NSN40N95, 5759612]
[paragraph, [76.0, 512.0, 246.0, 18.0], shoonya_9sNNI1NSN40N95, 5759612]
