[2338, 1654]
[paragraph, [362.0, 169.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 205.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 241.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 277.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 313.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 349.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 385.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 421.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 457.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 493.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 529.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 565.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 601.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 637.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 673.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 709.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 745.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 781.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 817.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 853.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 889.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 925.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 961.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 997.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 1033.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 1069.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 1105.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 1141.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 1177.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 1213.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 1249.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 1285.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[paragraph, [362.0, 1321.0, 389.0, 36.0], 0J5lkipHhS, 5753918]
[author, [792.0, 1305.0, 548.0, 36.0], YhkTAcTMw9, 5753918]
[paragraph, [376.0, 1365.0, 567.0, 36.0], AWAEvZWUpN, 5753918]
[paragraph, [376.0, 1401.0, 567.0, 36.0], AWAEvZWUpN, 5753918]
[paragraph, [376.0, 1437.0, 567.0, 36.0], AWAEvZWUpN, 5753918]
[paragraph, [376.0, 1473.0, 567.0, 36.0], AWAEvZWUpN, 5753918]
[paragraph, [376.0, 1509.0, 567.0, 36.0], AWAEvZWUpN, 5753918]
[paragraph, [376.0, 1545.0, 567.0, 36.0], AWAEvZWUpN, 5753918]
[paragraph, [376.0, 1581.0, 567.0, 36.0], AWAEvZWUpN, 5753918]
[paragraph, [376.0, 1617.0, 567.0, 36.0], AWAEvZWUpN, 5753918]
[paragraph, [376.0, 1653.0, 567.0, 36.0], AWAEvZWUpN, 5753918]
[paragraph, [376.0, 1689.0, 567.0, 36.0], AWAEvZWUpN, 5753918]
[paragraph, [376.0, 1725.0, 567.0, 36.0], AWAEvZWUpN, 5753918]
[paragraph, [376.0, 1761.0, 567.0, 36.0], AWAEvZWUpN, 5753918]
[paragraph, [376.0, 1797.0, 567.0, 36.0], AWAEvZWUpN, 5753918]
[paragraph, [376.0, 1833.0, 567.0, 36.0], AWAEvZWUpN, 5753918]
[paragraph, [376.0, 1869.0, 567.0, 36.0], AWAEvZWUpN, 5753918]
[paragraph, [376.0, 1905.0, 567.0, 36.0], AWAEvZWUpN, 5753918]
[author, [825.0, 1895.0, 540.0, 36.0], dUz09BU_yf, 5753918]
[paragraph, [376.0, 1959.0, 598.0, 36.0], LJiKcWNzvT, 5753918]
[paragraph, [376.0, 1995.0, 598.0, 36.0], LJiKcWNzvT, 5753918]
[paragraph, [376.0, 2031.0, 598.0, 36.0], LJiKcWNzvT, 5753918]
