[1253, 871]
[chapter-title, [324.0, 6.0, 298.0, 30.0], shoonya_0sCY4GXQBSARLN, 5775749]
[paragraph, [174.0, 69.0, 544.0, 18.0], B07tNXvyL-, 5775749]
[paragraph, [163.0, 96.0, 647.0, 18.0], 9r1mcw42vV, 5775749]
[paragraph, [163.0, 114.0, 647.0, 18.0], 9r1mcw42vV, 5775749]
[paragraph, [160.0, 144.0, 333.0, 18.0], O9YIiavfC2, 5775749]
[paragraph, [156.0, 171.0, 652.0, 18.0], kq6R-edNts, 5775749]
[paragraph, [156.0, 189.0, 652.0, 18.0], kq6R-edNts, 5775749]
[paragraph, [154.0, 219.0, 655.0, 18.0], DujmKWBxUs, 5775749]
[paragraph, [154.0, 237.0, 655.0, 18.0], DujmKWBxUs, 5775749]
[paragraph, [154.0, 255.0, 655.0, 18.0], DujmKWBxUs, 5775749]
[paragraph, [154.0, 273.0, 655.0, 18.0], DujmKWBxUs, 5775749]
[paragraph, [154.0, 291.0, 655.0, 18.0], DujmKWBxUs, 5775749]
[paragraph, [154.0, 309.0, 655.0, 18.0], DujmKWBxUs, 5775749]
[paragraph, [154.0, 327.0, 655.0, 18.0], DujmKWBxUs, 5775749]
[paragraph, [154.0, 345.0, 655.0, 18.0], DujmKWBxUs, 5775749]
[paragraph, [152.0, 371.0, 657.0, 18.0], xuWOenupct, 5775749]
[paragraph, [152.0, 389.0, 657.0, 18.0], xuWOenupct, 5775749]
[paragraph, [152.0, 426.0, 651.0, 18.0], Wjr4dc2Es5, 5775749]
[paragraph, [152.0, 444.0, 651.0, 18.0], Wjr4dc2Es5, 5775749]
[paragraph, [151.0, 473.0, 656.0, 18.0], nwIw_hHwIl, 5775749]
[paragraph, [151.0, 491.0, 656.0, 18.0], nwIw_hHwIl, 5775749]
[paragraph, [152.0, 523.0, 652.0, 18.0], HAVJAmrmpa, 5775749]
[paragraph, [152.0, 541.0, 652.0, 18.0], HAVJAmrmpa, 5775749]
[paragraph, [151.0, 574.0, 652.0, 18.0], UkYJ4klriT, 5775749]
[paragraph, [151.0, 592.0, 652.0, 18.0], UkYJ4klriT, 5775749]
[paragraph, [149.0, 623.0, 654.0, 18.0], 2nKtHjiW9U, 5775749]
[paragraph, [149.0, 641.0, 654.0, 18.0], 2nKtHjiW9U, 5775749]
[paragraph, [149.0, 672.0, 655.0, 18.0], zphB3Rqzqx, 5775749]
[paragraph, [149.0, 690.0, 655.0, 18.0], zphB3Rqzqx, 5775749]
[paragraph, [149.0, 708.0, 655.0, 18.0], zphB3Rqzqx, 5775749]
[paragraph, [149.0, 726.0, 655.0, 18.0], zphB3Rqzqx, 5775749]
[paragraph, [149.0, 744.0, 655.0, 18.0], zphB3Rqzqx, 5775749]
[paragraph, [149.0, 762.0, 655.0, 18.0], zphB3Rqzqx, 5775749]
[paragraph, [152.0, 800.0, 656.0, 18.0], x1JMDs0MGQ, 5775749]
[paragraph, [152.0, 818.0, 656.0, 18.0], x1JMDs0MGQ, 5775749]
[paragraph, [152.0, 836.0, 656.0, 18.0], x1JMDs0MGQ, 5775749]
[paragraph, [152.0, 854.0, 656.0, 18.0], x1JMDs0MGQ, 5775749]
[paragraph, [152.0, 872.0, 656.0, 18.0], x1JMDs0MGQ, 5775749]
[paragraph, [152.0, 890.0, 656.0, 18.0], x1JMDs0MGQ, 5775749]
[paragraph, [152.0, 908.0, 656.0, 18.0], x1JMDs0MGQ, 5775749]
[paragraph, [152.0, 926.0, 656.0, 18.0], x1JMDs0MGQ, 5775749]
[paragraph, [152.0, 944.0, 656.0, 18.0], x1JMDs0MGQ, 5775749]
[paragraph, [152.0, 962.0, 656.0, 18.0], x1JMDs0MGQ, 5775749]
[paragraph, [152.0, 980.0, 656.0, 18.0], x1JMDs0MGQ, 5775749]
[paragraph, [152.0, 998.0, 656.0, 18.0], x1JMDs0MGQ, 5775749]
[paragraph, [152.0, 1016.0, 656.0, 18.0], x1JMDs0MGQ, 5775749]
[paragraph, [152.0, 1034.0, 656.0, 18.0], x1JMDs0MGQ, 5775749]
[paragraph, [152.0, 1052.0, 656.0, 18.0], x1JMDs0MGQ, 5775749]
[paragraph, [152.0, 1070.0, 656.0, 18.0], x1JMDs0MGQ, 5775749]
