[1044, 769]
[paragraph, [355.0, 280.0, 348.0, 18.0], shoonya_5s8P70MGNGS8VS, 5722134]
[paragraph, [355.0, 298.0, 348.0, 18.0], shoonya_5s8P70MGNGS8VS, 5722134]
[paragraph, [355.0, 316.0, 348.0, 18.0], shoonya_5s8P70MGNGS8VS, 5722134]
[paragraph, [355.0, 334.0, 348.0, 18.0], shoonya_5s8P70MGNGS8VS, 5722134]
[paragraph, [355.0, 352.0, 348.0, 18.0], shoonya_5s8P70MGNGS8VS, 5722134]
[paragraph, [355.0, 370.0, 348.0, 18.0], shoonya_5s8P70MGNGS8VS, 5722134]
[paragraph, [355.0, 388.0, 348.0, 18.0], shoonya_5s8P70MGNGS8VS, 5722134]
[paragraph, [355.0, 406.0, 348.0, 18.0], shoonya_5s8P70MGNGS8VS, 5722134]
[paragraph, [355.0, 424.0, 348.0, 18.0], shoonya_5s8P70MGNGS8VS, 5722134]
[paragraph, [355.0, 442.0, 348.0, 18.0], shoonya_5s8P70MGNGS8VS, 5722134]
[paragraph, [355.0, 460.0, 348.0, 18.0], shoonya_5s8P70MGNGS8VS, 5722134]
[paragraph, [355.0, 478.0, 348.0, 18.0], shoonya_5s8P70MGNGS8VS, 5722134]
[paragraph, [355.0, 496.0, 348.0, 18.0], shoonya_5s8P70MGNGS8VS, 5722134]
[paragraph, [355.0, 514.0, 348.0, 18.0], shoonya_5s8P70MGNGS8VS, 5722134]
[paragraph, [355.0, 532.0, 348.0, 18.0], shoonya_5s8P70MGNGS8VS, 5722134]
[paragraph, [355.0, 550.0, 348.0, 18.0], shoonya_5s8P70MGNGS8VS, 5722134]
[paragraph, [355.0, 568.0, 348.0, 18.0], shoonya_5s8P70MGNGS8VS, 5722134]
[paragraph, [355.0, 586.0, 348.0, 18.0], shoonya_5s8P70MGNGS8VS, 5722134]
[paragraph, [355.0, 604.0, 348.0, 18.0], shoonya_5s8P70MGNGS8VS, 5722134]
[paragraph, [355.0, 622.0, 348.0, 18.0], shoonya_5s8P70MGNGS8VS, 5722134]
[paragraph, [54.0, 473.0, 255.0, 18.0], shoonya_4s8PDPP0SN151O, 5722134]
[paragraph, [54.0, 491.0, 255.0, 18.0], shoonya_4s8PDPP0SN151O, 5722134]
[paragraph, [54.0, 509.0, 255.0, 18.0], shoonya_4s8PDPP0SN151O, 5722134]
[paragraph, [54.0, 527.0, 255.0, 18.0], shoonya_4s8PDPP0SN151O, 5722134]
[paragraph, [54.0, 545.0, 255.0, 18.0], shoonya_4s8PDPP0SN151O, 5722134]
[paragraph, [54.0, 563.0, 255.0, 18.0], shoonya_4s8PDPP0SN151O, 5722134]
[paragraph, [54.0, 581.0, 255.0, 18.0], shoonya_4s8PDPP0SN151O, 5722134]
[paragraph, [54.0, 599.0, 255.0, 18.0], shoonya_4s8PDPP0SN151O, 5722134]
[paragraph, [54.0, 617.0, 255.0, 18.0], shoonya_4s8PDPP0SN151O, 5722134]
[paragraph, [54.0, 635.0, 255.0, 18.0], shoonya_4s8PDPP0SN151O, 5722134]
[paragraph, [54.0, 653.0, 255.0, 18.0], shoonya_4s8PDPP0SN151O, 5722134]
[paragraph, [359.0, 642.0, 267.0, 18.0], shoonya_11sBPJ6CNVJYC3, 5722134]
[paragraph, [359.0, 660.0, 267.0, 18.0], shoonya_11sBPJ6CNVJYC3, 5722134]
[paragraph, [358.0, 684.0, 206.0, 18.0], shoonya_7s8DXDPJNDWVZQ, 5722134]
[paragraph, [358.0, 702.0, 206.0, 18.0], shoonya_7s8DXDPJNDWVZQ, 5722134]
[paragraph, [358.0, 720.0, 206.0, 18.0], shoonya_7s8DXDPJNDWVZQ, 5722134]
[paragraph, [358.0, 738.0, 206.0, 18.0], shoonya_7s8DXDPJNDWVZQ, 5722134]
[paragraph, [358.0, 756.0, 206.0, 18.0], shoonya_7s8DXDPJNDWVZQ, 5722134]
[paragraph, [358.0, 774.0, 206.0, 18.0], shoonya_7s8DXDPJNDWVZQ, 5722134]
[paragraph, [358.0, 792.0, 206.0, 18.0], shoonya_7s8DXDPJNDWVZQ, 5722134]
[paragraph, [358.0, 810.0, 206.0, 18.0], shoonya_7s8DXDPJNDWVZQ, 5722134]
[paragraph, [358.0, 828.0, 206.0, 18.0], shoonya_7s8DXDPJNDWVZQ, 5722134]
[paragraph, [358.0, 846.0, 206.0, 18.0], shoonya_7s8DXDPJNDWVZQ, 5722134]
[paragraph, [358.0, 864.0, 206.0, 18.0], shoonya_7s8DXDPJNDWVZQ, 5722134]
[paragraph, [358.0, 882.0, 206.0, 18.0], shoonya_7s8DXDPJNDWVZQ, 5722134]
[paragraph, [358.0, 900.0, 206.0, 18.0], shoonya_7s8DXDPJNDWVZQ, 5722134]
[paragraph, [358.0, 918.0, 206.0, 18.0], shoonya_7s8DXDPJNDWVZQ, 5722134]
[paragraph, [358.0, 936.0, 206.0, 18.0], shoonya_7s8DXDPJNDWVZQ, 5722134]
[paragraph, [358.0, 954.0, 206.0, 18.0], shoonya_7s8DXDPJNDWVZQ, 5722134]
[paragraph, [56.0, 692.0, 254.0, 18.0], shoonya_2sJV6U49KEDL7Q, 5722134]
[paragraph, [56.0, 710.0, 254.0, 18.0], shoonya_2sJV6U49KEDL7Q, 5722134]
[paragraph, [56.0, 728.0, 254.0, 18.0], shoonya_2sJV6U49KEDL7Q, 5722134]
[paragraph, [56.0, 746.0, 254.0, 18.0], shoonya_2sJV6U49KEDL7Q, 5722134]
[paragraph, [56.0, 764.0, 254.0, 18.0], shoonya_2sJV6U49KEDL7Q, 5722134]
[paragraph, [56.0, 782.0, 254.0, 18.0], shoonya_2sJV6U49KEDL7Q, 5722134]
[paragraph, [56.0, 800.0, 254.0, 18.0], shoonya_2sJV6U49KEDL7Q, 5722134]
[paragraph, [56.0, 818.0, 254.0, 18.0], shoonya_2sJV6U49KEDL7Q, 5722134]
[paragraph, [56.0, 836.0, 254.0, 18.0], shoonya_2sJV6U49KEDL7Q, 5722134]
[paragraph, [55.0, 869.0, 266.0, 18.0], shoonya_6sW2A47A1MTA9K, 5722134]
[paragraph, [55.0, 887.0, 266.0, 18.0], shoonya_6sW2A47A1MTA9K, 5722134]
[paragraph, [55.0, 905.0, 266.0, 18.0], shoonya_6sW2A47A1MTA9K, 5722134]
[paragraph, [55.0, 923.0, 266.0, 18.0], shoonya_6sW2A47A1MTA9K, 5722134]
[paragraph, [55.0, 941.0, 266.0, 18.0], shoonya_6sW2A47A1MTA9K, 5722134]
[folio, [531.0, 992.0, 142.0, 18.0], shoonya_9s5SIFIX45E8GJ, 5722134]
