[1267, 753]
[folio, [315.0, 76.0, 108.0, 18.0], -XD5F_obFP, 5699841]
[paragraph, [74.0, 121.0, 601.0, 18.0], shoonya_1sAO1XDFAJ61SX, 5699841]
[paragraph, [74.0, 139.0, 601.0, 18.0], shoonya_1sAO1XDFAJ61SX, 5699841]
[paragraph, [74.0, 157.0, 601.0, 18.0], shoonya_1sAO1XDFAJ61SX, 5699841]
[paragraph, [74.0, 175.0, 601.0, 18.0], shoonya_1sAO1XDFAJ61SX, 5699841]
[paragraph, [74.0, 193.0, 601.0, 18.0], shoonya_1sAO1XDFAJ61SX, 5699841]
[paragraph, [74.0, 211.0, 601.0, 18.0], shoonya_1sAO1XDFAJ61SX, 5699841]
[paragraph, [74.0, 229.0, 601.0, 18.0], shoonya_1sAO1XDFAJ61SX, 5699841]
[paragraph, [74.0, 247.0, 601.0, 18.0], shoonya_1sAO1XDFAJ61SX, 5699841]
[paragraph, [74.0, 265.0, 601.0, 18.0], shoonya_1sAO1XDFAJ61SX, 5699841]
[paragraph, [74.0, 283.0, 601.0, 18.0], shoonya_1sAO1XDFAJ61SX, 5699841]
[paragraph, [74.0, 301.0, 601.0, 18.0], shoonya_1sAO1XDFAJ61SX, 5699841]
[paragraph, [74.0, 319.0, 601.0, 18.0], shoonya_1sAO1XDFAJ61SX, 5699841]
[paragraph, [74.0, 337.0, 601.0, 18.0], shoonya_1sAO1XDFAJ61SX, 5699841]
[paragraph, [74.0, 355.0, 601.0, 18.0], shoonya_1sAO1XDFAJ61SX, 5699841]
[paragraph, [74.0, 373.0, 601.0, 18.0], shoonya_1sAO1XDFAJ61SX, 5699841]
[paragraph, [75.0, 401.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 419.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 437.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 455.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 473.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 491.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
[paragraph, [75.0, 509.0, 597.0, 18.0], shoonya_0s0YP055FW62I8, 5699841]
