[1004, 2717]
[section-title, [101.0, 59.0, 489.0, 30.0], shoonya_9s8XG0G79YCXQE, 5725912]
[sub-section-title, [2172.0, 75.0, 370.0, 25.5], q6qUPp_u6q, 5725912]
[sub-section-title, [2172.0, 100.5, 370.0, 25.5], q6qUPp_u6q, 5725912]
[sub-section-title, [1586.0, 81.0, 346.0, 25.5], OcTai5p5N2, 5725912]
[sub-section-title, [1586.0, 106.5, 346.0, 25.5], OcTai5p5N2, 5725912]
[paragraph, [100.0, 98.0, 1165.0, 18.0], shoonya_6s9RAXL031NPVD, 5725912]
[paragraph, [100.0, 116.0, 1165.0, 18.0], shoonya_6s9RAXL031NPVD, 5725912]
[paragraph, [100.0, 134.0, 1165.0, 18.0], shoonya_6s9RAXL031NPVD, 5725912]
[paragraph, [100.0, 152.0, 1165.0, 18.0], shoonya_6s9RAXL031NPVD, 5725912]
[paragraph, [2166.0, 140.0, 479.0, 18.0], X9vPILRhBG, 5725912]
[paragraph, [2166.0, 158.0, 479.0, 18.0], X9vPILRhBG, 5725912]
[paragraph, [2166.0, 176.0, 479.0, 18.0], X9vPILRhBG, 5725912]
[paragraph, [2166.0, 194.0, 479.0, 18.0], X9vPILRhBG, 5725912]
[paragraph, [2166.0, 212.0, 479.0, 18.0], X9vPILRhBG, 5725912]
[paragraph, [2166.0, 230.0, 479.0, 18.0], X9vPILRhBG, 5725912]
[unordered-list, [1586.0, 145.0, 302.0, 18.0], UhrGVJ1iKl, 5725912]
[unordered-list, [1586.0, 163.0, 302.0, 18.0], UhrGVJ1iKl, 5725912]
[unordered-list, [1586.0, 181.0, 302.0, 18.0], UhrGVJ1iKl, 5725912]
[unordered-list, [1586.0, 199.0, 302.0, 18.0], UhrGVJ1iKl, 5725912]
[sub-section-title, [685.0, 181.0, 375.0, 25.5], shoonya_13sR8U1TGCMR8Z, 5725912]
[sub-section-title, [685.0, 206.5, 375.0, 25.5], shoonya_13sR8U1TGCMR8Z, 5725912]
[unordered-list, [679.0, 240.0, 615.0, 18.0], shoonya_3sWLDSYUCIXLTU, 5725912]
[unordered-list, [679.0, 258.0, 615.0, 18.0], shoonya_3sWLDSYUCIXLTU, 5725912]
[unordered-list, [679.0, 276.0, 615.0, 18.0], shoonya_3sWLDSYUCIXLTU, 5725912]
[unordered-list, [679.0, 294.0, 615.0, 18.0], shoonya_3sWLDSYUCIXLTU, 5725912]
[unordered-list, [679.0, 312.0, 615.0, 18.0], shoonya_3sWLDSYUCIXLTU, 5725912]
[unordered-list, [679.0, 330.0, 615.0, 18.0], shoonya_3sWLDSYUCIXLTU, 5725912]
[unordered-list, [2169.0, 255.0, 314.0, 18.0], yFVesFDRSc, 5725912]
[unordered-list, [2169.0, 273.0, 314.0, 18.0], yFVesFDRSc, 5725912]
[unordered-list, [2169.0, 291.0, 314.0, 18.0], yFVesFDRSc, 5725912]
[sub-section-title, [1572.0, 261.0, 336.0, 25.5], v5k3GHGIB1, 5725912]
[sub-section-title, [1572.0, 286.5, 336.0, 25.5], v5k3GHGIB1, 5725912]
[sub-section-title, [1572.0, 312.0, 336.0, 25.5], v5k3GHGIB1, 5725912]
[section-title, [2176.0, 325.0, 334.0, 30.0], tS07c2XnQ-, 5725912]
[section-title, [2176.0, 355.0, 334.0, 30.0], tS07c2XnQ-, 5725912]
[unordered-list, [1575.0, 359.0, 319.0, 18.0], DIgalswNb1, 5725912]
[unordered-list, [1575.0, 377.0, 319.0, 18.0], DIgalswNb1, 5725912]
[unordered-list, [1575.0, 395.0, 319.0, 18.0], DIgalswNb1, 5725912]
[unordered-list, [1575.0, 413.0, 319.0, 18.0], DIgalswNb1, 5725912]
[sub-section-title, [686.0, 383.0, 434.0, 25.5], 6dtU_JeX3O, 5725912]
[sub-section-title, [686.0, 408.5, 434.0, 25.5], 6dtU_JeX3O, 5725912]
[paragraph, [2171.0, 389.0, 463.0, 18.0], sOjzJPfDHu, 5725912]
[paragraph, [2171.0, 407.0, 463.0, 18.0], sOjzJPfDHu, 5725912]
[paragraph, [2171.0, 425.0, 463.0, 18.0], sOjzJPfDHu, 5725912]
[paragraph, [2171.0, 443.0, 463.0, 18.0], sOjzJPfDHu, 5725912]
[paragraph, [2171.0, 461.0, 463.0, 18.0], sOjzJPfDHu, 5725912]
[paragraph, [2171.0, 479.0, 463.0, 18.0], sOjzJPfDHu, 5725912]
[unordered-list, [686.0, 447.0, 300.0, 18.0], Afb8m7e2mG, 5725912]
[unordered-list, [686.0, 465.0, 300.0, 18.0], Afb8m7e2mG, 5725912]
[unordered-list, [686.0, 483.0, 300.0, 18.0], Afb8m7e2mG, 5725912]
[unordered-list, [686.0, 501.0, 300.0, 18.0], Afb8m7e2mG, 5725912]
[unordered-list, [686.0, 519.0, 300.0, 18.0], Afb8m7e2mG, 5725912]
[unordered-list, [686.0, 537.0, 300.0, 18.0], Afb8m7e2mG, 5725912]
[unordered-list, [686.0, 555.0, 300.0, 18.0], Afb8m7e2mG, 5725912]
[unordered-list, [686.0, 573.0, 300.0, 18.0], Afb8m7e2mG, 5725912]
[unordered-list, [686.0, 591.0, 300.0, 18.0], Afb8m7e2mG, 5725912]
[unordered-list, [686.0, 609.0, 300.0, 18.0], Afb8m7e2mG, 5725912]
[sub-section-title, [1565.0, 468.0, 288.0, 25.5], 5xqGzSNAAW, 5725912]
[sub-section-title, [1565.0, 493.5, 288.0, 25.5], 5xqGzSNAAW, 5725912]
[ordered-list, [682.0, 469.0, 309.0, 18.0], shoonya_7sHIB4EHYXOAO5, 5725912]
[ordered-list, [682.0, 487.0, 309.0, 18.0], shoonya_7sHIB4EHYXOAO5, 5725912]
[ordered-list, [682.0, 505.0, 309.0, 18.0], shoonya_7sHIB4EHYXOAO5, 5725912]
[ordered-list, [682.0, 523.0, 309.0, 18.0], shoonya_7sHIB4EHYXOAO5, 5725912]
[ordered-list, [682.0, 541.0, 309.0, 18.0], shoonya_7sHIB4EHYXOAO5, 5725912]
[ordered-list, [682.0, 559.0, 309.0, 18.0], shoonya_7sHIB4EHYXOAO5, 5725912]
[ordered-list, [682.0, 577.0, 309.0, 18.0], shoonya_7sHIB4EHYXOAO5, 5725912]
[ordered-list, [682.0, 595.0, 309.0, 18.0], shoonya_7sHIB4EHYXOAO5, 5725912]
[ordered-list, [2171.0, 500.0, 452.0, 18.0], rv-FCl6Ixz, 5725912]
[ordered-list, [2171.0, 518.0, 452.0, 18.0], rv-FCl6Ixz, 5725912]
[ordered-list, [2171.0, 536.0, 452.0, 18.0], rv-FCl6Ixz, 5725912]
[ordered-list, [2171.0, 554.0, 452.0, 18.0], rv-FCl6Ixz, 5725912]
[ordered-list, [2171.0, 572.0, 452.0, 18.0], rv-FCl6Ixz, 5725912]
[ordered-list, [2171.0, 590.0, 452.0, 18.0], rv-FCl6Ixz, 5725912]
[ordered-list, [2171.0, 608.0, 452.0, 18.0], rv-FCl6Ixz, 5725912]
[ordered-list, [2171.0, 626.0, 452.0, 18.0], rv-FCl6Ixz, 5725912]
[ordered-list, [2171.0, 644.0, 452.0, 18.0], rv-FCl6Ixz, 5725912]
[ordered-list, [2171.0, 662.0, 452.0, 18.0], rv-FCl6Ixz, 5725912]
[ordered-list, [2171.0, 680.0, 452.0, 18.0], rv-FCl6Ixz, 5725912]
[ordered-list, [2171.0, 698.0, 452.0, 18.0], rv-FCl6Ixz, 5725912]
[ordered-list, [2171.0, 716.0, 452.0, 18.0], rv-FCl6Ixz, 5725912]
[ordered-list, [2171.0, 734.0, 452.0, 18.0], rv-FCl6Ixz, 5725912]
[ordered-list, [2171.0, 752.0, 452.0, 18.0], rv-FCl6Ixz, 5725912]
[ordered-list, [2171.0, 770.0, 452.0, 18.0], rv-FCl6Ixz, 5725912]
[ordered-list, [2171.0, 788.0, 452.0, 18.0], rv-FCl6Ixz, 5725912]
[ordered-list, [2171.0, 806.0, 452.0, 18.0], rv-FCl6Ixz, 5725912]
[ordered-list, [2171.0, 824.0, 452.0, 18.0], rv-FCl6Ixz, 5725912]
[ordered-list, [2171.0, 842.0, 452.0, 18.0], rv-FCl6Ixz, 5725912]
[ordered-list, [2171.0, 860.0, 452.0, 18.0], rv-FCl6Ixz, 5725912]
[ordered-list, [2171.0, 878.0, 452.0, 18.0], rv-FCl6Ixz, 5725912]
[ordered-list, [2171.0, 896.0, 452.0, 18.0], rv-FCl6Ixz, 5725912]
[ordered-list, [2171.0, 914.0, 452.0, 18.0], rv-FCl6Ixz, 5725912]
[paragraph, [1571.0, 529.0, 362.0, 18.0], CsCO-t5YXN, 5725912]
[paragraph, [1571.0, 547.0, 362.0, 18.0], CsCO-t5YXN, 5725912]
[paragraph, [1571.0, 565.0, 362.0, 18.0], CsCO-t5YXN, 5725912]
[paragraph, [1571.0, 583.0, 362.0, 18.0], CsCO-t5YXN, 5725912]
[unordered-list, [1565.0, 602.0, 383.0, 18.0], Tt1Qeco6E3, 5725912]
[unordered-list, [1565.0, 620.0, 383.0, 18.0], Tt1Qeco6E3, 5725912]
[unordered-list, [1565.0, 638.0, 383.0, 18.0], Tt1Qeco6E3, 5725912]
[section-title, [91.0, 647.0, 696.0, 30.0], ucqNCArJSN, 5725912]
[paragraph, [88.0, 685.0, 1192.0, 18.0], shoonya_20sLMRY1BUA9IG, 5725912]
[paragraph, [88.0, 703.0, 1192.0, 18.0], shoonya_20sLMRY1BUA9IG, 5725912]
[paragraph, [88.0, 721.0, 1192.0, 18.0], shoonya_20sLMRY1BUA9IG, 5725912]
[sub-section-title, [1565.0, 691.0, 251.0, 25.5], -_xx2Q9IBC, 5725912]
