[1211, 798]
[folio, [355.0, 52.0, 97.0, 18.0], shoonya_0sQPI5X3JOENYS, 5740407]
[folio, [355.0, 70.0, 97.0, 18.0], shoonya_0sQPI5X3JOENYS, 5740407]
[paragraph, [53.0, 114.0, 692.0, 18.0], shoonya_1sVGFMIV20G9GM, 5740407]
[paragraph, [53.0, 132.0, 692.0, 18.0], shoonya_1sVGFMIV20G9GM, 5740407]
[paragraph, [53.0, 150.0, 692.0, 18.0], shoonya_1sVGFMIV20G9GM, 5740407]
[paragraph, [53.0, 168.0, 692.0, 18.0], shoonya_1sVGFMIV20G9GM, 5740407]
[paragraph, [53.0, 186.0, 692.0, 18.0], shoonya_1sVGFMIV20G9GM, 5740407]
[paragraph, [53.0, 204.0, 692.0, 18.0], shoonya_1sVGFMIV20G9GM, 5740407]
[paragraph, [53.0, 222.0, 692.0, 18.0], shoonya_1sVGFMIV20G9GM, 5740407]
[paragraph, [53.0, 240.0, 692.0, 18.0], shoonya_1sVGFMIV20G9GM, 5740407]
[paragraph, [49.0, 281.0, 686.0, 18.0], rLwmm4olJv, 5740407]
[paragraph, [49.0, 299.0, 686.0, 18.0], rLwmm4olJv, 5740407]
[paragraph, [49.0, 317.0, 686.0, 18.0], rLwmm4olJv, 5740407]
[paragraph, [49.0, 335.0, 686.0, 18.0], rLwmm4olJv, 5740407]
[paragraph, [49.0, 353.0, 686.0, 18.0], rLwmm4olJv, 5740407]
[paragraph, [49.0, 371.0, 686.0, 18.0], rLwmm4olJv, 5740407]
[paragraph, [49.0, 389.0, 686.0, 18.0], rLwmm4olJv, 5740407]
[paragraph, [49.0, 407.0, 686.0, 18.0], rLwmm4olJv, 5740407]
[paragraph, [49.0, 425.0, 686.0, 18.0], rLwmm4olJv, 5740407]
[paragraph, [49.0, 443.0, 686.0, 18.0], rLwmm4olJv, 5740407]
[paragraph, [49.0, 461.0, 686.0, 18.0], rLwmm4olJv, 5740407]
[paragraph, [49.0, 479.0, 686.0, 18.0], rLwmm4olJv, 5740407]
[paragraph, [49.0, 497.0, 686.0, 18.0], rLwmm4olJv, 5740407]
[paragraph, [49.0, 515.0, 686.0, 18.0], rLwmm4olJv, 5740407]
[paragraph, [49.0, 533.0, 686.0, 18.0], rLwmm4olJv, 5740407]
[paragraph, [49.0, 551.0, 686.0, 18.0], rLwmm4olJv, 5740407]
[paragraph, [49.0, 569.0, 686.0, 18.0], rLwmm4olJv, 5740407]
[paragraph, [49.0, 587.0, 686.0, 18.0], rLwmm4olJv, 5740407]
[paragraph, [49.0, 605.0, 686.0, 18.0], rLwmm4olJv, 5740407]
[paragraph, [49.0, 623.0, 686.0, 18.0], rLwmm4olJv, 5740407]
[paragraph, [49.0, 641.0, 686.0, 18.0], rLwmm4olJv, 5740407]
[paragraph, [54.0, 675.0, 685.0, 18.0], x1tnTyexKW, 5740407]
[paragraph, [54.0, 693.0, 685.0, 18.0], x1tnTyexKW, 5740407]
[paragraph, [54.0, 711.0, 685.0, 18.0], x1tnTyexKW, 5740407]
[paragraph, [54.0, 729.0, 685.0, 18.0], x1tnTyexKW, 5740407]
[paragraph, [54.0, 747.0, 685.0, 18.0], x1tnTyexKW, 5740407]
[paragraph, [54.0, 765.0, 685.0, 18.0], x1tnTyexKW, 5740407]
[paragraph, [54.0, 783.0, 685.0, 18.0], x1tnTyexKW, 5740407]
[paragraph, [54.0, 801.0, 685.0, 18.0], x1tnTyexKW, 5740407]
[paragraph, [54.0, 819.0, 685.0, 18.0], x1tnTyexKW, 5740407]
[paragraph, [54.0, 837.0, 685.0, 18.0], x1tnTyexKW, 5740407]
[paragraph, [54.0, 855.0, 685.0, 18.0], x1tnTyexKW, 5740407]
[paragraph, [54.0, 873.0, 685.0, 18.0], x1tnTyexKW, 5740407]
[paragraph, [54.0, 891.0, 685.0, 18.0], x1tnTyexKW, 5740407]
[paragraph, [54.0, 909.0, 685.0, 18.0], x1tnTyexKW, 5740407]
[paragraph, [54.0, 927.0, 685.0, 18.0], x1tnTyexKW, 5740407]
[paragraph, [54.0, 945.0, 685.0, 18.0], x1tnTyexKW, 5740407]
[paragraph, [54.0, 963.0, 685.0, 18.0], x1tnTyexKW, 5740407]
[paragraph, [54.0, 981.0, 685.0, 18.0], x1tnTyexKW, 5740407]
[paragraph, [54.0, 999.0, 685.0, 18.0], x1tnTyexKW, 5740407]
[paragraph, [59.0, 1033.0, 690.0, 18.0], tJ3Vif4rUP, 5740407]
[paragraph, [59.0, 1051.0, 690.0, 18.0], tJ3Vif4rUP, 5740407]
[paragraph, [59.0, 1069.0, 690.0, 18.0], tJ3Vif4rUP, 5740407]
[paragraph, [59.0, 1087.0, 690.0, 18.0], tJ3Vif4rUP, 5740407]
[paragraph, [59.0, 1105.0, 690.0, 18.0], tJ3Vif4rUP, 5740407]
[paragraph, [59.0, 1123.0, 690.0, 18.0], tJ3Vif4rUP, 5740407]
[footnote, [416.0, 1172.0, 323.0, 18.0], shoonya_2sZ43FEZ6OXSUZ, 5740407]
