[1226, 792]
[folio, [29.0, 14.0, 72.0, 18.0], 3vLFPTg6ad, 5701053]
[folio, [29.0, 32.0, 72.0, 18.0], 3vLFPTg6ad, 5701053]
[ordered-list, [90.0, 104.0, 655.0, 18.0], shoonya_0sYK2ANTY0MGJR, 5701053]
[ordered-list, [90.0, 122.0, 655.0, 18.0], shoonya_0sYK2ANTY0MGJR, 5701053]
[ordered-list, [90.0, 140.0, 655.0, 18.0], shoonya_0sYK2ANTY0MGJR, 5701053]
[ordered-list, [90.0, 158.0, 655.0, 18.0], shoonya_0sYK2ANTY0MGJR, 5701053]
[ordered-list, [90.0, 176.0, 655.0, 18.0], shoonya_0sYK2ANTY0MGJR, 5701053]
[ordered-list, [90.0, 194.0, 655.0, 18.0], shoonya_0sYK2ANTY0MGJR, 5701053]
[ordered-list, [90.0, 212.0, 655.0, 18.0], shoonya_0sYK2ANTY0MGJR, 5701053]
[ordered-list, [90.0, 230.0, 655.0, 18.0], shoonya_0sYK2ANTY0MGJR, 5701053]
[ordered-list, [90.0, 248.0, 655.0, 18.0], shoonya_0sYK2ANTY0MGJR, 5701053]
[ordered-list, [90.0, 266.0, 655.0, 18.0], shoonya_0sYK2ANTY0MGJR, 5701053]
[ordered-list, [90.0, 284.0, 655.0, 18.0], shoonya_0sYK2ANTY0MGJR, 5701053]
[ordered-list, [90.0, 302.0, 655.0, 18.0], shoonya_0sYK2ANTY0MGJR, 5701053]
[ordered-list, [90.0, 320.0, 655.0, 18.0], shoonya_0sYK2ANTY0MGJR, 5701053]
[ordered-list, [90.0, 338.0, 655.0, 18.0], shoonya_0sYK2ANTY0MGJR, 5701053]
[ordered-list, [90.0, 356.0, 655.0, 18.0], shoonya_0sYK2ANTY0MGJR, 5701053]
[ordered-list, [90.0, 374.0, 655.0, 18.0], shoonya_0sYK2ANTY0MGJR, 5701053]
[ordered-list, [90.0, 392.0, 655.0, 18.0], shoonya_0sYK2ANTY0MGJR, 5701053]
[ordered-list, [90.0, 410.0, 655.0, 18.0], shoonya_0sYK2ANTY0MGJR, 5701053]
[section-title, [89.0, 458.0, 443.0, 30.0], shoonya_3sBSBCLH2LS2SW, 5701053]
[ordered-list, [84.0, 492.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 510.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 528.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 546.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 564.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 582.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 600.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 618.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 636.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 654.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 672.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 690.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 708.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 726.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 744.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 762.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 780.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 798.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 816.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 834.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 852.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 870.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 888.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 906.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 924.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 942.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 960.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 978.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
[ordered-list, [84.0, 996.0, 667.0, 18.0], shoonya_15s0O8ZQR5QNV2, 5701053]
