[1650, 1275]
[folio, [188.0, 35.0, 162.0, 36.0], shoonya_0s840ZCESAIXP0, 5775372]
[unordered-list, [119.0, 119.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 155.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 191.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 227.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 263.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 299.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 335.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 371.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 407.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 443.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 479.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 515.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 551.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 587.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 623.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 659.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 695.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 731.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 767.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 803.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 839.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 875.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 911.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 947.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 983.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 1019.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 1055.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 1091.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 1127.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 1163.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 1199.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 1235.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 1271.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 1307.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 1343.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 1379.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 1415.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 1451.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[unordered-list, [119.0, 1487.0, 1091.0, 36.0], gWLLHXELp1, 5775372]
[paragraph, [114.0, 1565.0, 290.0, 36.0], vBh_EqwSDT, 5775372]
[website-link, [280.0, 1570.0, 126.0, 18.0], ZOLQWt02ME, 5775372]
[website-link, [280.0, 1588.0, 126.0, 18.0], ZOLQWt02ME, 5775372]
