[1275, 750]
[folio, [308.0, 77.0, 154.0, 18.0], hvHiljPHvX, 5767403]
[folio, [308.0, 95.0, 154.0, 18.0], hvHiljPHvX, 5767403]
[folio, [308.0, 113.0, 154.0, 18.0], hvHiljPHvX, 5767403]
[paragraph, [54.0, 146.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 164.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 182.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 200.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 218.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 236.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 254.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 272.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 290.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 308.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 326.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 344.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 362.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 380.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 398.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 416.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 434.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 452.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 470.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 488.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 506.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 524.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 542.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 560.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 578.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 596.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 614.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 632.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 650.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 668.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 686.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 704.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 722.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 740.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 758.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 776.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
[paragraph, [54.0, 794.0, 650.0, 18.0], shoonya_0sAI8X5AQCOQX5, 5767403]
