[1284, 905]
[chapter-title, [419.0, 52.0, 177.0, 30.0], shoonya_14sGBC9GHWL1HA, 5776448]
[paragraph, [189.0, 93.0, 645.0, 18.0], KvuMECclSS, 5776448]
[paragraph, [189.0, 111.0, 645.0, 18.0], KvuMECclSS, 5776448]
[paragraph, [189.0, 129.0, 645.0, 18.0], KvuMECclSS, 5776448]
[paragraph, [189.0, 147.0, 645.0, 18.0], KvuMECclSS, 5776448]
[paragraph, [189.0, 165.0, 645.0, 18.0], KvuMECclSS, 5776448]
[paragraph, [212.0, 187.0, 295.0, 18.0], Q9QmT8hkq_, 5776448]
[paragraph, [185.0, 209.0, 638.0, 18.0], fdHOc9si0z, 5776448]
[paragraph, [185.0, 227.0, 638.0, 18.0], fdHOc9si0z, 5776448]
[paragraph, [185.0, 245.0, 638.0, 18.0], fdHOc9si0z, 5776448]
[paragraph, [210.0, 267.0, 512.0, 18.0], shoonya_12sF8MNBIT5004, 5776448]
[paragraph, [212.0, 292.0, 305.0, 18.0], shoonya_9sM1UBRHZDFMLH, 5776448]
[paragraph, [212.0, 318.0, 301.0, 18.0], shoonya_11sXK8T51VUEVT, 5776448]
[paragraph, [186.0, 343.0, 632.0, 18.0], shoonya_8sIKEMK8YLQ364, 5776448]
[paragraph, [186.0, 361.0, 632.0, 18.0], shoonya_8sIKEMK8YLQ364, 5776448]
[paragraph, [186.0, 379.0, 632.0, 18.0], shoonya_8sIKEMK8YLQ364, 5776448]
[paragraph, [186.0, 397.0, 632.0, 18.0], shoonya_8sIKEMK8YLQ364, 5776448]
[paragraph, [186.0, 415.0, 632.0, 18.0], shoonya_8sIKEMK8YLQ364, 5776448]
[paragraph, [185.0, 443.0, 629.0, 18.0], shoonya_7sQZSZQQI9SH0E, 5776448]
[paragraph, [185.0, 461.0, 629.0, 18.0], shoonya_7sQZSZQQI9SH0E, 5776448]
[paragraph, [185.0, 491.0, 633.0, 18.0], shoonya_0s12P1PUZ5CVD8, 5776448]
[paragraph, [185.0, 509.0, 633.0, 18.0], shoonya_0s12P1PUZ5CVD8, 5776448]
[paragraph, [185.0, 527.0, 633.0, 18.0], shoonya_0s12P1PUZ5CVD8, 5776448]
[paragraph, [185.0, 545.0, 633.0, 18.0], shoonya_0s12P1PUZ5CVD8, 5776448]
[paragraph, [185.0, 563.0, 633.0, 18.0], shoonya_0s12P1PUZ5CVD8, 5776448]
[paragraph, [182.0, 592.0, 633.0, 18.0], shoonya_1sUT21N44KPG8G, 5776448]
[paragraph, [182.0, 610.0, 633.0, 18.0], shoonya_1sUT21N44KPG8G, 5776448]
[paragraph, [182.0, 628.0, 633.0, 18.0], shoonya_1sUT21N44KPG8G, 5776448]
[paragraph, [182.0, 646.0, 633.0, 18.0], shoonya_1sUT21N44KPG8G, 5776448]
[paragraph, [182.0, 664.0, 633.0, 18.0], shoonya_1sUT21N44KPG8G, 5776448]
[paragraph, [182.0, 693.0, 629.0, 18.0], shoonya_2sG7LB4BRGVS4B, 5776448]
[paragraph, [182.0, 711.0, 629.0, 18.0], shoonya_2sG7LB4BRGVS4B, 5776448]
[paragraph, [180.0, 746.0, 631.0, 18.0], shoonya_4sKFYVSHUGDPZH, 5776448]
[paragraph, [180.0, 764.0, 631.0, 18.0], shoonya_4sKFYVSHUGDPZH, 5776448]
[paragraph, [180.0, 795.0, 632.0, 18.0], shoonya_5s5MNEQUJEAZVC, 5776448]
[paragraph, [180.0, 813.0, 632.0, 18.0], shoonya_5s5MNEQUJEAZVC, 5776448]
[paragraph, [181.0, 846.0, 631.0, 18.0], shoonya_3sFH3SJXJ1MX8P, 5776448]
[paragraph, [181.0, 864.0, 631.0, 18.0], shoonya_3sFH3SJXJ1MX8P, 5776448]
[paragraph, [181.0, 882.0, 631.0, 18.0], shoonya_3sFH3SJXJ1MX8P, 5776448]
[paragraph, [181.0, 900.0, 631.0, 18.0], shoonya_3sFH3SJXJ1MX8P, 5776448]
[paragraph, [181.0, 918.0, 631.0, 18.0], shoonya_3sFH3SJXJ1MX8P, 5776448]
[paragraph, [181.0, 944.0, 632.0, 18.0], shoonya_13s7J7568LNTZ3, 5776448]
[paragraph, [181.0, 962.0, 632.0, 18.0], shoonya_13s7J7568LNTZ3, 5776448]
[paragraph, [180.0, 948.0, 632.0, 18.0], shoonya_6sC7F2ZTYVK8ZZ, 5776448]
[paragraph, [180.0, 966.0, 632.0, 18.0], shoonya_6sC7F2ZTYVK8ZZ, 5776448]
[paragraph, [180.0, 984.0, 632.0, 18.0], shoonya_6sC7F2ZTYVK8ZZ, 5776448]
[paragraph, [180.0, 1002.0, 632.0, 18.0], shoonya_6sC7F2ZTYVK8ZZ, 5776448]
[paragraph, [180.0, 1020.0, 632.0, 18.0], shoonya_6sC7F2ZTYVK8ZZ, 5776448]
[paragraph, [180.0, 1038.0, 632.0, 18.0], shoonya_6sC7F2ZTYVK8ZZ, 5776448]
[paragraph, [181.0, 1068.0, 628.0, 18.0], shoonya_10s65QVEURDPL1, 5776448]
[paragraph, [181.0, 1086.0, 628.0, 18.0], shoonya_10s65QVEURDPL1, 5776448]
[paragraph, [181.0, 1104.0, 628.0, 18.0], shoonya_10s65QVEURDPL1, 5776448]
