[1613, 1275]
[paragraph, [653.0, 106.0, 505.0, 36.0], AWwXS2NKgY, 5759428]
[paragraph, [653.0, 142.0, 505.0, 36.0], AWwXS2NKgY, 5759428]
[paragraph, [653.0, 178.0, 505.0, 36.0], AWwXS2NKgY, 5759428]
[paragraph, [653.0, 214.0, 505.0, 36.0], AWwXS2NKgY, 5759428]
[paragraph, [653.0, 250.0, 505.0, 36.0], AWwXS2NKgY, 5759428]
[paragraph, [653.0, 286.0, 505.0, 36.0], AWwXS2NKgY, 5759428]
[paragraph, [653.0, 322.0, 505.0, 36.0], AWwXS2NKgY, 5759428]
[section-title, [123.0, 119.0, 488.0, 49.5], shoonya_1s79X53Q8DKUUH, 5759428]
[paragraph, [115.0, 223.0, 499.0, 36.0], shoonya_0sUSZDLURBCVSD, 5759428]
[paragraph, [115.0, 259.0, 499.0, 36.0], shoonya_0sUSZDLURBCVSD, 5759428]
[paragraph, [115.0, 295.0, 499.0, 36.0], shoonya_0sUSZDLURBCVSD, 5759428]
[paragraph, [115.0, 331.0, 499.0, 36.0], shoonya_0sUSZDLURBCVSD, 5759428]
[paragraph, [115.0, 367.0, 499.0, 36.0], shoonya_0sUSZDLURBCVSD, 5759428]
[paragraph, [115.0, 403.0, 499.0, 36.0], shoonya_0sUSZDLURBCVSD, 5759428]
[paragraph, [115.0, 439.0, 499.0, 36.0], shoonya_0sUSZDLURBCVSD, 5759428]
[paragraph, [115.0, 475.0, 499.0, 36.0], shoonya_0sUSZDLURBCVSD, 5759428]
[paragraph, [115.0, 511.0, 499.0, 36.0], shoonya_0sUSZDLURBCVSD, 5759428]
[paragraph, [115.0, 547.0, 499.0, 36.0], shoonya_0sUSZDLURBCVSD, 5759428]
[paragraph, [115.0, 583.0, 499.0, 36.0], shoonya_0sUSZDLURBCVSD, 5759428]
[paragraph, [115.0, 619.0, 499.0, 36.0], shoonya_0sUSZDLURBCVSD, 5759428]
[paragraph, [653.0, 443.0, 503.0, 36.0], XCwW5b3wft, 5759428]
[paragraph, [653.0, 479.0, 503.0, 36.0], XCwW5b3wft, 5759428]
[paragraph, [653.0, 515.0, 503.0, 36.0], XCwW5b3wft, 5759428]
[paragraph, [653.0, 551.0, 503.0, 36.0], XCwW5b3wft, 5759428]
[paragraph, [653.0, 587.0, 503.0, 36.0], XCwW5b3wft, 5759428]
[paragraph, [653.0, 623.0, 503.0, 36.0], XCwW5b3wft, 5759428]
[paragraph, [653.0, 659.0, 503.0, 36.0], XCwW5b3wft, 5759428]
[paragraph, [653.0, 695.0, 503.0, 36.0], XCwW5b3wft, 5759428]
[paragraph, [653.0, 731.0, 503.0, 36.0], XCwW5b3wft, 5759428]
[paragraph, [653.0, 767.0, 503.0, 36.0], XCwW5b3wft, 5759428]
[paragraph, [653.0, 803.0, 503.0, 36.0], XCwW5b3wft, 5759428]
[paragraph, [653.0, 839.0, 503.0, 36.0], XCwW5b3wft, 5759428]
[paragraph, [653.0, 875.0, 503.0, 36.0], XCwW5b3wft, 5759428]
[paragraph, [653.0, 911.0, 503.0, 36.0], XCwW5b3wft, 5759428]
[paragraph, [653.0, 947.0, 503.0, 36.0], XCwW5b3wft, 5759428]
[paragraph, [653.0, 983.0, 503.0, 36.0], XCwW5b3wft, 5759428]
[paragraph, [653.0, 1019.0, 503.0, 36.0], XCwW5b3wft, 5759428]
[paragraph, [653.0, 1055.0, 503.0, 36.0], XCwW5b3wft, 5759428]
[paragraph, [653.0, 1091.0, 503.0, 36.0], XCwW5b3wft, 5759428]
[paragraph, [117.0, 701.0, 497.0, 36.0], oTYWPkenb-, 5759428]
[paragraph, [117.0, 737.0, 497.0, 36.0], oTYWPkenb-, 5759428]
[paragraph, [117.0, 773.0, 497.0, 36.0], oTYWPkenb-, 5759428]
[paragraph, [117.0, 809.0, 497.0, 36.0], oTYWPkenb-, 5759428]
[paragraph, [117.0, 845.0, 497.0, 36.0], oTYWPkenb-, 5759428]
[paragraph, [117.0, 881.0, 497.0, 36.0], oTYWPkenb-, 5759428]
[paragraph, [117.0, 917.0, 497.0, 36.0], oTYWPkenb-, 5759428]
[paragraph, [117.0, 953.0, 497.0, 36.0], oTYWPkenb-, 5759428]
[paragraph, [117.0, 989.0, 497.0, 36.0], oTYWPkenb-, 5759428]
[paragraph, [117.0, 1025.0, 497.0, 36.0], oTYWPkenb-, 5759428]
[paragraph, [117.0, 1061.0, 497.0, 36.0], oTYWPkenb-, 5759428]
[paragraph, [117.0, 1097.0, 497.0, 36.0], oTYWPkenb-, 5759428]
[paragraph, [659.0, 1142.0, 500.0, 36.0], OC3KblxSuq, 5759428]
[paragraph, [659.0, 1178.0, 500.0, 36.0], OC3KblxSuq, 5759428]
[paragraph, [659.0, 1214.0, 500.0, 36.0], OC3KblxSuq, 5759428]
[paragraph, [117.0, 1174.0, 495.0, 36.0], uXSp0VLaO_, 5759428]
[paragraph, [117.0, 1210.0, 495.0, 36.0], uXSp0VLaO_, 5759428]
[paragraph, [117.0, 1246.0, 495.0, 36.0], uXSp0VLaO_, 5759428]
[paragraph, [117.0, 1282.0, 495.0, 36.0], uXSp0VLaO_, 5759428]
[paragraph, [117.0, 1318.0, 495.0, 36.0], uXSp0VLaO_, 5759428]
[paragraph, [117.0, 1354.0, 495.0, 36.0], uXSp0VLaO_, 5759428]
[paragraph, [117.0, 1390.0, 495.0, 36.0], uXSp0VLaO_, 5759428]
[paragraph, [117.0, 1426.0, 495.0, 36.0], uXSp0VLaO_, 5759428]
[paragraph, [117.0, 1462.0, 495.0, 36.0], uXSp0VLaO_, 5759428]
[paragraph, [656.0, 1292.0, 500.0, 36.0], xcegpKzmHz, 5759428]
[paragraph, [656.0, 1328.0, 500.0, 36.0], xcegpKzmHz, 5759428]
[paragraph, [656.0, 1364.0, 500.0, 36.0], xcegpKzmHz, 5759428]
[paragraph, [656.0, 1400.0, 500.0, 36.0], xcegpKzmHz, 5759428]
[paragraph, [656.0, 1436.0, 500.0, 36.0], xcegpKzmHz, 5759428]
