[1492, 1000]
[folio, [411.0, 153.0, 205.0, 18.0], shoonya_1sYTY2VGN5GUTL, 5720626]
[paragraph, [143.0, 205.0, 739.0, 18.0], shoonya_0s9BPB7LHCZN81, 5720626]
[paragraph, [143.0, 223.0, 739.0, 18.0], shoonya_0s9BPB7LHCZN81, 5720626]
[paragraph, [143.0, 241.0, 739.0, 18.0], shoonya_0s9BPB7LHCZN81, 5720626]
[paragraph, [143.0, 259.0, 739.0, 18.0], shoonya_0s9BPB7LHCZN81, 5720626]
[paragraph, [153.0, 288.0, 732.0, 18.0], nKo_93EWyl, 5720626]
[paragraph, [153.0, 306.0, 732.0, 18.0], nKo_93EWyl, 5720626]
[paragraph, [153.0, 324.0, 732.0, 18.0], nKo_93EWyl, 5720626]
[paragraph, [153.0, 342.0, 732.0, 18.0], nKo_93EWyl, 5720626]
[paragraph, [153.0, 360.0, 732.0, 18.0], nKo_93EWyl, 5720626]
[paragraph, [153.0, 378.0, 732.0, 18.0], nKo_93EWyl, 5720626]
[paragraph, [153.0, 396.0, 732.0, 18.0], nKo_93EWyl, 5720626]
[paragraph, [153.0, 414.0, 732.0, 18.0], nKo_93EWyl, 5720626]
[paragraph, [153.0, 432.0, 732.0, 18.0], nKo_93EWyl, 5720626]
[paragraph, [153.0, 450.0, 732.0, 18.0], nKo_93EWyl, 5720626]
[paragraph, [153.0, 468.0, 732.0, 18.0], nKo_93EWyl, 5720626]
[paragraph, [153.0, 486.0, 732.0, 18.0], nKo_93EWyl, 5720626]
[paragraph, [153.0, 504.0, 732.0, 18.0], nKo_93EWyl, 5720626]
[paragraph, [153.0, 522.0, 732.0, 18.0], nKo_93EWyl, 5720626]
[paragraph, [153.0, 540.0, 732.0, 18.0], nKo_93EWyl, 5720626]
[paragraph, [153.0, 558.0, 732.0, 18.0], nKo_93EWyl, 5720626]
[paragraph, [153.0, 576.0, 732.0, 18.0], nKo_93EWyl, 5720626]
[paragraph, [156.0, 603.0, 729.0, 18.0], QCoxdo_zm1, 5720626]
[paragraph, [156.0, 621.0, 729.0, 18.0], QCoxdo_zm1, 5720626]
[paragraph, [156.0, 639.0, 729.0, 18.0], QCoxdo_zm1, 5720626]
[paragraph, [156.0, 657.0, 729.0, 18.0], QCoxdo_zm1, 5720626]
[paragraph, [156.0, 675.0, 729.0, 18.0], QCoxdo_zm1, 5720626]
[paragraph, [156.0, 693.0, 729.0, 18.0], QCoxdo_zm1, 5720626]
[paragraph, [156.0, 711.0, 729.0, 18.0], QCoxdo_zm1, 5720626]
[paragraph, [156.0, 729.0, 729.0, 18.0], QCoxdo_zm1, 5720626]
[paragraph, [156.0, 747.0, 729.0, 18.0], QCoxdo_zm1, 5720626]
[paragraph, [156.0, 765.0, 729.0, 18.0], QCoxdo_zm1, 5720626]
[paragraph, [156.0, 783.0, 729.0, 18.0], QCoxdo_zm1, 5720626]
[paragraph, [156.0, 801.0, 729.0, 18.0], QCoxdo_zm1, 5720626]
[paragraph, [156.0, 819.0, 729.0, 18.0], QCoxdo_zm1, 5720626]
[paragraph, [156.0, 837.0, 729.0, 18.0], QCoxdo_zm1, 5720626]
[paragraph, [156.0, 855.0, 729.0, 18.0], QCoxdo_zm1, 5720626]
[paragraph, [156.0, 873.0, 729.0, 18.0], QCoxdo_zm1, 5720626]
[paragraph, [156.0, 891.0, 729.0, 18.0], QCoxdo_zm1, 5720626]
[paragraph, [156.0, 909.0, 729.0, 18.0], QCoxdo_zm1, 5720626]
[paragraph, [156.0, 927.0, 729.0, 18.0], QCoxdo_zm1, 5720626]
[paragraph, [156.0, 952.0, 730.0, 18.0], cqCxlmOjjz, 5720626]
[paragraph, [156.0, 970.0, 730.0, 18.0], cqCxlmOjjz, 5720626]
[paragraph, [156.0, 988.0, 730.0, 18.0], cqCxlmOjjz, 5720626]
[paragraph, [156.0, 1006.0, 730.0, 18.0], cqCxlmOjjz, 5720626]
[paragraph, [156.0, 1024.0, 730.0, 18.0], cqCxlmOjjz, 5720626]
[paragraph, [156.0, 1042.0, 730.0, 18.0], cqCxlmOjjz, 5720626]
[paragraph, [156.0, 1060.0, 730.0, 18.0], cqCxlmOjjz, 5720626]
[paragraph, [156.0, 1078.0, 730.0, 18.0], cqCxlmOjjz, 5720626]
[paragraph, [156.0, 1096.0, 730.0, 18.0], cqCxlmOjjz, 5720626]
[paragraph, [156.0, 1114.0, 730.0, 18.0], cqCxlmOjjz, 5720626]
[paragraph, [156.0, 1132.0, 730.0, 18.0], cqCxlmOjjz, 5720626]
[paragraph, [156.0, 1150.0, 730.0, 18.0], cqCxlmOjjz, 5720626]
[paragraph, [156.0, 1168.0, 730.0, 18.0], cqCxlmOjjz, 5720626]
[paragraph, [156.0, 1186.0, 730.0, 18.0], cqCxlmOjjz, 5720626]
[paragraph, [156.0, 1204.0, 730.0, 18.0], cqCxlmOjjz, 5720626]
[paragraph, [156.0, 1222.0, 730.0, 18.0], cqCxlmOjjz, 5720626]
[paragraph, [156.0, 1240.0, 730.0, 18.0], cqCxlmOjjz, 5720626]
[paragraph, [156.0, 1258.0, 730.0, 18.0], cqCxlmOjjz, 5720626]
[paragraph, [156.0, 1276.0, 730.0, 18.0], cqCxlmOjjz, 5720626]
[paragraph, [156.0, 1294.0, 730.0, 18.0], cqCxlmOjjz, 5720626]
