[2339, 1653]
[folio, [1019.0, 155.0, 464.0, 36.0], shoonya_0sT6SAFLUD9M4X, 5685443]
[section-title, [314.0, 253.0, 183.0, 52.5], shoonya_2sGOYKXZ9R7K96, 5685443]
[sub-section-title, [312.0, 356.0, 185.0, 55.5], shoonya_3sBA9OJ49TK806, 5685443]
[paragraph, [306.0, 455.0, 955.0, 36.0], shoonya_4sEAS88LL1KHZD, 5685443]
[ordered-list, [320.0, 513.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 549.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 585.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 621.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 657.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 693.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 729.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 765.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 801.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 837.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 873.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 909.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 945.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 981.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1017.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1053.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1089.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1125.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1161.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1197.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1233.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1269.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1305.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1341.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1377.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1413.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1449.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1485.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1521.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1557.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1593.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1629.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1665.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1701.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1737.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1773.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1809.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1845.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1881.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1917.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1953.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 1989.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
[ordered-list, [320.0, 2025.0, 1179.0, 36.0], shoonya_5sTQUOBRXJON1D, 5685443]
