[2000, 1414]
[headline, [65.0, 72.0, 605.0, 67.5], GVmfzvR-_I, 6516215]
[headline, [65.0, 139.5, 605.0, 67.5], GVmfzvR-_I, 6516215]
[headline, [65.0, 207.0, 605.0, 67.5], GVmfzvR-_I, 6516215]
[paragraph, [400.0, 651.0, 273.0, 36.0], WCqUTSaiRl, 6516215]
[paragraph, [400.0, 687.0, 273.0, 36.0], WCqUTSaiRl, 6516215]
[paragraph, [400.0, 723.0, 273.0, 36.0], WCqUTSaiRl, 6516215]
[paragraph, [400.0, 759.0, 273.0, 36.0], WCqUTSaiRl, 6516215]
[paragraph, [400.0, 795.0, 273.0, 36.0], WCqUTSaiRl, 6516215]
[paragraph, [400.0, 831.0, 273.0, 36.0], WCqUTSaiRl, 6516215]
[paragraph, [400.0, 867.0, 273.0, 36.0], WCqUTSaiRl, 6516215]
[paragraph, [400.0, 903.0, 273.0, 36.0], WCqUTSaiRl, 6516215]
[paragraph, [77.0, 849.0, 248.0, 36.0], 1LV8EddHJG, 6516215]
[paragraph, [77.0, 885.0, 248.0, 36.0], 1LV8EddHJG, 6516215]
[paragraph, [77.0, 921.0, 248.0, 36.0], 1LV8EddHJG, 6516215]
[paragraph, [77.0, 957.0, 248.0, 36.0], 1LV8EddHJG, 6516215]
[paragraph, [77.0, 993.0, 248.0, 36.0], 1LV8EddHJG, 6516215]
[paragraph, [77.0, 1029.0, 248.0, 36.0], 1LV8EddHJG, 6516215]
[paragraph, [77.0, 1065.0, 248.0, 36.0], 1LV8EddHJG, 6516215]
[paragraph, [77.0, 1101.0, 248.0, 36.0], 1LV8EddHJG, 6516215]
[paragraph, [391.0, 1082.0, 273.0, 36.0], 5hUwizSBPI, 6516215]
[paragraph, [391.0, 1118.0, 273.0, 36.0], 5hUwizSBPI, 6516215]
[paragraph, [391.0, 1154.0, 273.0, 36.0], 5hUwizSBPI, 6516215]
[paragraph, [391.0, 1190.0, 273.0, 36.0], 5hUwizSBPI, 6516215]
[paragraph, [391.0, 1226.0, 273.0, 36.0], 5hUwizSBPI, 6516215]
[paragraph, [391.0, 1262.0, 273.0, 36.0], 5hUwizSBPI, 6516215]
[paragraph, [391.0, 1298.0, 273.0, 36.0], 5hUwizSBPI, 6516215]
[paragraph, [391.0, 1334.0, 273.0, 36.0], 5hUwizSBPI, 6516215]
[paragraph, [67.0, 1309.0, 266.0, 36.0], rVAcJK11iM, 6516215]
[paragraph, [67.0, 1345.0, 266.0, 36.0], rVAcJK11iM, 6516215]
[paragraph, [67.0, 1381.0, 266.0, 36.0], rVAcJK11iM, 6516215]
[paragraph, [67.0, 1417.0, 266.0, 36.0], rVAcJK11iM, 6516215]
[paragraph, [67.0, 1453.0, 266.0, 36.0], rVAcJK11iM, 6516215]
[paragraph, [67.0, 1489.0, 266.0, 36.0], rVAcJK11iM, 6516215]
[paragraph, [67.0, 1525.0, 266.0, 36.0], rVAcJK11iM, 6516215]
[paragraph, [67.0, 1561.0, 266.0, 36.0], rVAcJK11iM, 6516215]
[paragraph, [397.0, 1521.0, 247.0, 36.0], TN12YvLXPG, 6516215]
[paragraph, [397.0, 1557.0, 247.0, 36.0], TN12YvLXPG, 6516215]
[paragraph, [397.0, 1593.0, 247.0, 36.0], TN12YvLXPG, 6516215]
[paragraph, [397.0, 1629.0, 247.0, 36.0], TN12YvLXPG, 6516215]
[paragraph, [397.0, 1665.0, 247.0, 36.0], TN12YvLXPG, 6516215]
[paragraph, [397.0, 1701.0, 247.0, 36.0], TN12YvLXPG, 6516215]
[paragraph, [397.0, 1737.0, 247.0, 36.0], TN12YvLXPG, 6516215]
[paragraph, [397.0, 1773.0, 247.0, 36.0], TN12YvLXPG, 6516215]
[paragraph, [397.0, 1809.0, 247.0, 36.0], TN12YvLXPG, 6516215]
[paragraph, [1043.0, 1546.0, 263.0, 36.0], kAdznbIUhj, 6516215]
[paragraph, [1043.0, 1582.0, 263.0, 36.0], kAdznbIUhj, 6516215]
[paragraph, [1043.0, 1618.0, 263.0, 36.0], kAdznbIUhj, 6516215]
[paragraph, [1043.0, 1654.0, 263.0, 36.0], kAdznbIUhj, 6516215]
[paragraph, [1043.0, 1690.0, 263.0, 36.0], kAdznbIUhj, 6516215]
[paragraph, [1043.0, 1726.0, 263.0, 36.0], kAdznbIUhj, 6516215]
[paragraph, [1043.0, 1762.0, 263.0, 36.0], kAdznbIUhj, 6516215]
[paragraph, [1043.0, 1798.0, 263.0, 36.0], kAdznbIUhj, 6516215]
[paragraph, [714.0, 1553.0, 273.0, 36.0], ZvrWhvaJIa, 6516215]
[paragraph, [714.0, 1589.0, 273.0, 36.0], ZvrWhvaJIa, 6516215]
[paragraph, [714.0, 1625.0, 273.0, 36.0], ZvrWhvaJIa, 6516215]
[paragraph, [714.0, 1661.0, 273.0, 36.0], ZvrWhvaJIa, 6516215]
[paragraph, [714.0, 1697.0, 273.0, 36.0], ZvrWhvaJIa, 6516215]
[paragraph, [714.0, 1733.0, 273.0, 36.0], ZvrWhvaJIa, 6516215]
[paragraph, [714.0, 1769.0, 273.0, 36.0], ZvrWhvaJIa, 6516215]
