[2339, 1654]
[paragraph, [184.0, 246.0, 1289.0, 36.0], shoonya_0sPIZZHQR84S2N, 5687012]
[paragraph, [184.0, 282.0, 1289.0, 36.0], shoonya_0sPIZZHQR84S2N, 5687012]
[paragraph, [184.0, 318.0, 1289.0, 36.0], shoonya_0sPIZZHQR84S2N, 5687012]
[paragraph, [184.0, 354.0, 1289.0, 36.0], shoonya_0sPIZZHQR84S2N, 5687012]
[paragraph, [181.0, 467.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 503.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 539.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 575.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 611.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 647.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 683.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 719.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 755.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 791.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 827.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 863.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 899.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 935.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 971.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 1007.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 1043.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 1079.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 1115.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 1151.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 1187.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 1223.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 1259.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 1295.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 1331.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 1367.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 1403.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 1439.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 1475.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 1511.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [181.0, 1547.0, 1286.0, 36.0], shoonya_1sBWVLS6IIJ1IT, 5687012]
[paragraph, [191.0, 1662.0, 1271.0, 36.0], shoonya_2sCXUDT8S39EVF, 5687012]
[paragraph, [191.0, 1698.0, 1271.0, 36.0], shoonya_2sCXUDT8S39EVF, 5687012]
[paragraph, [191.0, 1734.0, 1271.0, 36.0], shoonya_2sCXUDT8S39EVF, 5687012]
[paragraph, [191.0, 1770.0, 1271.0, 36.0], shoonya_2sCXUDT8S39EVF, 5687012]
[paragraph, [191.0, 1806.0, 1271.0, 36.0], shoonya_2sCXUDT8S39EVF, 5687012]
[paragraph, [191.0, 1842.0, 1271.0, 36.0], shoonya_2sCXUDT8S39EVF, 5687012]
[paragraph, [191.0, 1878.0, 1271.0, 36.0], shoonya_2sCXUDT8S39EVF, 5687012]
[paragraph, [191.0, 1914.0, 1271.0, 36.0], shoonya_2sCXUDT8S39EVF, 5687012]
[paragraph, [191.0, 1950.0, 1271.0, 36.0], shoonya_2sCXUDT8S39EVF, 5687012]
[paragraph, [191.0, 1986.0, 1271.0, 36.0], shoonya_2sCXUDT8S39EVF, 5687012]
