[1447, 1063]
[folio, [431.0, 54.0, 197.0, 18.0], bp8896Hrqw, 5762412]
[paragraph, [536.0, 92.0, 431.0, 18.0], q9SBYa0yGI, 5762412]
[paragraph, [536.0, 110.0, 431.0, 18.0], q9SBYa0yGI, 5762412]
[paragraph, [536.0, 128.0, 431.0, 18.0], q9SBYa0yGI, 5762412]
[paragraph, [93.0, 98.0, 432.0, 18.0], __qFNI1fc_, 5762412]
[paragraph, [93.0, 116.0, 432.0, 18.0], __qFNI1fc_, 5762412]
[paragraph, [93.0, 134.0, 432.0, 18.0], __qFNI1fc_, 5762412]
[paragraph, [93.0, 152.0, 432.0, 18.0], __qFNI1fc_, 5762412]
[paragraph, [93.0, 170.0, 432.0, 18.0], __qFNI1fc_, 5762412]
[paragraph, [93.0, 188.0, 432.0, 18.0], __qFNI1fc_, 5762412]
[paragraph, [93.0, 206.0, 432.0, 18.0], __qFNI1fc_, 5762412]
[paragraph, [93.0, 224.0, 432.0, 18.0], __qFNI1fc_, 5762412]
[paragraph, [93.0, 242.0, 432.0, 18.0], __qFNI1fc_, 5762412]
[paragraph, [93.0, 260.0, 432.0, 18.0], __qFNI1fc_, 5762412]
[paragraph, [93.0, 278.0, 432.0, 18.0], __qFNI1fc_, 5762412]
[paragraph, [93.0, 296.0, 432.0, 18.0], __qFNI1fc_, 5762412]
[paragraph, [93.0, 314.0, 432.0, 18.0], __qFNI1fc_, 5762412]
[paragraph, [93.0, 332.0, 432.0, 18.0], __qFNI1fc_, 5762412]
[paragraph, [93.0, 350.0, 432.0, 18.0], __qFNI1fc_, 5762412]
[paragraph, [93.0, 368.0, 432.0, 18.0], __qFNI1fc_, 5762412]
[paragraph, [93.0, 386.0, 432.0, 18.0], __qFNI1fc_, 5762412]
[section-title, [535.0, 173.0, 429.0, 30.0], dA0br5--qo, 5762412]
[section-title, [535.0, 203.0, 429.0, 30.0], dA0br5--qo, 5762412]
[paragraph, [535.0, 244.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 262.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 280.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 298.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 316.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 334.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 352.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 370.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 388.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 406.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 424.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 442.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 460.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 478.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 496.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 514.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 532.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 550.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 568.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 586.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 604.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 622.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 640.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 658.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 676.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 694.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 712.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 730.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 748.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 766.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 784.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 802.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[paragraph, [535.0, 820.0, 431.0, 18.0], shoonya_0sX00ZM55IX9LI, 5762412]
[section-title, [92.0, 422.0, 250.0, 30.0], kGi1UJcylH, 5762412]
[paragraph, [94.0, 467.0, 428.0, 18.0], EaI5VFoq8v, 5762412]
[paragraph, [94.0, 485.0, 428.0, 18.0], EaI5VFoq8v, 5762412]
[paragraph, [94.0, 503.0, 428.0, 18.0], EaI5VFoq8v, 5762412]
[paragraph, [94.0, 521.0, 428.0, 18.0], EaI5VFoq8v, 5762412]
[paragraph, [94.0, 539.0, 428.0, 18.0], EaI5VFoq8v, 5762412]
[paragraph, [94.0, 557.0, 428.0, 18.0], EaI5VFoq8v, 5762412]
[paragraph, [94.0, 575.0, 428.0, 18.0], EaI5VFoq8v, 5762412]
[paragraph, [94.0, 593.0, 428.0, 18.0], EaI5VFoq8v, 5762412]
[paragraph, [94.0, 611.0, 428.0, 18.0], EaI5VFoq8v, 5762412]
[paragraph, [94.0, 629.0, 428.0, 18.0], EaI5VFoq8v, 5762412]
[paragraph, [94.0, 647.0, 428.0, 18.0], EaI5VFoq8v, 5762412]
[paragraph, [94.0, 665.0, 428.0, 18.0], EaI5VFoq8v, 5762412]
[paragraph, [94.0, 683.0, 428.0, 18.0], EaI5VFoq8v, 5762412]
[paragraph, [94.0, 701.0, 428.0, 18.0], EaI5VFoq8v, 5762412]
[paragraph, [94.0, 719.0, 428.0, 18.0], EaI5VFoq8v, 5762412]
[paragraph, [94.0, 737.0, 428.0, 18.0], EaI5VFoq8v, 5762412]
[paragraph, [94.0, 755.0, 428.0, 18.0], EaI5VFoq8v, 5762412]
[paragraph, [94.0, 773.0, 428.0, 18.0], EaI5VFoq8v, 5762412]
[paragraph, [94.0, 791.0, 428.0, 18.0], EaI5VFoq8v, 5762412]
[paragraph, [94.0, 809.0, 428.0, 18.0], EaI5VFoq8v, 5762412]
[paragraph, [94.0, 827.0, 428.0, 18.0], EaI5VFoq8v, 5762412]
[paragraph, [94.0, 845.0, 428.0, 18.0], EaI5VFoq8v, 5762412]
