[2806, 1984]
[section-title, [432.0, 87.0, 1125.0, 79.5], 4E7jmcTBoE, 5698977]
[answer, [440.0, 282.0, 1323.0, 46.5], O_IQRNECJC, 5698977]
[answer, [440.0, 328.5, 1323.0, 46.5], O_IQRNECJC, 5698977]
[answer, [440.0, 375.0, 1323.0, 46.5], O_IQRNECJC, 5698977]
[answer, [440.0, 421.5, 1323.0, 46.5], O_IQRNECJC, 5698977]
[answer, [430.0, 700.0, 1356.0, 46.5], rQyjolBRvQ, 5698977]
[answer, [430.0, 746.5, 1356.0, 46.5], rQyjolBRvQ, 5698977]
[answer, [430.0, 793.0, 1356.0, 46.5], rQyjolBRvQ, 5698977]
[answer, [430.0, 839.5, 1356.0, 46.5], rQyjolBRvQ, 5698977]
[answer, [430.0, 886.0, 1356.0, 46.5], rQyjolBRvQ, 5698977]
[answer, [430.0, 932.5, 1356.0, 46.5], rQyjolBRvQ, 5698977]
[answer, [440.0, 1111.0, 1348.0, 46.5], UAcu5GW_MN, 5698977]
[answer, [440.0, 1157.5, 1348.0, 46.5], UAcu5GW_MN, 5698977]
[answer, [440.0, 1204.0, 1348.0, 46.5], UAcu5GW_MN, 5698977]
[answer, [440.0, 1250.5, 1348.0, 46.5], UAcu5GW_MN, 5698977]
[answer, [440.0, 1297.0, 1348.0, 46.5], UAcu5GW_MN, 5698977]
[answer, [440.0, 1343.5, 1348.0, 46.5], UAcu5GW_MN, 5698977]
[answer, [440.0, 1511.0, 1358.0, 46.5], i1ZNPCbku4, 5698977]
[answer, [440.0, 1557.5, 1358.0, 46.5], i1ZNPCbku4, 5698977]
[answer, [440.0, 1604.0, 1358.0, 46.5], i1ZNPCbku4, 5698977]
[answer, [440.0, 1650.5, 1358.0, 46.5], i1ZNPCbku4, 5698977]
[answer, [440.0, 1697.0, 1358.0, 46.5], i1ZNPCbku4, 5698977]
[answer, [440.0, 1743.5, 1358.0, 46.5], i1ZNPCbku4, 5698977]
[answer, [420.0, 1997.0, 1373.0, 46.5], bkOVrlDNh6, 5698977]
[answer, [420.0, 2043.5, 1373.0, 46.5], bkOVrlDNh6, 5698977]
[answer, [420.0, 2090.0, 1373.0, 46.5], bkOVrlDNh6, 5698977]
[answer, [420.0, 2136.5, 1373.0, 46.5], bkOVrlDNh6, 5698977]
[answer, [420.0, 2183.0, 1373.0, 46.5], bkOVrlDNh6, 5698977]
[answer, [420.0, 2229.5, 1373.0, 46.5], bkOVrlDNh6, 5698977]
[answer, [452.0, 2395.0, 1315.0, 46.5], 9ZPMBkAXx1, 5698977]
[answer, [452.0, 2441.5, 1315.0, 46.5], 9ZPMBkAXx1, 5698977]
[answer, [452.0, 2488.0, 1315.0, 46.5], 9ZPMBkAXx1, 5698977]
[answer, [452.0, 2534.5, 1315.0, 46.5], 9ZPMBkAXx1, 5698977]
