[1298, 853]
[section-title, [309.0, 68.0, 223.0, 30.0], shoonya_3sETCNZJUST8W9, 5710032]
[paragraph, [65.0, 111.0, 716.0, 18.0], shoonya_0s6OD71IC7CUMZ, 5710032]
[paragraph, [65.0, 129.0, 716.0, 18.0], shoonya_0s6OD71IC7CUMZ, 5710032]
[paragraph, [65.0, 147.0, 716.0, 18.0], shoonya_0s6OD71IC7CUMZ, 5710032]
[paragraph, [65.0, 165.0, 716.0, 18.0], shoonya_0s6OD71IC7CUMZ, 5710032]
[paragraph, [67.0, 195.0, 721.0, 18.0], shoonya_1sWX53HQ7ZO0ZF, 5710032]
[paragraph, [67.0, 213.0, 721.0, 18.0], shoonya_1sWX53HQ7ZO0ZF, 5710032]
[paragraph, [67.0, 231.0, 721.0, 18.0], shoonya_1sWX53HQ7ZO0ZF, 5710032]
[paragraph, [67.0, 249.0, 721.0, 18.0], shoonya_1sWX53HQ7ZO0ZF, 5710032]
[paragraph, [67.0, 267.0, 721.0, 18.0], shoonya_1sWX53HQ7ZO0ZF, 5710032]
[paragraph, [67.0, 285.0, 721.0, 18.0], shoonya_1sWX53HQ7ZO0ZF, 5710032]
[paragraph, [67.0, 303.0, 721.0, 18.0], shoonya_1sWX53HQ7ZO0ZF, 5710032]
[paragraph, [67.0, 321.0, 721.0, 18.0], shoonya_1sWX53HQ7ZO0ZF, 5710032]
[paragraph, [67.0, 339.0, 721.0, 18.0], shoonya_1sWX53HQ7ZO0ZF, 5710032]
[paragraph, [67.0, 357.0, 721.0, 18.0], shoonya_1sWX53HQ7ZO0ZF, 5710032]
[paragraph, [67.0, 375.0, 721.0, 18.0], shoonya_1sWX53HQ7ZO0ZF, 5710032]
[paragraph, [67.0, 393.0, 721.0, 18.0], shoonya_1sWX53HQ7ZO0ZF, 5710032]
[paragraph, [67.0, 411.0, 721.0, 18.0], shoonya_1sWX53HQ7ZO0ZF, 5710032]
[paragraph, [67.0, 429.0, 721.0, 18.0], shoonya_1sWX53HQ7ZO0ZF, 5710032]
[paragraph, [67.0, 447.0, 721.0, 18.0], shoonya_1sWX53HQ7ZO0ZF, 5710032]
[paragraph, [67.0, 465.0, 721.0, 18.0], shoonya_1sWX53HQ7ZO0ZF, 5710032]
[paragraph, [67.0, 484.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
[paragraph, [67.0, 502.0, 720.0, 18.0], 7HlnNr0Dhf, 5710032]
