[1565, 1152]
[paragraph, [417.0, 121.0, 303.0, 36.0], shoonya_3s9WMRY2PUZHOA, 5712783]
[paragraph, [417.0, 157.0, 303.0, 36.0], shoonya_3s9WMRY2PUZHOA, 5712783]
[paragraph, [417.0, 193.0, 303.0, 36.0], shoonya_3s9WMRY2PUZHOA, 5712783]
[paragraph, [417.0, 229.0, 303.0, 36.0], shoonya_3s9WMRY2PUZHOA, 5712783]
[paragraph, [417.0, 265.0, 303.0, 36.0], shoonya_3s9WMRY2PUZHOA, 5712783]
[paragraph, [417.0, 301.0, 303.0, 36.0], shoonya_3s9WMRY2PUZHOA, 5712783]
[paragraph, [731.0, 121.0, 312.0, 36.0], shoonya_7sSM9WY3LERS03, 5712783]
[paragraph, [731.0, 157.0, 312.0, 36.0], shoonya_7sSM9WY3LERS03, 5712783]
[paragraph, [731.0, 193.0, 312.0, 36.0], shoonya_7sSM9WY3LERS03, 5712783]
[paragraph, [731.0, 229.0, 312.0, 36.0], shoonya_7sSM9WY3LERS03, 5712783]
[paragraph, [731.0, 265.0, 312.0, 36.0], shoonya_7sSM9WY3LERS03, 5712783]
[paragraph, [731.0, 301.0, 312.0, 36.0], shoonya_7sSM9WY3LERS03, 5712783]
[paragraph, [731.0, 337.0, 312.0, 36.0], shoonya_7sSM9WY3LERS03, 5712783]
[paragraph, [104.0, 129.0, 309.0, 36.0], shoonya_0sOU2NY0I6AQCE, 5712783]
[paragraph, [104.0, 165.0, 309.0, 36.0], shoonya_0sOU2NY0I6AQCE, 5712783]
[paragraph, [104.0, 201.0, 309.0, 36.0], shoonya_0sOU2NY0I6AQCE, 5712783]
[paragraph, [104.0, 237.0, 309.0, 36.0], shoonya_0sOU2NY0I6AQCE, 5712783]
[paragraph, [104.0, 273.0, 309.0, 36.0], shoonya_0sOU2NY0I6AQCE, 5712783]
[paragraph, [104.0, 309.0, 309.0, 36.0], shoonya_0sOU2NY0I6AQCE, 5712783]
[paragraph, [104.0, 345.0, 309.0, 36.0], shoonya_0sOU2NY0I6AQCE, 5712783]
[paragraph, [104.0, 381.0, 309.0, 36.0], shoonya_0sOU2NY0I6AQCE, 5712783]
[paragraph, [104.0, 417.0, 309.0, 36.0], shoonya_0sOU2NY0I6AQCE, 5712783]
[paragraph, [104.0, 453.0, 309.0, 36.0], shoonya_0sOU2NY0I6AQCE, 5712783]
[paragraph, [104.0, 489.0, 309.0, 36.0], shoonya_0sOU2NY0I6AQCE, 5712783]
[paragraph, [104.0, 525.0, 309.0, 36.0], shoonya_0sOU2NY0I6AQCE, 5712783]
[paragraph, [417.0, 337.0, 309.0, 36.0], shoonya_4sVIC5YLQTW96C, 5712783]
[paragraph, [417.0, 373.0, 309.0, 36.0], shoonya_4sVIC5YLQTW96C, 5712783]
[paragraph, [417.0, 409.0, 309.0, 36.0], shoonya_4sVIC5YLQTW96C, 5712783]
[paragraph, [417.0, 445.0, 309.0, 36.0], shoonya_4sVIC5YLQTW96C, 5712783]
[paragraph, [417.0, 481.0, 309.0, 36.0], shoonya_4sVIC5YLQTW96C, 5712783]
[paragraph, [417.0, 517.0, 309.0, 36.0], shoonya_4sVIC5YLQTW96C, 5712783]
[paragraph, [417.0, 553.0, 309.0, 36.0], shoonya_4sVIC5YLQTW96C, 5712783]
[paragraph, [417.0, 589.0, 309.0, 36.0], shoonya_4sVIC5YLQTW96C, 5712783]
[paragraph, [417.0, 625.0, 309.0, 36.0], shoonya_4sVIC5YLQTW96C, 5712783]
[paragraph, [417.0, 661.0, 309.0, 36.0], shoonya_4sVIC5YLQTW96C, 5712783]
[paragraph, [417.0, 697.0, 309.0, 36.0], shoonya_4sVIC5YLQTW96C, 5712783]
[paragraph, [417.0, 733.0, 309.0, 36.0], shoonya_4sVIC5YLQTW96C, 5712783]
[paragraph, [417.0, 769.0, 309.0, 36.0], shoonya_4sVIC5YLQTW96C, 5712783]
[paragraph, [417.0, 805.0, 309.0, 36.0], shoonya_4sVIC5YLQTW96C, 5712783]
[paragraph, [417.0, 841.0, 309.0, 36.0], shoonya_4sVIC5YLQTW96C, 5712783]
[paragraph, [417.0, 877.0, 309.0, 36.0], shoonya_4sVIC5YLQTW96C, 5712783]
[paragraph, [737.0, 394.0, 311.0, 36.0], shoonya_8sTHMGB154SA6S, 5712783]
[paragraph, [737.0, 430.0, 311.0, 36.0], shoonya_8sTHMGB154SA6S, 5712783]
[paragraph, [737.0, 466.0, 311.0, 36.0], shoonya_8sTHMGB154SA6S, 5712783]
[paragraph, [737.0, 502.0, 311.0, 36.0], shoonya_8sTHMGB154SA6S, 5712783]
[paragraph, [737.0, 538.0, 311.0, 36.0], shoonya_8sTHMGB154SA6S, 5712783]
[paragraph, [737.0, 574.0, 311.0, 36.0], shoonya_8sTHMGB154SA6S, 5712783]
[paragraph, [737.0, 610.0, 311.0, 36.0], shoonya_8sTHMGB154SA6S, 5712783]
[paragraph, [737.0, 646.0, 311.0, 36.0], shoonya_8sTHMGB154SA6S, 5712783]
[paragraph, [737.0, 682.0, 311.0, 36.0], shoonya_8sTHMGB154SA6S, 5712783]
[paragraph, [737.0, 718.0, 311.0, 36.0], shoonya_8sTHMGB154SA6S, 5712783]
[paragraph, [737.0, 754.0, 311.0, 36.0], shoonya_8sTHMGB154SA6S, 5712783]
[paragraph, [106.0, 583.0, 306.0, 36.0], shoonya_1sJ4X4JX1A90OJ, 5712783]
[paragraph, [106.0, 619.0, 306.0, 36.0], shoonya_1sJ4X4JX1A90OJ, 5712783]
[paragraph, [106.0, 655.0, 306.0, 36.0], shoonya_1sJ4X4JX1A90OJ, 5712783]
[paragraph, [106.0, 696.0, 308.0, 36.0], shoonya_2sHQZI3LA3C3WO, 5712783]
[paragraph, [106.0, 732.0, 308.0, 36.0], shoonya_2sHQZI3LA3C3WO, 5712783]
[paragraph, [106.0, 768.0, 308.0, 36.0], shoonya_2sHQZI3LA3C3WO, 5712783]
[paragraph, [106.0, 804.0, 308.0, 36.0], shoonya_2sHQZI3LA3C3WO, 5712783]
[paragraph, [106.0, 840.0, 308.0, 36.0], shoonya_2sHQZI3LA3C3WO, 5712783]
[paragraph, [106.0, 876.0, 308.0, 36.0], shoonya_2sHQZI3LA3C3WO, 5712783]
[paragraph, [106.0, 912.0, 308.0, 36.0], shoonya_2sHQZI3LA3C3WO, 5712783]
[paragraph, [106.0, 948.0, 308.0, 36.0], shoonya_2sHQZI3LA3C3WO, 5712783]
[paragraph, [106.0, 984.0, 308.0, 36.0], shoonya_2sHQZI3LA3C3WO, 5712783]
[paragraph, [106.0, 1020.0, 308.0, 36.0], shoonya_2sHQZI3LA3C3WO, 5712783]
[paragraph, [106.0, 1056.0, 308.0, 36.0], shoonya_2sHQZI3LA3C3WO, 5712783]
[paragraph, [106.0, 1092.0, 308.0, 36.0], shoonya_2sHQZI3LA3C3WO, 5712783]
[paragraph, [106.0, 1128.0, 308.0, 36.0], shoonya_2sHQZI3LA3C3WO, 5712783]
[paragraph, [106.0, 1164.0, 308.0, 36.0], shoonya_2sHQZI3LA3C3WO, 5712783]
[paragraph, [106.0, 1200.0, 308.0, 36.0], shoonya_2sHQZI3LA3C3WO, 5712783]
[paragraph, [106.0, 1236.0, 308.0, 36.0], shoonya_2sHQZI3LA3C3WO, 5712783]
[paragraph, [106.0, 1272.0, 308.0, 36.0], shoonya_2sHQZI3LA3C3WO, 5712783]
[paragraph, [106.0, 1308.0, 308.0, 36.0], shoonya_2sHQZI3LA3C3WO, 5712783]
[paragraph, [106.0, 1344.0, 308.0, 36.0], shoonya_2sHQZI3LA3C3WO, 5712783]
[paragraph, [106.0, 1380.0, 308.0, 36.0], shoonya_2sHQZI3LA3C3WO, 5712783]
[paragraph, [735.0, 791.0, 316.0, 36.0], shoonya_9sENAWG6IB2R0S, 5712783]
