[3508, 2481]
[paragraph, [217.0, 108.0, 2061.0, 52.5], fBzyitwLMz, 6534567]
[paragraph, [224.0, 288.0, 2043.0, 52.5], shoonya_1s3OOB7XRRJEGT, 6534567]
[paragraph, [224.0, 340.5, 2043.0, 52.5], shoonya_1s3OOB7XRRJEGT, 6534567]
[paragraph, [224.0, 393.0, 2043.0, 52.5], shoonya_1s3OOB7XRRJEGT, 6534567]
[paragraph, [224.0, 445.5, 2043.0, 52.5], shoonya_1s3OOB7XRRJEGT, 6534567]
[paragraph, [224.0, 498.0, 2043.0, 52.5], shoonya_1s3OOB7XRRJEGT, 6534567]
[paragraph, [224.0, 550.5, 2043.0, 52.5], shoonya_1s3OOB7XRRJEGT, 6534567]
[paragraph, [224.0, 603.0, 2043.0, 52.5], shoonya_1s3OOB7XRRJEGT, 6534567]
[paragraph, [224.0, 655.5, 2043.0, 52.5], shoonya_1s3OOB7XRRJEGT, 6534567]
[paragraph, [224.0, 772.0, 2065.0, 52.5], shoonya_0sYI6QMO21P6H8, 6534567]
[paragraph, [224.0, 824.5, 2065.0, 52.5], shoonya_0sYI6QMO21P6H8, 6534567]
[paragraph, [224.0, 877.0, 2065.0, 52.5], shoonya_0sYI6QMO21P6H8, 6534567]
[paragraph, [224.0, 929.5, 2065.0, 52.5], shoonya_0sYI6QMO21P6H8, 6534567]
[paragraph, [224.0, 982.0, 2065.0, 52.5], shoonya_0sYI6QMO21P6H8, 6534567]
[paragraph, [224.0, 1034.5, 2065.0, 52.5], shoonya_0sYI6QMO21P6H8, 6534567]
[paragraph, [224.0, 1087.0, 2065.0, 52.5], shoonya_0sYI6QMO21P6H8, 6534567]
[paragraph, [224.0, 1139.5, 2065.0, 52.5], shoonya_0sYI6QMO21P6H8, 6534567]
[paragraph, [224.0, 1192.0, 2065.0, 52.5], shoonya_0sYI6QMO21P6H8, 6534567]
[paragraph, [224.0, 1244.5, 2065.0, 52.5], shoonya_0sYI6QMO21P6H8, 6534567]
[paragraph, [224.0, 1297.0, 2065.0, 52.5], shoonya_0sYI6QMO21P6H8, 6534567]
[paragraph, [224.0, 1349.5, 2065.0, 52.5], shoonya_0sYI6QMO21P6H8, 6534567]
[paragraph, [224.0, 1402.0, 2065.0, 52.5], shoonya_0sYI6QMO21P6H8, 6534567]
[paragraph, [1920.0, 1864.0, 348.0, 52.5], p168EzWD4J, 6534567]
[contact-info, [926.0, 3262.0, 624.0, 52.5], -bH5WHpZM-, 6534567]
[contact-info, [926.0, 3314.5, 624.0, 52.5], -bH5WHpZM-, 6534567]
