[590, 396]
[chapter-title, [69.0, 145.0, 119.0, 30.0], p0iDkSfsp8, 6515368]
[paragraph, [65.0, 196.0, 301.0, 18.0], shoonya_0s78Z0NMZ2V6VQ, 6515368]
[paragraph, [65.0, 214.0, 301.0, 18.0], shoonya_0s78Z0NMZ2V6VQ, 6515368]
[paragraph, [65.0, 232.0, 301.0, 18.0], shoonya_0s78Z0NMZ2V6VQ, 6515368]
[paragraph, [65.0, 250.0, 301.0, 18.0], shoonya_0s78Z0NMZ2V6VQ, 6515368]
[paragraph, [65.0, 268.0, 301.0, 18.0], shoonya_0s78Z0NMZ2V6VQ, 6515368]
[paragraph, [65.0, 286.0, 301.0, 18.0], shoonya_0s78Z0NMZ2V6VQ, 6515368]
[paragraph, [65.0, 304.0, 301.0, 18.0], shoonya_0s78Z0NMZ2V6VQ, 6515368]
[paragraph, [65.0, 322.0, 301.0, 18.0], shoonya_0s78Z0NMZ2V6VQ, 6515368]
[paragraph, [65.0, 340.0, 301.0, 18.0], shoonya_0s78Z0NMZ2V6VQ, 6515368]
[paragraph, [65.0, 358.0, 301.0, 18.0], shoonya_0s78Z0NMZ2V6VQ, 6515368]
[paragraph, [65.0, 376.0, 301.0, 18.0], shoonya_0s78Z0NMZ2V6VQ, 6515368]
[paragraph, [65.0, 394.0, 301.0, 18.0], shoonya_0s78Z0NMZ2V6VQ, 6515368]
[paragraph, [65.0, 412.0, 301.0, 18.0], shoonya_0s78Z0NMZ2V6VQ, 6515368]
[paragraph, [65.0, 430.0, 301.0, 18.0], shoonya_0s78Z0NMZ2V6VQ, 6515368]
[paragraph, [65.0, 448.0, 301.0, 18.0], shoonya_0s78Z0NMZ2V6VQ, 6515368]
[paragraph, [65.0, 466.0, 301.0, 18.0], shoonya_0s78Z0NMZ2V6VQ, 6515368]
[paragraph, [65.0, 484.0, 301.0, 18.0], shoonya_0s78Z0NMZ2V6VQ, 6515368]
[footnote, [87.0, 532.0, 48.0, 18.0], xk2SpxOlB-, 6515368]
