[2200, 1700]
[paragraph, [309.0, 82.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 118.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 154.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 190.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 226.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 262.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 298.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 334.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 370.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 406.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 442.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 478.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 514.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 550.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 586.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 622.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 658.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 694.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 730.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 766.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 802.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 838.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 874.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 910.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 946.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 982.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 1018.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 1054.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 1090.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 1126.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 1162.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 1198.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 1234.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 1270.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [309.0, 1306.0, 1105.0, 36.0], shoonya_1sLHM0TA1KS2VX, 5730844]
[paragraph, [301.0, 1387.0, 1096.0, 36.0], shoonya_0s7CW0TEYBIV8K, 5730844]
[paragraph, [301.0, 1423.0, 1096.0, 36.0], shoonya_0s7CW0TEYBIV8K, 5730844]
[paragraph, [301.0, 1459.0, 1096.0, 36.0], shoonya_0s7CW0TEYBIV8K, 5730844]
[paragraph, [301.0, 1495.0, 1096.0, 36.0], shoonya_0s7CW0TEYBIV8K, 5730844]
[paragraph, [301.0, 1531.0, 1096.0, 36.0], shoonya_0s7CW0TEYBIV8K, 5730844]
[paragraph, [301.0, 1567.0, 1096.0, 36.0], shoonya_0s7CW0TEYBIV8K, 5730844]
[paragraph, [301.0, 1603.0, 1096.0, 36.0], shoonya_0s7CW0TEYBIV8K, 5730844]
[paragraph, [301.0, 1639.0, 1096.0, 36.0], shoonya_0s7CW0TEYBIV8K, 5730844]
[paragraph, [301.0, 1675.0, 1096.0, 36.0], shoonya_0s7CW0TEYBIV8K, 5730844]
[paragraph, [301.0, 1711.0, 1096.0, 36.0], shoonya_0s7CW0TEYBIV8K, 5730844]
[paragraph, [301.0, 1747.0, 1096.0, 36.0], shoonya_0s7CW0TEYBIV8K, 5730844]
[paragraph, [301.0, 1783.0, 1096.0, 36.0], shoonya_0s7CW0TEYBIV8K, 5730844]
[paragraph, [301.0, 1819.0, 1096.0, 36.0], shoonya_0s7CW0TEYBIV8K, 5730844]
[paragraph, [301.0, 1855.0, 1096.0, 36.0], shoonya_0s7CW0TEYBIV8K, 5730844]
[paragraph, [301.0, 1891.0, 1096.0, 36.0], shoonya_0s7CW0TEYBIV8K, 5730844]
[paragraph, [301.0, 1927.0, 1096.0, 36.0], shoonya_0s7CW0TEYBIV8K, 5730844]
[folio, [946.0, 2038.0, 358.0, 36.0], v0eAjJfVSN, 5730844]
