[1255, 871]
[chapter-title, [405.0, 34.0, 179.0, 30.0], shoonya_9sT076LMW6IU1L, 5776604]
[paragraph, [181.0, 73.0, 633.0, 18.0], shoonya_6sJATLAD35UG1P, 5776604]
[paragraph, [181.0, 91.0, 633.0, 18.0], shoonya_6sJATLAD35UG1P, 5776604]
[paragraph, [180.0, 125.0, 634.0, 18.0], shoonya_5sCAQVURDEM8B7, 5776604]
[paragraph, [180.0, 143.0, 634.0, 18.0], shoonya_5sCAQVURDEM8B7, 5776604]
[paragraph, [180.0, 161.0, 634.0, 18.0], shoonya_5sCAQVURDEM8B7, 5776604]
[paragraph, [180.0, 179.0, 634.0, 18.0], shoonya_5sCAQVURDEM8B7, 5776604]
[paragraph, [180.0, 199.0, 630.0, 18.0], shoonya_2sS0MCBXOHRCXR, 5776604]
[paragraph, [180.0, 217.0, 630.0, 18.0], shoonya_2sS0MCBXOHRCXR, 5776604]
[paragraph, [180.0, 235.0, 630.0, 18.0], shoonya_2sS0MCBXOHRCXR, 5776604]
[paragraph, [180.0, 253.0, 630.0, 18.0], shoonya_2sS0MCBXOHRCXR, 5776604]
[paragraph, [180.0, 271.0, 630.0, 18.0], shoonya_2sS0MCBXOHRCXR, 5776604]
[paragraph, [179.0, 301.0, 633.0, 18.0], shoonya_0sT4YD5SC46VXR, 5776604]
[paragraph, [179.0, 319.0, 633.0, 18.0], shoonya_0sT4YD5SC46VXR, 5776604]
[paragraph, [179.0, 337.0, 633.0, 18.0], shoonya_0sT4YD5SC46VXR, 5776604]
[paragraph, [179.0, 355.0, 633.0, 18.0], shoonya_0sT4YD5SC46VXR, 5776604]
[paragraph, [179.0, 373.0, 633.0, 18.0], shoonya_0sT4YD5SC46VXR, 5776604]
[paragraph, [179.0, 391.0, 633.0, 18.0], shoonya_0sT4YD5SC46VXR, 5776604]
[paragraph, [179.0, 409.0, 633.0, 18.0], shoonya_0sT4YD5SC46VXR, 5776604]
[paragraph, [179.0, 427.0, 633.0, 18.0], shoonya_0sT4YD5SC46VXR, 5776604]
[paragraph, [179.0, 445.0, 633.0, 18.0], shoonya_0sT4YD5SC46VXR, 5776604]
[paragraph, [179.0, 463.0, 633.0, 18.0], shoonya_0sT4YD5SC46VXR, 5776604]
[paragraph, [179.0, 481.0, 633.0, 18.0], shoonya_0sT4YD5SC46VXR, 5776604]
[paragraph, [179.0, 499.0, 633.0, 18.0], shoonya_0sT4YD5SC46VXR, 5776604]
[paragraph, [180.0, 527.0, 631.0, 18.0], shoonya_7sCMJG7N0JW5OA, 5776604]
[paragraph, [180.0, 545.0, 631.0, 18.0], shoonya_7sCMJG7N0JW5OA, 5776604]
[paragraph, [180.0, 563.0, 631.0, 18.0], shoonya_7sCMJG7N0JW5OA, 5776604]
[paragraph, [183.0, 580.0, 628.0, 18.0], shoonya_8s96UZRJJPFL2X, 5776604]
[paragraph, [183.0, 598.0, 628.0, 18.0], shoonya_8s96UZRJJPFL2X, 5776604]
[paragraph, [182.0, 628.0, 633.0, 18.0], shoonya_4sKT4MBFO2E9RP, 5776604]
[paragraph, [182.0, 646.0, 633.0, 18.0], shoonya_4sKT4MBFO2E9RP, 5776604]
[paragraph, [182.0, 664.0, 633.0, 18.0], shoonya_4sKT4MBFO2E9RP, 5776604]
[paragraph, [182.0, 682.0, 633.0, 18.0], shoonya_4sKT4MBFO2E9RP, 5776604]
[paragraph, [182.0, 700.0, 633.0, 18.0], shoonya_4sKT4MBFO2E9RP, 5776604]
[paragraph, [182.0, 718.0, 633.0, 18.0], shoonya_4sKT4MBFO2E9RP, 5776604]
[paragraph, [182.0, 754.0, 633.0, 18.0], shoonya_3sQOGWP4QSVJYW, 5776604]
[paragraph, [182.0, 772.0, 633.0, 18.0], shoonya_3sQOGWP4QSVJYW, 5776604]
[paragraph, [182.0, 805.0, 636.0, 18.0], shoonya_1s490HCPMYB7KC, 5776604]
[paragraph, [182.0, 823.0, 636.0, 18.0], shoonya_1s490HCPMYB7KC, 5776604]
[paragraph, [182.0, 841.0, 636.0, 18.0], shoonya_1s490HCPMYB7KC, 5776604]
[paragraph, [182.0, 859.0, 636.0, 18.0], shoonya_1s490HCPMYB7KC, 5776604]
[paragraph, [182.0, 877.0, 636.0, 18.0], shoonya_1s490HCPMYB7KC, 5776604]
[paragraph, [182.0, 895.0, 636.0, 18.0], shoonya_1s490HCPMYB7KC, 5776604]
[paragraph, [182.0, 913.0, 636.0, 18.0], shoonya_1s490HCPMYB7KC, 5776604]
[paragraph, [182.0, 931.0, 636.0, 18.0], shoonya_1s490HCPMYB7KC, 5776604]
[paragraph, [182.0, 949.0, 636.0, 18.0], shoonya_1s490HCPMYB7KC, 5776604]
[paragraph, [182.0, 967.0, 636.0, 18.0], shoonya_1s490HCPMYB7KC, 5776604]
[paragraph, [182.0, 985.0, 636.0, 18.0], shoonya_1s490HCPMYB7KC, 5776604]
[paragraph, [182.0, 1003.0, 636.0, 18.0], shoonya_1s490HCPMYB7KC, 5776604]
[paragraph, [182.0, 1021.0, 636.0, 18.0], shoonya_1s490HCPMYB7KC, 5776604]
[paragraph, [182.0, 1039.0, 636.0, 18.0], shoonya_1s490HCPMYB7KC, 5776604]
[paragraph, [182.0, 1057.0, 636.0, 18.0], shoonya_1s490HCPMYB7KC, 5776604]
