[1241, 798]
[folio, [572.0, 62.0, 131.0, 18.0], shoonya_7sBO6FSUHBYAPQ, 5702655]
[section-title, [300.0, 122.0, 193.0, 30.0], shoonya_4sLAJ1E0R7OPAW, 5702655]
[section-title, [300.0, 152.0, 193.0, 30.0], shoonya_4sLAJ1E0R7OPAW, 5702655]
[section-title, [300.0, 182.0, 193.0, 30.0], shoonya_4sLAJ1E0R7OPAW, 5702655]
[paragraph, [86.0, 236.0, 622.0, 18.0], shoonya_5sB8M5NHCUJS96, 5702655]
[paragraph, [86.0, 254.0, 622.0, 18.0], shoonya_5sB8M5NHCUJS96, 5702655]
[paragraph, [86.0, 272.0, 622.0, 18.0], shoonya_5sB8M5NHCUJS96, 5702655]
[paragraph, [86.0, 290.0, 622.0, 18.0], shoonya_5sB8M5NHCUJS96, 5702655]
[paragraph, [86.0, 308.0, 622.0, 18.0], shoonya_5sB8M5NHCUJS96, 5702655]
[paragraph, [86.0, 326.0, 622.0, 18.0], shoonya_5sB8M5NHCUJS96, 5702655]
[paragraph, [86.0, 344.0, 622.0, 18.0], shoonya_5sB8M5NHCUJS96, 5702655]
[paragraph, [86.0, 362.0, 622.0, 18.0], shoonya_5sB8M5NHCUJS96, 5702655]
[paragraph, [86.0, 380.0, 622.0, 18.0], shoonya_5sB8M5NHCUJS96, 5702655]
[paragraph, [147.0, 430.0, 398.0, 18.0], shoonya_8sIDQOU5T166TG, 5702655]
[paragraph, [147.0, 448.0, 398.0, 18.0], shoonya_8sIDQOU5T166TG, 5702655]
[paragraph, [89.0, 482.0, 613.0, 18.0], uWgZom5xeK, 5702655]
[paragraph, [89.0, 500.0, 613.0, 18.0], uWgZom5xeK, 5702655]
[paragraph, [89.0, 518.0, 613.0, 18.0], uWgZom5xeK, 5702655]
[paragraph, [89.0, 536.0, 613.0, 18.0], uWgZom5xeK, 5702655]
[paragraph, [89.0, 574.0, 616.0, 18.0], shoonya_6sSYO0IXUWYL8R, 5702655]
[paragraph, [89.0, 592.0, 616.0, 18.0], shoonya_6sSYO0IXUWYL8R, 5702655]
[paragraph, [89.0, 610.0, 616.0, 18.0], shoonya_6sSYO0IXUWYL8R, 5702655]
[paragraph, [89.0, 628.0, 616.0, 18.0], shoonya_6sSYO0IXUWYL8R, 5702655]
[paragraph, [89.0, 646.0, 616.0, 18.0], shoonya_6sSYO0IXUWYL8R, 5702655]
[paragraph, [89.0, 664.0, 616.0, 18.0], shoonya_6sSYO0IXUWYL8R, 5702655]
[paragraph, [89.0, 682.0, 616.0, 18.0], shoonya_6sSYO0IXUWYL8R, 5702655]
[paragraph, [89.0, 700.0, 616.0, 18.0], shoonya_6sSYO0IXUWYL8R, 5702655]
[paragraph, [89.0, 718.0, 616.0, 18.0], shoonya_6sSYO0IXUWYL8R, 5702655]
[paragraph, [89.0, 736.0, 616.0, 18.0], shoonya_6sSYO0IXUWYL8R, 5702655]
[paragraph, [90.0, 771.0, 614.0, 18.0], shoonya_1s16FYPK60ZSLM, 5702655]
[paragraph, [90.0, 789.0, 614.0, 18.0], shoonya_1s16FYPK60ZSLM, 5702655]
[paragraph, [90.0, 807.0, 614.0, 18.0], shoonya_1s16FYPK60ZSLM, 5702655]
[paragraph, [90.0, 825.0, 614.0, 18.0], shoonya_1s16FYPK60ZSLM, 5702655]
[paragraph, [90.0, 843.0, 614.0, 18.0], shoonya_1s16FYPK60ZSLM, 5702655]
[paragraph, [90.0, 861.0, 614.0, 18.0], shoonya_1s16FYPK60ZSLM, 5702655]
[paragraph, [89.0, 898.0, 617.0, 18.0], shoonya_0s55EL6JP4VPA7, 5702655]
[paragraph, [89.0, 916.0, 617.0, 18.0], shoonya_0s55EL6JP4VPA7, 5702655]
[paragraph, [89.0, 934.0, 617.0, 18.0], shoonya_0s55EL6JP4VPA7, 5702655]
[paragraph, [89.0, 952.0, 617.0, 18.0], shoonya_0s55EL6JP4VPA7, 5702655]
[paragraph, [89.0, 970.0, 617.0, 18.0], shoonya_0s55EL6JP4VPA7, 5702655]
[paragraph, [89.0, 988.0, 617.0, 18.0], shoonya_0s55EL6JP4VPA7, 5702655]
[paragraph, [89.0, 1006.0, 617.0, 18.0], shoonya_0s55EL6JP4VPA7, 5702655]
[paragraph, [89.0, 1024.0, 617.0, 18.0], shoonya_0s55EL6JP4VPA7, 5702655]
[paragraph, [89.0, 1042.0, 617.0, 18.0], shoonya_0s55EL6JP4VPA7, 5702655]
[paragraph, [89.0, 1060.0, 617.0, 18.0], shoonya_0s55EL6JP4VPA7, 5702655]
[paragraph, [90.0, 1094.0, 615.0, 18.0], shoonya_3sOVAV3J8863CQ, 5702655]
[paragraph, [90.0, 1112.0, 615.0, 18.0], shoonya_3sOVAV3J8863CQ, 5702655]
[paragraph, [90.0, 1130.0, 615.0, 18.0], shoonya_3sOVAV3J8863CQ, 5702655]
[paragraph, [90.0, 1148.0, 615.0, 18.0], shoonya_3sOVAV3J8863CQ, 5702655]
