[2339, 1653]
[paragraph, [249.0, 246.0, 1160.0, 36.0], shoonya_1sYNU69X44OB09, 5687386]
[paragraph, [249.0, 282.0, 1160.0, 36.0], shoonya_1sYNU69X44OB09, 5687386]
[paragraph, [249.0, 318.0, 1160.0, 36.0], shoonya_1sYNU69X44OB09, 5687386]
[paragraph, [249.0, 354.0, 1160.0, 36.0], shoonya_1sYNU69X44OB09, 5687386]
[paragraph, [249.0, 390.0, 1160.0, 36.0], shoonya_1sYNU69X44OB09, 5687386]
[paragraph, [249.0, 426.0, 1160.0, 36.0], shoonya_1sYNU69X44OB09, 5687386]
[paragraph, [249.0, 462.0, 1160.0, 36.0], shoonya_1sYNU69X44OB09, 5687386]
[paragraph, [249.0, 498.0, 1160.0, 36.0], shoonya_1sYNU69X44OB09, 5687386]
[paragraph, [249.0, 534.0, 1160.0, 36.0], shoonya_1sYNU69X44OB09, 5687386]
[paragraph, [248.0, 591.0, 1155.0, 36.0], shoonya_0sD1YYY3BD0F1B, 5687386]
[paragraph, [248.0, 627.0, 1155.0, 36.0], shoonya_0sD1YYY3BD0F1B, 5687386]
[paragraph, [248.0, 663.0, 1155.0, 36.0], shoonya_0sD1YYY3BD0F1B, 5687386]
[paragraph, [248.0, 699.0, 1155.0, 36.0], shoonya_0sD1YYY3BD0F1B, 5687386]
[paragraph, [248.0, 735.0, 1155.0, 36.0], shoonya_0sD1YYY3BD0F1B, 5687386]
[paragraph, [248.0, 771.0, 1155.0, 36.0], shoonya_0sD1YYY3BD0F1B, 5687386]
[paragraph, [248.0, 807.0, 1155.0, 36.0], shoonya_0sD1YYY3BD0F1B, 5687386]
[paragraph, [248.0, 843.0, 1155.0, 36.0], shoonya_0sD1YYY3BD0F1B, 5687386]
[paragraph, [248.0, 879.0, 1155.0, 36.0], shoonya_0sD1YYY3BD0F1B, 5687386]
[paragraph, [248.0, 915.0, 1155.0, 36.0], shoonya_0sD1YYY3BD0F1B, 5687386]
[paragraph, [248.0, 951.0, 1155.0, 36.0], shoonya_0sD1YYY3BD0F1B, 5687386]
[paragraph, [248.0, 987.0, 1155.0, 36.0], shoonya_0sD1YYY3BD0F1B, 5687386]
[paragraph, [248.0, 1023.0, 1155.0, 36.0], shoonya_0sD1YYY3BD0F1B, 5687386]
[paragraph, [248.0, 1059.0, 1155.0, 36.0], shoonya_0sD1YYY3BD0F1B, 5687386]
[paragraph, [248.0, 1095.0, 1155.0, 36.0], shoonya_0sD1YYY3BD0F1B, 5687386]
[paragraph, [248.0, 1131.0, 1155.0, 36.0], shoonya_0sD1YYY3BD0F1B, 5687386]
[paragraph, [248.0, 1167.0, 1155.0, 36.0], shoonya_0sD1YYY3BD0F1B, 5687386]
[paragraph, [248.0, 1203.0, 1155.0, 36.0], shoonya_0sD1YYY3BD0F1B, 5687386]
[paragraph, [249.0, 1290.0, 1151.0, 36.0], shoonya_3sGD9WZ1D63FU5, 5687386]
[paragraph, [249.0, 1326.0, 1151.0, 36.0], shoonya_3sGD9WZ1D63FU5, 5687386]
[paragraph, [249.0, 1362.0, 1151.0, 36.0], shoonya_3sGD9WZ1D63FU5, 5687386]
[paragraph, [250.0, 1423.0, 1150.0, 36.0], 1o8-5PJEOA, 5687386]
[paragraph, [250.0, 1459.0, 1150.0, 36.0], 1o8-5PJEOA, 5687386]
[paragraph, [250.0, 1495.0, 1150.0, 36.0], 1o8-5PJEOA, 5687386]
[ordered-list, [245.0, 1562.0, 1157.0, 36.0], E44JO0MLZc, 5687386]
[ordered-list, [245.0, 1598.0, 1157.0, 36.0], E44JO0MLZc, 5687386]
[ordered-list, [245.0, 1634.0, 1157.0, 36.0], E44JO0MLZc, 5687386]
[ordered-list, [245.0, 1670.0, 1157.0, 36.0], E44JO0MLZc, 5687386]
[ordered-list, [245.0, 1706.0, 1157.0, 36.0], E44JO0MLZc, 5687386]
[ordered-list, [245.0, 1742.0, 1157.0, 36.0], E44JO0MLZc, 5687386]
[ordered-list, [245.0, 1778.0, 1157.0, 36.0], E44JO0MLZc, 5687386]
[ordered-list, [245.0, 1814.0, 1157.0, 36.0], E44JO0MLZc, 5687386]
[ordered-list, [245.0, 1850.0, 1157.0, 36.0], E44JO0MLZc, 5687386]
[ordered-list, [245.0, 1886.0, 1157.0, 36.0], E44JO0MLZc, 5687386]
[ordered-list, [245.0, 1922.0, 1157.0, 36.0], E44JO0MLZc, 5687386]
[ordered-list, [245.0, 1958.0, 1157.0, 36.0], E44JO0MLZc, 5687386]
[ordered-list, [245.0, 1994.0, 1157.0, 36.0], E44JO0MLZc, 5687386]
[ordered-list, [245.0, 2030.0, 1157.0, 36.0], E44JO0MLZc, 5687386]
