[2200, 1700]
[paragraph, [360.0, 58.0, 1053.0, 36.0], shoonya_2sAAXQDISBV8IH, 5730739]
[paragraph, [360.0, 94.0, 1053.0, 36.0], shoonya_2sAAXQDISBV8IH, 5730739]
[paragraph, [360.0, 130.0, 1053.0, 36.0], shoonya_2sAAXQDISBV8IH, 5730739]
[paragraph, [360.0, 166.0, 1053.0, 36.0], shoonya_2sAAXQDISBV8IH, 5730739]
[paragraph, [360.0, 202.0, 1053.0, 36.0], shoonya_2sAAXQDISBV8IH, 5730739]
[paragraph, [360.0, 238.0, 1053.0, 36.0], shoonya_2sAAXQDISBV8IH, 5730739]
[paragraph, [360.0, 274.0, 1053.0, 36.0], shoonya_2sAAXQDISBV8IH, 5730739]
[paragraph, [360.0, 310.0, 1053.0, 36.0], shoonya_2sAAXQDISBV8IH, 5730739]
[paragraph, [322.0, 370.0, 1105.0, 36.0], shoonya_1sX1CNB486ZJ5R, 5730739]
[paragraph, [322.0, 406.0, 1105.0, 36.0], shoonya_1sX1CNB486ZJ5R, 5730739]
[paragraph, [322.0, 442.0, 1105.0, 36.0], shoonya_1sX1CNB486ZJ5R, 5730739]
[paragraph, [322.0, 478.0, 1105.0, 36.0], shoonya_1sX1CNB486ZJ5R, 5730739]
[paragraph, [322.0, 514.0, 1105.0, 36.0], shoonya_1sX1CNB486ZJ5R, 5730739]
[paragraph, [322.0, 550.0, 1105.0, 36.0], shoonya_1sX1CNB486ZJ5R, 5730739]
[paragraph, [322.0, 586.0, 1105.0, 36.0], shoonya_1sX1CNB486ZJ5R, 5730739]
[paragraph, [322.0, 622.0, 1105.0, 36.0], shoonya_1sX1CNB486ZJ5R, 5730739]
[paragraph, [322.0, 658.0, 1105.0, 36.0], shoonya_1sX1CNB486ZJ5R, 5730739]
[paragraph, [322.0, 694.0, 1105.0, 36.0], shoonya_1sX1CNB486ZJ5R, 5730739]
[paragraph, [322.0, 730.0, 1105.0, 36.0], shoonya_1sX1CNB486ZJ5R, 5730739]
[paragraph, [322.0, 766.0, 1105.0, 36.0], shoonya_1sX1CNB486ZJ5R, 5730739]
[paragraph, [322.0, 802.0, 1105.0, 36.0], shoonya_1sX1CNB486ZJ5R, 5730739]
[paragraph, [322.0, 838.0, 1105.0, 36.0], shoonya_1sX1CNB486ZJ5R, 5730739]
[paragraph, [322.0, 874.0, 1105.0, 36.0], shoonya_1sX1CNB486ZJ5R, 5730739]
[paragraph, [322.0, 910.0, 1105.0, 36.0], shoonya_1sX1CNB486ZJ5R, 5730739]
[paragraph, [322.0, 946.0, 1105.0, 36.0], shoonya_1sX1CNB486ZJ5R, 5730739]
[paragraph, [322.0, 982.0, 1105.0, 36.0], shoonya_1sX1CNB486ZJ5R, 5730739]
[paragraph, [322.0, 1018.0, 1105.0, 36.0], shoonya_1sX1CNB486ZJ5R, 5730739]
[paragraph, [322.0, 1054.0, 1105.0, 36.0], shoonya_1sX1CNB486ZJ5R, 5730739]
[paragraph, [322.0, 1090.0, 1105.0, 36.0], shoonya_1sX1CNB486ZJ5R, 5730739]
[paragraph, [322.0, 1126.0, 1105.0, 36.0], shoonya_1sX1CNB486ZJ5R, 5730739]
[paragraph, [322.0, 1162.0, 1105.0, 36.0], shoonya_1sX1CNB486ZJ5R, 5730739]
[paragraph, [322.0, 1198.0, 1105.0, 36.0], shoonya_1sX1CNB486ZJ5R, 5730739]
[paragraph, [322.0, 1234.0, 1105.0, 36.0], shoonya_1sX1CNB486ZJ5R, 5730739]
[paragraph, [322.0, 1270.0, 1105.0, 36.0], shoonya_1sX1CNB486ZJ5R, 5730739]
[paragraph, [308.0, 1350.0, 1110.0, 36.0], shoonya_0s1OTMB16KBKEQ, 5730739]
[paragraph, [308.0, 1386.0, 1110.0, 36.0], shoonya_0s1OTMB16KBKEQ, 5730739]
[paragraph, [308.0, 1422.0, 1110.0, 36.0], shoonya_0s1OTMB16KBKEQ, 5730739]
[paragraph, [308.0, 1458.0, 1110.0, 36.0], shoonya_0s1OTMB16KBKEQ, 5730739]
[paragraph, [308.0, 1494.0, 1110.0, 36.0], shoonya_0s1OTMB16KBKEQ, 5730739]
[paragraph, [308.0, 1530.0, 1110.0, 36.0], shoonya_0s1OTMB16KBKEQ, 5730739]
[paragraph, [308.0, 1566.0, 1110.0, 36.0], shoonya_0s1OTMB16KBKEQ, 5730739]
[paragraph, [308.0, 1602.0, 1110.0, 36.0], shoonya_0s1OTMB16KBKEQ, 5730739]
[paragraph, [308.0, 1638.0, 1110.0, 36.0], shoonya_0s1OTMB16KBKEQ, 5730739]
[paragraph, [308.0, 1674.0, 1110.0, 36.0], shoonya_0s1OTMB16KBKEQ, 5730739]
[paragraph, [308.0, 1710.0, 1110.0, 36.0], shoonya_0s1OTMB16KBKEQ, 5730739]
[paragraph, [308.0, 1746.0, 1110.0, 36.0], shoonya_0s1OTMB16KBKEQ, 5730739]
[paragraph, [308.0, 1782.0, 1110.0, 36.0], shoonya_0s1OTMB16KBKEQ, 5730739]
[paragraph, [308.0, 1818.0, 1110.0, 36.0], shoonya_0s1OTMB16KBKEQ, 5730739]
[paragraph, [308.0, 1854.0, 1110.0, 36.0], shoonya_0s1OTMB16KBKEQ, 5730739]
[paragraph, [308.0, 1890.0, 1110.0, 36.0], shoonya_0s1OTMB16KBKEQ, 5730739]
[folio, [424.0, 2006.0, 360.0, 36.0], rI9NdbBT5W, 5730739]
